time,{tank1}.tank1.WaterTank1.inFlow,{tank1}.tank1.Tank1WaterLevel,{tank1}.tank1.Tank2WaterLevel,{tank1}.tank1.Tank2OutFlow,{tank1}.tank1.WaterTank2.I1.state,{tank2}.tank2.puddle,{tank2}.tank2.Tank3OutFlow,{tank2}.tank2.level,{controller}.controller.wt3_valve
230.75,0,3.084637913,3.003716642,0.500274574,50.02745735,23.39058099,0,1.591063163,FALSE
230.8,0,3.064907981,3.00342351,0.500693009,50.06930093,23.39058099,0,1.611070921,FALSE
230.85,1,3.065362023,2.996283296,0.499725414,49.97254139,23.39058099,0,1.641111106,FALSE
230.9,1,3.085091955,2.996576428,0.499306978,49.93069782,23.39058099,0,1.661103348,FALSE
230.95,0,3.084637914,3.003716642,0.500274574,50.02745736,23.39058099,0,1.691063162,FALSE
231,0,3.064907982,3.00342351,0.500693009,50.06930094,23.39058099,0,1.711070919,FALSE
231.05,1,3.065362024,2.996283296,0.499725414,49.97254141,23.39058099,0,1.741111105,FALSE
231.1,1,3.085091956,2.996576429,0.499306978,49.93069784,23.39058099,0,1.761103347,FALSE
231.15,0,3.084637915,3.003716643,0.500274574,50.02745738,23.39058099,0,1.79106316,FALSE
231.2,0,3.064907983,3.003423511,0.50069301,50.06930095,23.39058099,0,1.811070918,FALSE
231.25,1,3.065362024,2.996283297,0.499725414,49.97254142,23.39058099,0,1.841111104,FALSE
231.3,1,3.085091957,2.996576429,0.499306978,49.93069785,23.39058099,0,1.861103346,FALSE
231.35,0,3.084637915,3.003716644,0.500274574,50.02745739,23.39058099,0,1.891063159,FALSE
231.4,0,3.064907983,3.003423512,0.50069301,50.06930096,23.39058099,0,1.911070917,FALSE
231.45,1,3.065362025,2.996283297,0.499725414,49.97254143,23.39058099,0,1.941111103,FALSE
231.5,1,3.085091957,2.99657643,0.499306979,49.93069786,23.39058099,0,1.961103345,FALSE
231.55,0,3.084637916,3.003716644,0.500274574,50.0274574,23.39058099,0,1.991063158,FALSE
231.6,0,3.064907984,3.003423512,0.50069301,50.06930098,23.39058099,0,2.011070916,FALSE
231.65,1,3.065362026,2.996283298,0.499725414,49.97254144,23.39058099,0,2.041111101,FALSE
231.7,1,3.085091958,2.99657643,0.499306979,49.93069787,23.39058099,0,2.061103343,TRUE
231.75,0,3.084637916,3.003716645,0.500274574,50.02745741,23.40784063,2.708214369,1.93246693,TRUE
231.8,0,3.064907984,3.003423513,0.50069301,50.06930099,23.41935824,2.587844493,1.846576091,TRUE
231.85,1,3.065362026,2.996283299,0.499725415,49.97254145,23.43567896,2.419519045,1.726466189,TRUE
231.9,1,3.085091958,2.996576431,0.499306979,49.93069788,23.44596318,2.314865975,1.651790196,TRUE
231.95,0,3.084637917,3.003716645,0.500274574,50.02745742,23.46056002,2.168447389,1.547312103,TRUE
232,0,3.064907985,3.003423513,0.50069301,50.069301,23.46977371,2.077502853,1.482417938,TRUE
232.05,1,3.065362027,2.996283299,0.499725415,49.97254146,23.48287491,1.950335208,1.391676499,TRUE
232.1,1,3.085091959,2.996576431,0.499306979,49.93069789,23.49116012,1.871259644,1.33525153,TRUE
232.15,0,3.084637917,3.003716646,0.500274574,50.02745743,23.50296315,1.760616822,1.256301504,TRUE
232.2,0,3.064907986,3.003423514,0.50069301,50.06930101,23.51044198,1.691905125,1.207271751,TRUE
232.25,1,3.065362027,2.9962833,0.499725415,49.97254148,23.52111829,1.595834991,1.138720177,TRUE
232.3,1,3.085091959,2.996576432,0.499306979,49.9306979,23.52789757,1.536084968,1.096085095,TRUE
232.35,0,3.084637918,3.003716646,0.500274574,50.02745744,23.53759553,1.452473162,1.036423255,TRUE
232.4,0,3.064907986,3.003423514,0.50069301,50.06930102,23.54376693,1.400559884,0.999380142,TRUE
232.45,1,3.065362028,2.9962833,0.499725415,49.97254149,23.55261549,1.32798603,0.947594517,TRUE
232.5,1,3.08509196,2.996576433,0.499306979,49.93069791,23.55825949,1.282837765,0.915378629,FALSE
232.55,0,3.084637919,3.003716647,0.500274575,50.02745745,23.55872171,0,0.941062317,FALSE
232.6,0,3.064907987,3.003423515,0.50069301,50.06930103,23.55872171,0,0.961070075,FALSE
232.65,1,3.065362028,2.996283301,0.499725415,49.9725415,23.55872171,0,0.99111026,FALSE
232.7,1,3.08509196,2.996576433,0.499306979,49.93069792,23.55872171,0,1.011102502,FALSE
232.75,0,3.084637919,3.003716647,0.500274575,50.02745747,23.55872171,0,1.041062316,FALSE
232.8,0,3.064907987,3.003423515,0.50069301,50.06930104,23.55872171,0,1.061070074,FALSE
232.85,1,3.065362029,2.996283301,0.499725415,49.97254151,23.55872171,0,1.091110259,FALSE
232.9,1,3.085091961,2.996576434,0.499306979,49.93069794,23.55872171,0,1.111102501,FALSE
232.95,0,3.08463792,3.003716648,0.500274575,50.02745748,23.55872171,0,1.141062315,FALSE
233,0,3.064907988,3.003423516,0.500693011,50.06930105,23.55872171,0,1.161070073,FALSE
233.05,1,3.065362029,2.996283302,0.499725415,49.97254152,23.55872171,0,1.191110258,FALSE
233.1,1,3.085091962,2.996576434,0.499306979,49.93069795,23.55872171,0,1.2111025,FALSE
233.15,0,3.08463792,3.003716648,0.500274575,50.02745749,23.55872171,0,1.241062314,FALSE
233.2,0,3.064907988,3.003423516,0.500693011,50.06930106,23.55872171,0,1.261070072,FALSE
233.25,1,3.06536203,2.996283302,0.499725415,49.97254153,23.55872171,0,1.291110257,FALSE
233.3,1,3.085091962,2.996576435,0.49930698,49.93069796,23.55872171,0,1.311102499,FALSE
233.35,0,3.084637921,3.003716649,0.500274575,50.0274575,23.55872171,0,1.341062313,FALSE
233.4,0,3.064907989,3.003423517,0.500693011,50.06930107,23.55872171,0,1.361070071,FALSE
233.45,1,3.06536203,2.996283303,0.499725415,49.97254154,23.55872171,0,1.391110256,FALSE
233.5,1,3.085091963,2.996576435,0.49930698,49.93069796,23.55872171,0,1.411102498,FALSE
233.55,0,3.084637921,3.003716649,0.500274575,50.0274575,23.55872171,0,1.441062312,FALSE
233.6,0,3.064907989,3.003423517,0.500693011,50.06930108,23.55872171,0,1.46107007,FALSE
233.65,1,3.065362031,2.996283303,0.499725415,49.97254155,23.55872171,0,1.491110255,FALSE
233.7,1,3.085091963,2.996576436,0.49930698,49.93069797,23.55872171,0,1.511102497,FALSE
233.75,0,3.084637922,3.00371665,0.500274575,50.02745751,23.55872171,0,1.541062311,FALSE
233.8,0,3.06490799,3.003423518,0.500693011,50.06930109,23.55872171,0,1.561070069,FALSE
233.85,1,3.065362031,2.996283304,0.499725416,49.97254156,23.55872171,0,1.591110254,FALSE
233.9,1,3.085091963,2.996576436,0.49930698,49.93069798,23.55872171,0,1.611102496,FALSE
233.95,0,3.084637922,3.00371665,0.500274575,50.02745752,23.55872171,0,1.64106231,FALSE
234,0,3.06490799,3.003423518,0.500693011,50.0693011,23.55872171,0,1.661070068,FALSE
234.05,1,3.065362032,2.996283304,0.499725416,49.97254156,23.55872171,0,1.691110254,FALSE
234.1,1,3.085091964,2.996576436,0.49930698,49.93069799,23.55872171,0,1.711102496,FALSE
234.15,0,3.084637922,3.003716651,0.500274575,50.02745753,23.55872171,0,1.741062309,FALSE
234.2,0,3.064907991,3.003423519,0.500693011,50.06930111,23.55872171,0,1.761070067,FALSE
234.25,1,3.065362032,2.996283305,0.499725416,49.97254157,23.55872171,0,1.791110253,FALSE
234.3,1,3.085091964,2.996576437,0.49930698,49.930698,23.55872171,0,1.811102495,FALSE
234.35,0,3.084637923,3.003716651,0.500274575,50.02745754,23.55872171,0,1.841062308,FALSE
234.4,0,3.064907991,3.003423519,0.500693011,50.06930112,23.55872171,0,1.861070066,FALSE
234.45,1,3.065362033,2.996283305,0.499725416,49.97254158,23.55872171,0,1.891110252,FALSE
234.5,1,3.085091965,2.996576437,0.49930698,49.93069801,23.55872171,0,1.911102494,FALSE
234.55,0,3.084637923,3.003716652,0.500274575,50.02745755,23.55872171,0,1.941062307,FALSE
234.6,0,3.064907991,3.00342352,0.500693011,50.06930113,23.55872171,0,1.961070065,FALSE
234.65,1,3.065362033,2.996283305,0.499725416,49.97254159,23.55872171,0,1.991110251,FALSE
234.7,1,3.085091965,2.996576438,0.49930698,49.93069802,23.55872171,0,2.011102493,FALSE
234.75,0,3.084637924,3.003716652,0.500274576,50.02745756,23.55872171,0,2.041062306,FALSE
234.8,0,3.064907992,3.00342352,0.500693011,50.06930113,23.55872171,0,2.061070064,TRUE
234.85,1,3.065362034,2.996283306,0.499725416,49.9725416,23.57585832,2.708279477,1.932513388,TRUE
234.9,1,3.085091966,2.996576438,0.49930698,49.93069803,23.58729413,2.587884662,1.846604754,TRUE
234.95,0,3.084637924,3.003716652,0.500274576,50.02745757,23.60349864,2.419447789,1.726415344,TRUE
235,0,3.064907992,3.00342352,0.500693011,50.06930114,23.61370951,2.314819993,1.651757386,TRUE
235.05,1,3.065362034,2.996283306,0.499725416,49.97254161,23.62820277,2.168513302,1.547359135,TRUE
235.1,1,3.085091966,2.996576439,0.49930698,49.93069804,23.63735137,2.077543783,1.482447144,TRUE
235.15,0,3.084637925,3.003716653,0.500274576,50.02745757,23.65035964,1.950264651,1.391626152,TRUE
235.2,0,3.064907993,3.003423521,0.500693012,50.06930115,23.65858593,1.871214323,1.335219191,TRUE
235.25,1,3.065362034,2.996283307,0.499725416,49.97254162,23.67030554,1.760683342,1.25634897,TRUE
235.3,1,3.085091966,2.996576439,0.49930698,49.93069804,23.67773176,1.691946629,1.207301366,TRUE
235.35,0,3.084637925,3.003716653,0.500274576,50.02745758,23.6883326,1.595764962,1.138670208,TRUE
235.4,0,3.064907993,3.003423521,0.500693012,50.06930116,23.69506377,1.536040147,1.096053112,TRUE
235.45,1,3.065362035,2.996283307,0.499725416,49.97254162,23.7046934,1.452540142,1.036471049,TRUE
235.5,1,3.085091967,2.996576439,0.499306981,49.93069805,23.71082156,1.400601823,0.999410067,TRUE
235.55,0,3.084637925,3.003716654,0.500274576,50.02745759,23.71960772,1.3279164,0.947544832,TRUE
235.6,0,3.064907993,3.003423522,0.500693012,50.06930117,23.72521173,1.282793321,0.915346916,FALSE
235.65,1,3.065362035,2.996283307,0.499725416,49.97254163,23.72567068,0,0.941111124,FALSE
235.7,1,3.085091967,2.99657644,0.499306981,49.93069806,23.72567068,0,0.961103366,FALSE
235.75,0,3.084637926,3.003716654,0.500274576,50.0274576,23.72567068,0,0.99106318,FALSE
235.8,0,3.064907994,3.003423522,0.500693012,50.06930117,23.72567068,0,1.011070938,FALSE
235.85,1,3.065362036,2.996283308,0.499725416,49.97254164,23.72567068,0,1.041111124,FALSE
235.9,1,3.085091968,2.99657644,0.499306981,49.93069807,23.72567068,0,1.061103366,FALSE
235.95,0,3.084637926,3.003716654,0.500274576,50.02745761,23.72567068,0,1.091063179,FALSE
236,0,3.064907994,3.003423522,0.500693012,50.06930118,23.72567068,0,1.111070937,FALSE
236.05,1,3.065362036,2.996283308,0.499725416,49.97254165,23.72567068,0,1.141111123,FALSE
236.1,1,3.085091968,2.996576441,0.499306981,49.93069807,23.72567068,0,1.161103365,FALSE
236.15,0,3.084637927,3.003716655,0.500274576,50.02745761,23.72567068,0,1.191063178,FALSE
236.2,0,3.064907995,3.003423523,0.500693012,50.06930119,23.72567068,0,1.211070936,FALSE
236.25,1,3.065362036,2.996283309,0.499725417,49.97254165,23.72567068,0,1.241111122,FALSE
236.3,1,3.085091968,2.996576441,0.499306981,49.93069808,23.72567068,0,1.261103364,FALSE
236.35,0,3.084637927,3.003716655,0.500274576,50.02745762,23.72567068,0,1.291063178,FALSE
236.4,0,3.064907995,3.003423523,0.500693012,50.0693012,23.72567068,0,1.311070935,FALSE
236.45,1,3.065362037,2.996283309,0.499725417,49.97254166,23.72567068,0,1.341111121,FALSE
236.5,1,3.085091969,2.996576441,0.499306981,49.93069809,23.72567068,0,1.361103363,FALSE
236.55,0,3.084637927,3.003716656,0.500274576,50.02745763,23.72567068,0,1.391063177,FALSE
236.6,0,3.064907995,3.003423523,0.500693012,50.0693012,23.72567068,0,1.411070935,FALSE
236.65,1,3.065362037,2.996283309,0.499725417,49.97254167,23.72567068,0,1.441111121,FALSE
236.7,1,3.085091969,2.996576442,0.499306981,49.9306981,23.72567068,0,1.461103363,FALSE
236.75,0,3.084637928,3.003716656,0.500274576,50.02745763,23.72567068,0,1.491063176,FALSE
236.8,0,3.064907996,3.003423524,0.500693012,50.06930121,23.72567068,0,1.511070934,FALSE
236.85,1,3.065362037,2.99628331,0.499725417,49.97254167,23.72567068,0,1.54111112,FALSE
236.9,1,3.085091969,2.996576442,0.499306981,49.9306981,23.72567068,0,1.561103362,FALSE
236.95,0,3.084637928,3.003716656,0.500274576,50.02745764,23.72567068,0,1.591063176,FALSE
237,0,3.064907996,3.003423524,0.500693012,50.06930122,23.72567068,0,1.611070933,FALSE
237.05,1,3.065362038,2.99628331,0.499725417,49.97254168,23.72567068,0,1.641111119,FALSE
237.1,1,3.08509197,2.996576442,0.499306981,49.93069811,23.72567068,0,1.661103361,FALSE
237.15,0,3.084637928,3.003716657,0.500274576,50.02745765,23.72567068,0,1.691063175,FALSE
237.2,0,3.064907996,3.003423524,0.500693012,50.06930122,23.72567068,0,1.711070933,FALSE
237.25,1,3.065362038,2.99628331,0.499725417,49.97254169,23.72567068,0,1.741111119,FALSE
237.3,1,3.08509197,2.996576443,0.499306981,49.93069812,23.72567068,0,1.761103361,FALSE
237.35,0,3.084637929,3.003716657,0.500274577,50.02745765,23.72567068,0,1.791063174,FALSE
237.4,0,3.064907997,3.003423525,0.500693012,50.06930123,23.72567068,0,1.811070932,FALSE
237.45,1,3.065362038,2.996283311,0.499725417,49.97254169,23.72567068,0,1.841111118,FALSE
237.5,1,3.08509197,2.996576443,0.499306981,49.93069812,23.72567068,0,1.86110336,FALSE
237.55,0,3.084637929,3.003716657,0.500274577,50.02745766,23.72567068,0,1.891063174,FALSE
237.6,0,3.064907997,3.003423525,0.500693012,50.06930124,23.72567068,0,1.911070931,FALSE
237.65,1,3.065362039,2.996283311,0.499725417,49.9725417,23.72567068,0,1.941111117,FALSE
237.7,1,3.085091971,2.996576443,0.499306981,49.93069813,23.72567068,0,1.961103359,FALSE
237.75,0,3.084637929,3.003716658,0.500274577,50.02745767,23.72567068,0,1.991063173,FALSE
237.8,0,3.064907997,3.003423525,0.500693012,50.06930124,23.72567068,0,2.011070931,FALSE
237.85,1,3.065362039,2.996283311,0.499725417,49.97254171,23.72567068,0,2.041111117,FALSE
237.9,1,3.085091971,2.996576444,0.499306981,49.93069813,23.72567068,0,2.061103359,TRUE
237.95,0,3.08463793,3.003716658,0.500274577,50.02745767,23.74268673,2.708214388,1.932466944,TRUE
238,0,3.064907998,3.003423526,0.500693012,50.06930125,23.75404198,2.587844512,1.846576104,TRUE
238.05,1,3.065362039,2.996283312,0.499725417,49.97254171,23.77013291,2.419519063,1.726466202,TRUE
238.1,1,3.085091971,2.996576444,0.499306981,49.93069814,23.78027249,2.314865991,1.651790208,TRUE
238.15,0,3.08463793,3.003716658,0.500274577,50.02745768,23.79466424,2.168447405,1.547312114,TRUE
238.2,0,3.064907998,3.003423526,0.500693013,50.06930125,23.80374862,2.077502868,1.482417949,TRUE
238.25,1,3.06536204,2.996283312,0.499725417,49.97254172,23.8166661,1.950335222,1.391676509,TRUE
238.3,1,3.085091972,2.996576444,0.499306981,49.93069815,23.82483523,1.871259657,1.335251539,TRUE
238.35,0,3.08463793,3.003716658,0.500274577,50.02745769,23.83647304,1.760616834,1.256301513,TRUE
238.4,0,3.064907998,3.003423526,0.500693013,50.06930126,23.84384726,1.691905137,1.207271759,TRUE
238.45,1,3.06536204,2.996283312,0.499725417,49.97254173,23.85437436,1.595835002,1.138720185,TRUE
238.5,1,3.085091972,2.996576444,0.499306982,49.93069815,23.86105895,1.536084979,1.096085102,TRUE
238.55,0,3.084637931,3.003716659,0.500274577,50.02745769,23.87062156,1.452473172,1.036423263,TRUE
238.6,0,3.064907999,3.003423527,0.500693013,50.06930127,23.87670688,1.400559894,0.999380149,TRUE
238.65,1,3.06536204,2.996283312,0.499725417,49.97254173,23.8854321,1.327986039,0.947594523,TRUE
238.7,1,3.085091972,2.996576445,0.499306982,49.93069816,23.89099748,1.282837773,0.915378635,FALSE
238.75,0,3.084637931,3.003716659,0.500274577,50.0274577,23.89145326,0,0.941062323,FALSE
238.8,0,3.064907999,3.003423527,0.500693013,50.06930127,23.89145326,0,0.961070081,FALSE
238.85,1,3.065362041,2.996283313,0.499725417,49.97254174,23.89145326,0,0.991110267,FALSE
238.9,1,3.085091973,2.996576445,0.499306982,49.93069816,23.89145326,0,1.011102509,FALSE
238.95,0,3.084637931,3.003716659,0.500274577,50.0274577,23.89145326,0,1.041062323,FALSE
239,0,3.064907999,3.003423527,0.500693013,50.06930128,23.89145326,0,1.06107008,FALSE
239.05,1,3.065362041,2.996283313,0.499725417,49.97254174,23.89145326,0,1.091110266,FALSE
239.1,1,3.085091973,2.996576445,0.499306982,49.93069817,23.89145326,0,1.111102508,FALSE
239.15,0,3.084637931,3.00371666,0.500274577,50.02745771,23.89145326,0,1.141062322,FALSE
239.2,0,3.064907999,3.003423527,0.500693013,50.06930128,23.89145326,0,1.16107008,FALSE
239.25,1,3.065362041,2.996283313,0.499725417,49.97254175,23.89145326,0,1.191110266,FALSE
239.3,1,3.085091973,2.996576446,0.499306982,49.93069818,23.89145326,0,1.211102508,FALSE
239.35,0,3.084637932,3.00371666,0.500274577,50.02745771,23.89145326,0,1.241062322,FALSE
239.4,0,3.064908,3.003423528,0.500693013,50.06930129,23.89145326,0,1.261070079,FALSE
239.45,1,3.065362041,2.996283314,0.499725418,49.97254175,23.89145326,0,1.291110265,FALSE
239.5,1,3.085091973,2.996576446,0.499306982,49.93069818,23.89145326,0,1.311102507,FALSE
239.55,0,3.084637932,3.00371666,0.500274577,50.02745772,23.89145326,0,1.341062321,FALSE
239.6,0,3.064908,3.003423528,0.500693013,50.06930129,23.89145326,0,1.361070079,FALSE
239.65,1,3.065362042,2.996283314,0.499725418,49.97254176,23.89145326,0,1.391110265,FALSE
239.7,1,3.085091974,2.996576446,0.499306982,49.93069819,23.89145326,0,1.411102507,FALSE
239.75,0,3.084637932,3.00371666,0.500274577,50.02745772,23.89145326,0,1.441062321,FALSE
239.8,0,3.064908,3.003423528,0.500693013,50.0693013,23.89145326,0,1.461070078,FALSE
239.85,1,3.065362042,2.996283314,0.499725418,49.97254176,23.89145326,0,1.491110264,FALSE
239.9,1,3.085091974,2.996576446,0.499306982,49.93069819,23.89145326,0,1.511102506,FALSE
239.95,0,3.084637932,3.003716661,0.500274577,50.02745773,23.89145326,0,1.54106232,FALSE
240,0,3.064908,3.003423528,0.500693013,50.0693013,23.89145326,0,1.561070078,FALSE
240.05,1,3.065362042,2.996283314,0.499725418,49.97254177,23.89145326,0,1.591110264,FALSE
240.1,1,3.085091974,2.996576447,0.499306982,49.9306982,23.89145326,0,1.611102506,FALSE
240.15,0,3.084637933,3.003716661,0.500274577,50.02745773,23.89145326,0,1.64106232,FALSE
240.2,0,3.064908001,3.003423529,0.500693013,50.06930131,23.89145326,0,1.661070077,FALSE
240.25,1,3.065362042,2.996283315,0.499725418,49.97254177,23.89145326,0,1.691110263,FALSE
240.3,1,3.085091974,2.996576447,0.499306982,49.9306982,23.89145326,0,1.711102505,FALSE
240.35,0,3.084637933,3.003716661,0.500274577,50.02745774,23.89145326,0,1.741062319,FALSE
240.4,0,3.064908001,3.003423529,0.500693013,50.06930131,23.89145326,0,1.761070077,FALSE
240.45,1,3.065362043,2.996283315,0.499725418,49.97254178,23.89145326,0,1.791110263,FALSE
240.5,1,3.085091975,2.996576447,0.499306982,49.93069821,23.89145326,0,1.811102505,FALSE
240.55,0,3.084637933,3.003716661,0.500274577,50.02745774,23.89145326,0,1.841062319,FALSE
240.6,0,3.064908001,3.003423529,0.500693013,50.06930132,23.89145326,0,1.861070076,FALSE
240.65,1,3.065362043,2.996283315,0.499725418,49.97254178,23.89145326,0,1.891110262,FALSE
240.7,1,3.085091975,2.996576447,0.499306982,49.93069821,23.89145326,0,1.911102504,FALSE
240.75,0,3.084637933,3.003716662,0.500274577,50.02745775,23.89145326,0,1.941062318,FALSE
240.8,0,3.064908001,3.003423529,0.500693013,50.06930132,23.89145326,0,1.961070076,FALSE
240.85,1,3.065362043,2.996283315,0.499725418,49.97254179,23.89145326,0,1.991110262,FALSE
240.9,1,3.085091975,2.996576448,0.499306982,49.93069821,23.89145326,0,2.011102504,FALSE
240.95,0,3.084637934,3.003716662,0.500274578,50.02745775,23.89145326,0,2.041062318,FALSE
241,0,3.064908002,3.00342353,0.500693013,50.06930133,23.89145326,0,2.061070075,TRUE
241.05,1,3.065362043,2.996283316,0.499725418,49.97254179,23.90835138,2.708279492,1.932513399,TRUE
241.1,1,3.085091975,2.996576448,0.499306982,49.93069822,23.91962823,2.587884676,1.846604764,TRUE
241.15,0,3.084637934,3.003716662,0.500274578,50.02745776,23.93560775,2.419447802,1.726415353,TRUE
241.2,0,3.064908002,3.00342353,0.500693013,50.06930133,23.945677,2.314820006,1.651757394,TRUE
241.25,1,3.065362044,2.996283316,0.499725418,49.9725418,23.95996945,2.168513314,1.547359143,TRUE
241.3,1,3.085091976,2.996576448,0.499306982,49.93069822,23.96899143,2.077543794,1.482447152,TRUE
241.35,0,3.084637934,3.003716662,0.500274578,50.02745776,23.98181981,1.950264661,1.39162616,TRUE
241.4,0,3.064908002,3.00342353,0.500693013,50.06930134,23.98993244,1.871214333,1.335219198,TRUE
241.45,1,3.065362044,2.996283316,0.499725418,49.9725418,24.00149026,1.760683351,1.256348976,TRUE
241.5,1,3.085091976,2.996576448,0.499306982,49.93069823,24.00881404,1.691946638,1.207301373,TRUE
241.55,0,3.084637934,3.003716662,0.500274578,50.02745777,24.01926875,1.595764971,1.138670213,TRUE
241.6,0,3.064908002,3.00342353,0.500693013,50.06930134,24.02590721,1.536040155,1.096053118,TRUE
241.65,1,3.065362044,2.996283316,0.499725418,49.97254181,24.03540429,1.452540149,1.036471055,TRUE
241.7,1,3.085091976,2.996576448,0.499306982,49.93069823,24.04144815,1.40060183,0.999410072,TRUE
241.75,0,3.084637935,3.003716663,0.500274578,50.02745777,24.05011353,1.327916407,0.947544837,TRUE
241.8,0,3.064908003,3.003423531,0.500693013,50.06930135,24.05564055,1.282793327,0.915346921,FALSE
241.85,1,3.065362044,2.996283316,0.499725418,49.97254181,24.05609319,0,0.941111129,FALSE
241.9,1,3.085091976,2.996576449,0.499306982,49.93069824,24.05609319,0,0.961103371,FALSE
241.95,0,3.084637935,3.003716663,0.500274578,50.02745777,24.05609319,0,0.991063185,FALSE
242,0,3.064908003,3.003423531,0.500693013,50.06930135,24.05609319,0,1.011070943,FALSE
242.05,1,3.065362044,2.996283317,0.499725418,49.97254181,24.05609319,0,1.041111129,FALSE
242.1,1,3.085091976,2.996576449,0.499306982,49.93069824,24.05609319,0,1.061103371,FALSE
242.15,0,3.084637935,3.003716663,0.500274578,50.02745778,24.05609319,0,1.091063184,FALSE
242.2,0,3.064908003,3.003423531,0.500693014,50.06930135,24.05609319,0,1.111070942,FALSE
242.25,1,3.065362045,2.996283317,0.499725418,49.97254182,24.05609319,0,1.141111128,FALSE
242.3,1,3.085091977,2.996576449,0.499306982,49.93069824,24.05609319,0,1.16110337,FALSE
242.35,0,3.084637935,3.003716663,0.500274578,50.02745778,24.05609319,0,1.191063184,FALSE
242.4,0,3.064908003,3.003423531,0.500693014,50.06930136,24.05609319,0,1.211070942,FALSE
242.45,1,3.065362045,2.996283317,0.499725418,49.97254182,24.05609319,0,1.241111128,FALSE
242.5,1,3.085091977,2.996576449,0.499306982,49.93069825,24.05609319,0,1.26110337,FALSE
242.55,0,3.084637935,3.003716663,0.500274578,50.02745779,24.05609319,0,1.291063184,FALSE
242.6,0,3.064908003,3.003423531,0.500693014,50.06930136,24.05609319,0,1.311070941,FALSE
242.65,1,3.065362045,2.996283317,0.499725418,49.97254183,24.05609319,0,1.341111127,FALSE
242.7,1,3.085091977,2.996576449,0.499306983,49.93069825,24.05609319,0,1.361103369,FALSE
242.75,0,3.084637936,3.003716664,0.500274578,50.02745779,24.05609319,0,1.391063183,FALSE
242.8,0,3.064908004,3.003423532,0.500693014,50.06930137,24.05609319,0,1.411070941,FALSE
242.85,1,3.065362045,2.996283317,0.499725418,49.97254183,24.05609319,0,1.441111127,FALSE
242.9,1,3.085091977,2.99657645,0.499306983,49.93069826,24.05609319,0,1.461103369,FALSE
242.95,0,3.084637936,3.003716664,0.500274578,50.02745779,24.05609319,0,1.491063183,FALSE
243,0,3.064908004,3.003423532,0.500693014,50.06930137,24.05609319,0,1.511070941,FALSE
243.05,1,3.065362045,2.996283318,0.499725418,49.97254183,24.05609319,0,1.541111127,FALSE
243.1,1,3.085091977,2.99657645,0.499306983,49.93069826,24.05609319,0,1.561103369,FALSE
243.15,0,3.084637936,3.003716664,0.500274578,50.0274578,24.05609319,0,1.591063182,FALSE
243.2,0,3.064908004,3.003423532,0.500693014,50.06930137,24.05609319,0,1.61107094,FALSE
243.25,1,3.065362046,2.996283318,0.499725418,49.97254184,24.05609319,0,1.641111126,FALSE
243.3,1,3.085091978,2.99657645,0.499306983,49.93069826,24.05609319,0,1.661103368,FALSE
243.35,0,3.084637936,3.003716664,0.500274578,50.0274578,24.05609319,0,1.691063182,FALSE
243.4,0,3.064908004,3.003423532,0.500693014,50.06930138,24.05609319,0,1.71107094,FALSE
243.45,1,3.065362046,2.996283318,0.499725418,49.97254184,24.05609319,0,1.741111126,FALSE
243.5,1,3.085091978,2.99657645,0.499306983,49.93069827,24.05609319,0,1.761103368,FALSE
243.55,0,3.084637936,3.003716664,0.500274578,50.02745781,24.05609319,0,1.791063182,FALSE
243.6,0,3.064908004,3.003423532,0.500693014,50.06930138,24.05609319,0,1.811070939,FALSE
243.65,1,3.065362046,2.996283318,0.499725418,49.97254184,24.05609319,0,1.841111126,FALSE
243.7,1,3.085091978,2.99657645,0.499306983,49.93069827,24.05609319,0,1.861103368,FALSE
243.75,0,3.084637936,3.003716665,0.500274578,50.02745781,24.05609319,0,1.891063181,FALSE
243.8,0,3.064908004,3.003423532,0.500693014,50.06930138,24.05609319,0,1.911070939,FALSE
243.85,1,3.065362046,2.996283318,0.499725418,49.97254185,24.05609319,0,1.941111125,FALSE
243.9,1,3.085091978,2.99657645,0.499306983,49.93069827,24.05609319,0,1.961103367,FALSE
243.95,0,3.084637937,3.003716665,0.500274578,50.02745781,24.05609319,0,1.991063181,FALSE
244,0,3.064908005,3.003423533,0.500693014,50.06930139,24.05609319,0,2.011070939,FALSE
244.05,1,3.065362046,2.996283318,0.499725419,49.97254185,24.05609319,0,2.041111125,FALSE
244.1,1,3.085091978,2.996576451,0.499306983,49.93069828,24.05609319,0,2.061103367,TRUE
244.15,0,3.084637937,3.003716665,0.500274578,50.02745782,24.07287568,2.708214399,1.932466952,TRUE
244.2,0,3.064908005,3.003423533,0.500693014,50.06930139,24.08407525,2.587844522,1.846576112,TRUE
244.25,1,3.065362046,2.996283319,0.499725419,49.97254185,24.09994582,2.419519073,1.726466209,TRUE
244.3,1,3.085091979,2.996576451,0.499306983,49.93069828,24.1099467,2.314866001,1.651790214,TRUE
244.35,0,3.084637937,3.003716665,0.500274578,50.02745782,24.12414178,2.168447414,1.54731212,TRUE
244.4,0,3.064908005,3.003423533,0.500693014,50.06930139,24.13310213,2.077502876,1.482417954,TRUE
244.45,1,3.065362047,2.996283319,0.499725419,49.97254186,24.14584342,1.950335229,1.391676514,TRUE
244.5,1,3.085091979,2.996576451,0.499306983,49.93069828,24.15390122,1.871259664,1.335251544,TRUE
244.55,0,3.084637937,3.003716665,0.500274578,50.02745782,24.16538055,1.760616841,1.256301517,TRUE
