time,Tank3OutFlow,Tank2.level,wt3_valve,Tank1WaterLevel,Tank2WaterLevel,Tank2OutFlow
82.7,0,1.579940331,FALSE,3.056060342,2.994496783,0.499427793
82.75,0,1.609909431,FALSE,3.086011098,2.994611972,0.498734128
82.8,0,1.629861108,FALSE,3.100703643,2.99995786,0.499445741
82.85,0,1.659825481,FALSE,3.06986489,3.004116719,0.50076135
82.9,0,1.679851549,FALSE,3.053580507,3.000373985,0.500463949
82.95,0,1.709880378,FALSE,3.067594981,2.993042877,0.498941746
83,0,1.729843122,FALSE,3.08604343,2.994643822,0.498740511
83.05,0,1.759768223,FALSE,3.091229977,3.00283393,0.500037285
83.1,0,1.779765392,FALSE,3.069896902,3.004148254,0.50076767
83.15,0,1.809809017,FALSE,3.04661349,2.997399267,0.50002463
83.2,0,1.829812479,FALSE,3.067626676,2.9930741,0.498948003
83.25,0,1.859752948,FALSE,3.093763174,2.997009294,0.499011664
83.3,0,1.879713203,FALSE,3.091261359,3.002864844,0.50004348
83.35,0,1.909712372,FALSE,3.061326536,3.002765351,0.500740291
83.4,0,1.929739661,FALSE,3.046644561,2.997429875,0.500030764
83.45,0,1.959743872,FALSE,3.077499089,2.993286556,0.49871827
83.5,0,1.979696978,FALSE,3.093793938,2.997039599,0.499017737
83.55,0,2.009637044,FALSE,3.079795083,3.004386093,0.500543023
83.6,0,2.02965368,FALSE,3.061356995,3.002795356,0.500746304
83.65,0,2.059697781,TRUE,3.056185913,2.994620482,0.499452583
83.7,2.769143401,1.975943304,TRUE,3.077529247,2.993316264,0.498724223
83.75,2.586042789,1.845290471,TRUE,3.100827971,3.000080335,0.499470285
83.8,2.472290217,1.764121459,TRUE,3.079824942,3.004415507,0.500548918
83.85,2.313269482,1.650651007,TRUE,3.053703605,3.000495248,0.50048825
83.9,2.214446175,1.580134885,TRUE,3.056215477,2.994649605,0.499458419
83.95,2.07614104,1.481446206,TRUE,3.08616531,2.994763885,0.498764571
84,1.990153595,1.420089211,TRUE,3.100857242,3.00010917,0.499476064
84.05,1.86993105,1.334303502,TRUE,3.070017576,3.004267129,0.500791492
84.1,1.795286744,1.28104049,TRUE,3.053732586,3.000523798,0.500493971
84.15,1.690866159,1.206530388,TRUE,3.067746156,2.993191799,0.49897159
84.2,1.625896878,1.160171065,TRUE,3.086194005,2.994792152,0.498770236
84.25,1.534997742,1.095309296,TRUE,3.091379656,3.002981378,0.500066834
84.3,1.478572867,1.055046898,TRUE,3.070045987,3.004295116,0.500797101
84.35,1.399714512,0.99877692,TRUE,3.046761688,2.997545255,0.500053886
84.4,1.350672892,0.9637829,TRUE,3.067774286,2.993219509,0.498977143
84.45,1.281990342,0.914773945,FALSE,3.093909905,2.997153838,0.49904063
84.5,0,0.930462057,FALSE,3.091407508,3.003008814,0.500072332
84.55,0,0.960462958,FALSE,3.061471816,3.002908465,0.500768971
84.6,0,0.980491395,FALSE,3.046789264,2.99757242,0.50005933
84.65,0,1.01049732,FALSE,3.077642931,2.993428253,0.498746666
84.7,0,1.030451562,FALSE,3.093937208,2.997180734,0.49904602
84.75,0,1.060393325,FALSE,3.079937502,3.004526389,0.500571138
84.8,0,1.080411087,FALSE,3.061498849,3.002935094,0.500774307
84.85,0,1.110456868,FALSE,3.056326922,2.994759389,0.499480419
84.9,0,1.130440398,FALSE,3.077669696,2.99345462,0.49875195
84.95,0,1.160367943,FALSE,3.100967585,3.000217867,0.499497847
85,0,1.180345371,FALSE,3.079964002,3.004552494,0.50057637
85.05,0,1.210376358,FALSE,3.053841837,3.00063142,0.500515539
85.1,0,1.230397182,FALSE,3.05635316,2.994785236,0.499485599
85.15,0,1.260369751,FALSE,3.086302174,2.994898709,0.49879159
85.2,0,1.280323728,FALSE,3.100993563,3.000243459,0.499502975
85.25,0,1.310291536,FALSE,3.070153086,3.004400619,0.500818243
85.3,0,1.330319881,FALSE,3.053867559,3.000656758,0.500520616
85.35,0,1.36035211,FALSE,3.067880325,2.993323968,0.498998076
85.4,0,1.380317108,FALSE,3.086327641,2.994923796,0.498796617
85.45,0,1.410245577,FALSE,3.091512498,3.003112239,0.500093058
85.5,0,1.430244978,FALSE,3.070178301,3.004425458,0.500823221
85.55,0,1.460291937,FALSE,3.046893215,2.997674822,0.500079851
85.6,0,1.480297609,FALSE,3.06790529,2.993348561,0.499003005
85.65,0,1.510241379,FALSE,3.094040131,2.997282122,0.499066338
85.7,0,1.530203821,FALSE,3.091537216,3.003136589,0.500097938
85.75,0,1.560206259,FALSE,3.061600753,3.003035479,0.500794424
85.8,0,1.580235714,FALSE,3.046917689,2.997698931,0.500084683
85.85,0,1.610243161,FALSE,3.077770592,2.993554011,0.498771868
85.9,0,1.630198412,FALSE,3.094064363,2.997305992,0.499071122
85.95,0,1.660141681,FALSE,3.080063899,3.004650902,0.50059609
86,0,1.680160442,FALSE,3.061624744,3.003059113,0.500799161
86.05,0,1.710207715,FALSE,3.056452069,2.99488267,0.499505125
86.1,0,1.730192233,FALSE,3.077794346,2.993577412,0.498776557
86.15,0,1.760121255,FALSE,3.101091493,3.000339929,0.499522308
86.2,0,1.780099661,FALSE,3.080087419,3.004674071,0.500600733
86.25,0,1.810132111,FALSE,3.053964519,3.000752274,0.500539757
86.3,0,1.830153904,FALSE,3.056475356,2.99490561,0.499509722
86.35,0,1.860127921,FALSE,3.086423643,2.995018367,0.498815569
86.4,0,1.880082858,FALSE,3.10111455,3.000362641,0.499526859
86.45,0,1.910052098,FALSE,3.070273353,3.004519092,0.500841985
86.5,0,1.930081394,FALSE,3.053987348,3.000774761,0.500544264
86.55,0,1.960115042,FALSE,3.067999401,2.993441269,0.499021583
86.6,0,1.980080981,FALSE,3.086446245,2.995040632,0.498820031
86.65,0,2.010010855,FALSE,3.091630396,3.003228379,0.500116332
86.7,0,2.030011187,FALSE,3.070295731,3.004541137,0.500846403
86.75,0,2.060059538,TRUE,3.047009946,2.997789813,0.500102895
86.8,2.769658,1.9763105,TRUE,3.068021558,2.993463096,0.499025957
86.85,2.586541718,1.845646486,TRUE,3.094155707,2.997395975,0.499089154
86.9,2.472744185,1.764445392,TRUE,3.091652334,3.00324999,0.500120663
86.95,2.313652504,1.650924315,TRUE,3.061715185,3.003148206,0.500817015
87,2.214822896,1.580403697,TRUE,3.047031667,2.99781121,0.500107183
87.05,2.076538325,1.481729692,TRUE,3.077883892,2.993665623,0.498794234
87.1,1.990533574,1.420360348,TRUE,3.094177213,2.99741716,0.4990934
87.15,1.870251295,1.334532015,TRUE,3.080176078,3.004761409,0.500618236
87.2,1.795579161,1.281249146,TRUE,3.061736478,3.003169182,0.500821218
87.25,1.691159235,1.206739515,TRUE,3.056563138,2.994992084,0.499527051
87.3,1.62620325,1.160389679,TRUE,3.077904975,2.993686391,0.498798396
87.35,1.535283942,1.095513516,TRUE,3.101201464,3.00044826,0.499544017
87.4,1.478817397,1.055221384,TRUE,3.080196952,3.004781971,0.500622357
87.45,1.399923734,0.998926212,TRUE,3.054073401,3.000859532,0.500561252
87.5,1.350895354,0.963941639,TRUE,3.056583805,2.995012443,0.499531131
87.55,1.282239341,0.914951619,FALSE,3.086531447,2.995124564,0.498836851
87.6,0,0.930633277,FALSE,3.101221926,3.000468417,0.499548056
87.65,0,0.960603789,FALSE,3.07038009,3.004624239,0.500863056
87.7,0,0.980633928,FALSE,3.054093661,3.00087949,0.500565251
87.75,0,1.010668836,FALSE,3.068105083,2.993545375,0.499042446
87.8,0,1.03063561,FALSE,3.086551507,2.995144324,0.498840811
87.85,0,1.060566731,FALSE,3.091735032,3.003331455,0.500136989
87.9,0,1.080567889,FALSE,3.070399951,3.004643804,0.500866977
87.95,0,1.110617475,FALSE,3.047113547,2.997891869,0.500123347
88,0,1.130624887,FALSE,3.068124747,2.993564747,0.499046328
88.05,0,1.160571257,FALSE,3.094258282,2.997497021,0.499109404
88.1,0,1.180535423,FALSE,3.091754502,3.003350635,0.500140832
88.15,0,1.210540435,FALSE,3.061816745,3.003248252,0.500837064
88.2,0,1.230571597,FALSE,3.047132824,2.997910859,0.500127153
88.25,0,1.260581592,FALSE,3.077984447,2.993764679,0.498814085
88.3,0,1.280538533,FALSE,3.094277369,2.997515823,0.499113172
88.35,0,1.310484326,FALSE,3.080275638,3.004859485,0.50063789
88.4,0,1.330504759,FALSE,3.061835643,3.003266868,0.500840794
88.45,0,1.36055453,FALSE,3.056661713,2.995089189,0.499546511
88.5,0,1.380540705,FALSE,3.078003158,2.993783111,0.498817779
88.55,0,1.410472201,FALSE,3.101299063,3.000544404,0.499563284
88.6,0,1.430452247,FALSE,3.080294164,3.004877734,0.500641547
88.65,0,1.460487146,FALSE,3.054170035,3.000954725,0.500580328
88.7,0,1.480510563,FALSE,3.056680055,2.995107258,0.499550132
88.75,0,1.510487005,FALSE,3.086627124,2.995218815,0.498855739
88.8,0,1.530443549,FALSE,3.101317224,3.000562294,0.499566869
88.85,0,1.560415191,FALSE,3.070474821,3.004717557,0.500881757
88.9,0,1.580446078,FALSE,3.054188016,3.000972438,0.500583878
88.95,0,1.610482104,FALSE,3.068198876,2.99363777,0.499060962
89,0,1.630449619,FALSE,3.086644928,2.995236353,0.498859253
89.05,0,1.660381846,FALSE,3.091827897,3.003422936,0.500155321
89.1,0,1.680383739,FALSE,3.070492448,3.004734922,0.500885237
89.15,0,1.71043442,FALSE,3.047205493,2.997982444,0.500141498
89.2,0,1.730442559,FALSE,3.068216329,2.993654963,0.499064407
89.25,0,1.760390014,FALSE,3.094349319,2.9975867,0.499127375
89.3,0,1.780354899,FALSE,3.091845177,3.003439958,0.500158732
89.35,0,1.810360985,FALSE,3.061906881,3.003337044,0.500854857
89.4,0,1.830392859,FALSE,3.047222602,2.997999298,0.500144876
89.45,0,1.860403918,FALSE,3.078073691,2.993852592,0.498831703
89.5,0,1.880361564,FALSE,3.094366258,2.997603387,0.499130719
89.55,0,1.91030841,FALSE,3.080363999,3.004946528,0.500655333
89.6,0,1.930329541,FALSE,3.061923653,3.003353566,0.500858168
89.65,0,1.960380355,FALSE,3.056749199,2.995175371,0.499563782
89.7,0,1.980367221,FALSE,3.078090297,2.99386895,0.498834981
89.75,0,2.010299749,FALSE,3.101385683,3.000629733,0.499580384
89.8,0,2.03028048,FALSE,3.08038044,3.004962725,0.500658579
89.85,0,2.060316401,TRUE,3.054255798,3.00103921,0.500597259
89.9,2.770023879,1.976571575,TRUE,3.056765478,2.995191407,0.499566995
89.95,2.586921522,1.845917498,TRUE,3.086712039,2.995302464,0.498872502
90,2.47309482,1.76469559,TRUE,3.101401801,3.000645611,0.499583566
90.05,2.313932922,1.651124409,TRUE,3.070558895,3.004800378,0.500898354
90.1,2.215089729,1.580594098,TRUE,3.054271757,3.001054931,0.500600409
90.15,2.076821648,1.481931859,TRUE,3.068282118,2.993719772,0.499077395
90.2,1.990817815,1.420563171,TRUE,3.086727839,2.995318029,0.498875621
90.25,1.870497202,1.334707483,TRUE,3.091910315,3.003504126,0.500171592
90.3,1.795788323,1.281398396,TRUE,3.070574539,3.004815789,0.500901443
90.35,1.691355736,1.20687973,TRUE,3.047287096,2.998062831,0.500157608
90.4,1.626420983,1.160545044,TRUE,3.068297608,2.99373503,0.499080453
90.45,1.535508359,1.095673651,TRUE,3.094430114,2.997666292,0.499143325
90.5,1.479010752,1.055359354,TRUE,3.091925651,3.003519233,0.500174619
90.55,1.400065589,0.999027433,TRUE,3.061986877,3.003415848,0.50087065
90.6,1.351042998,0.964046992,TRUE,3.04730228,2.998077789,0.500160605
90.65,1.282424469,0.915083719,FALSE,3.078152895,2.993930616,0.498847339
90.7,0,0.930767242,FALSE,3.094445148,2.997681101,0.499146293
90.75,0,0.960715023,FALSE,3.08044242,3.00502378,0.500670815
90.8,0,0.980736774,FALSE,3.062001762,3.003430511,0.500873588
90.85,0,1.010788513,FALSE,3.056826844,2.995251858,0.49957911
90.9,0,1.030775992,FALSE,3.078167633,2.993945134,0.498850248
90.95,0,1.060709437,FALSE,3.10146256,3.000705464,0.49959556
91,0,1.080690775,FALSE,3.080457012,3.005038154,0.500673695
91.05,0,1.110727603,FALSE,3.054331914,3.001114191,0.500612285
91.1,0,1.130752299,FALSE,3.056841291,2.995266091,0.499581962
91.15,0,1.160730651,FALSE,3.086787402,2.995376703,0.498887379
91.2,0,1.180688461,FALSE,3.101476864,3.000719555,0.499598384
91.25,0,1.210661994,FALSE,3.070633512,3.004873883,0.500913085
91.3,0,1.230694135,FALSE,3.054346077,3.001128143,0.500615081
91.35,0,1.260732034,FALSE,3.068355997,2.993792549,0.499091979
91.4,0,1.28070079,FALSE,3.086801425,2.995390517,0.498890148
91.45,0,1.310634871,FALSE,3.091983463,3.003576183,0.500186032
91.5,0,1.330637993,FALSE,3.070647396,3.00488756,0.500915825
91.55,0,1.36069051,FALSE,3.047359519,2.998134175,0.500171905
91.6,0,1.380699866,FALSE,3.068369744,2.993806091,0.499094693
91.65,0,1.410649138,FALSE,3.094501821,2.99773693,0.499157481
91.7,0,1.430615228,FALSE,3.091997074,3.003589591,0.500188719
91.75,0,1.460623114,FALSE,3.062057874,3.003485786,0.500884665
91.8,0,1.480656181,FALSE,3.047372995,2.99814745,0.500174565
91.85,0,1.510669022,FALSE,3.07822319,2.993999863,0.498861216
91.9,0,1.530627848,FALSE,3.094515164,2.997750073,0.499160115
91.95,0,1.560576459,FALSE,3.080512019,3.005092341,0.500684554
92,0,1.580598759,FALSE,3.062071085,3.0034988,0.500887273
92.05,0,1.61065132,FALSE,3.056895754,2.995319742,0.499592713
92.1,0,1.630639344,FALSE,3.07823627,2.994012748,0.498863798
92.15,0,1.660573601,FALSE,3.101530788,3.000772675,0.499609029
92.2,0,1.680555478,FALSE,3.080524969,3.005105099,0.500687111
92.25,0,1.710593111,FALSE,3.054399467,3.001180738,0.500625621
92.3,0,1.730618341,FALSE,3.056908577,2.995332373,0.499595245
92.35,0,1.76059749,FALSE,3.086854286,2.995442591,0.498900583
92.4,0,1.780555829,FALSE,3.101543484,3.000785181,0.499611535
92.45,0,1.810530152,FALSE,3.070699735,3.004939119,0.500926158
92.5,0,1.830562816,FALSE,3.054412037,3.00119312,0.500628102
92.55,0,1.860601495,FALSE,3.068421565,2.993857139,0.499104923
92.6,0,1.88057077,FALSE,3.086866732,2.995454851,0.49890304
92.65,0,1.910505625,FALSE,3.092048382,3.003640134,0.500198847
92.7,0,1.93050926,FALSE,3.070712057,3.004951257,0.50092859
92.75,0,1.960562542,FALSE,3.047423796,2.998197493,0.500184594
92.8,0,1.980572406,FALSE,3.068433765,2.993869158,0.499107332
92.85,0,2.010522437,FALSE,3.094565462,2.997799621,0.499170044
92.9,0,2.03048903,FALSE,3.092060462,3.003652034,0.500201232
92.95,0,2.060497666,TRUE,3.062120885,3.003547858,0.500897104
93,2.770278185,1.976753037,TRUE,3.047435756,2.998209275,0.500186955
93.05,2.587203942,1.846119021,TRUE,3.078285577,2.99406132,0.498873532
93.1,2.473364634,1.764888118,TRUE,3.094577304,2.997811287,0.499172382
93.15,2.314149585,1.651279011,TRUE,3.080573789,3.005153191,0.500696748
93.2,2.215282665,1.580731769,TRUE,3.06213261,3.003559408,0.500899419
93.25,2.077020988,1.4820741,TRUE,3.056956913,2.995379989,0.499604787
93.3,1.991034031,1.420717453,TRUE,3.078297186,2.994072755,0.498875823
93.35,1.87069826,1.33485095,TRUE,3.101591342,3.000832326,0.499620983
93.4,1.795950838,1.281514359,TRUE,3.080585282,3.005164513,0.500699017
93.45,1.691487324,1.206973626,TRUE,3.054459422,3.001239798,0.500637457
93.5,1.626568543,1.160650336,TRUE,3.056968293,2.995391199,0.499607033
93.55,1.535686285,1.095800611,TRUE,3.086913647,2.995501067,0.498912302
93.6,1.479169731,1.055472794,TRUE,3.101602609,3.000843425,0.499623207
93.65,1.400168652,0.999100975,TRUE,3.070758509,3.004997016,0.50093776
93.7,1.35114137,0.964117185,TRUE,3.054470577,3.001250788,0.500639659
93.75,1.282551772,0.915174557,FALSE,3.068479757,2.993914464,0.499116411
93.8,0,0.930869118,FALSE,3.086924693,2.995511948,0.498914482
93.85,0,0.96080466,FALSE,3.092105998,3.003696891,0.500210221
93.9,0,0.98080875,FALSE,3.070769445,3.005007789,0.500939919
93.95,0,1.010862713,FALSE,3.047480842,2.998253689,0.500195855
94,0,1.030873027,FALSE,3.068490585,2.99392513,0.499118548
94.05,0,1.060823731,FALSE,3.094621943,2.997855261,0.499181194
94.1,0,1.08079077,FALSE,3.092116719,3.003707453,0.500212338
94.15,0,1.110800073,FALSE,3.062176808,3.003602947,0.500908144
94.2,0,1.13083408,FALSE,3.047491457,2.998264145,0.500197951
94.25,0,1.160848324,FALSE,3.078340947,2.994115864,0.498884462
94.3,0,1.180808081,FALSE,3.094632453,2.997865614,0.499183269
94.35,0,1.210758081,FALSE,3.08062861,3.005207195,0.500707571
94.4,0,1.230781303,FALSE,3.062187213,3.003613198,0.500910198
94.45,0,1.260835239,FALSE,3.057011192,2.995433458,0.499615502
94.5,0,1.280824175,FALSE,3.078351249,2.994126013,0.498886496
94.55,0,1.310759795,FALSE,3.101645083,3.000885267,0.499631592
94.6,0,1.330742575,FALSE,3.080638811,3.005217243,0.500709584
94.65,0,1.360781557,FALSE,3.054512631,3.001292215,0.500647961
94.7,0,1.380807681,FALSE,3.057021292,2.995443408,0.499617496
94.75,0,1.410788165,FALSE,3.086966331,2.995552965,0.498922702
94.8,0,1.430747389,FALSE,3.101655083,3.000895117,0.499633567
94.85,0,1.460723034,FALSE,3.070810671,3.005048401,0.500948058
94.9,0,1.480756574,FALSE,3.054522533,3.001301968,0.500649915
94.95,0,1.510796563,FALSE,3.068531402,2.99396534,0.499126606
95,0,1.530766705,FALSE,3.086976134,2.995562622,0.498924637
95.05,0,1.560702856,FALSE,3.092157133,3.003747264,0.500220316
95.1,0,1.58070735,FALSE,3.070820377,3.005057962,0.500949974
95.15,0,1.610761916,FALSE,3.047531471,2.998303563,0.50020585
95.2,0,1.630772631,FALSE,3.068541012,2.993974806,0.499128503
95.25,0,1.660723932,FALSE,3.094672071,2.997904642,0.49919109
95.3,0,1.680691367,FALSE,3.092166648,3.003756637,0.500222194
95.35,0,1.710701262,FALSE,3.062226439,3.003651839,0.500917942
95.4,0,1.73073566,FALSE,3.047540892,2.998312843,0.50020771
95.45,0,1.76075049,FALSE,3.078390087,2.994164272,0.498894163
95.5,0,1.780710635,FALSE,3.094681399,2.99791383,0.499192932
95.55,0,1.810661215,FALSE,3.080677264,3.005255124,0.500717176
95.6,0,1.830684822,FALSE,3.062235675,3.003660936,0.500919765
95.65,0,1.860739332,FALSE,3.057059365,2.995480913,0.499625012
95.7,0,1.880728649,FALSE,3.078399231,2.994173279,0.498895968
95.75,0,1.910664837,FALSE,3.10169278,3.000932252,0.499641008
95.8,0,1.930647994,FALSE,3.080686318,3.005264042,0.500718963
95.85,0,1.960687538,FALSE,3.054559856,3.001338735,0.500657283
95.9,0,1.980714035,FALSE,3.057068328,2.995489743,0.499626781
95.95,0,2.010695077,FALSE,3.087013088,2.995599025,0.498931932
96,0,2.03065467,FALSE,3.101701655,3.000940995,0.49964276
96.05,0,2.060630867,TRUE,3.070856965,3.005094005,0.500957197
96.1,2.770456048,1.976879952,TRUE,3.054568643,3.001347391,0.500659018
96.15,2.587403762,1.846261604,TRUE,3.068577239,2.994010493,0.499135655
96.2,2.473568778,1.765033786,TRUE,3.087021788,2.995607595,0.49893365
96.25,2.314320163,1.651400728,TRUE,3.092202516,3.00379197,0.500229275
96.3,2.21541947,1.580829387,TRUE,3.070865579,3.005102491,0.500958897
96.35,2.077149294,1.482165653,TRUE,3.047576404,2.998347827,0.500214721
96.4,1.991186161,1.420826007,TRUE,3.068585768,2.994018894,0.499137339
96.45,1.870860708,1.334966866,TRUE,3.09471656,2.997948467,0.499199873
96.5,1.796084488,1.281609727,TRUE,3.09221096,3.003800289,0.500230942
96.55,1.691572649,1.20703451,TRUE,3.062270488,3.003695231,0.500926638
96.6,1.626661636,1.160716764,TRUE,3.047584765,2.998356063,0.500216371
96.65,1.535819637,1.095895766,TRUE,3.0784337,2.994207235,0.498902773
96.7,1.479298027,1.055564341,TRUE,3.094724838,2.997956622,0.499201507
96.75,1.400254362,0.999162134,TRUE,3.080720446,3.005297661,0.5007257
96.8,1.351209921,0.964166101,TRUE,3.062278685,3.003703305,0.500928256
96.85,1.28263592,0.915234601,FALSE,3.057102119,2.99552303,0.499633452
96.9,0,0.930948802,FALSE,3.078441815,2.994215229,0.498904375
96.95,0,0.960885495,FALSE,3.101735111,3.000973952,0.499649365
97,0,0.980868986,FALSE,3.080728481,3.005305577,0.500727286
97.05,0,1.01090903,FALSE,3.054601768,3.001380022,0.500665557
97.1,0,1.030935858,FALSE,3.057110074,2.995530867,0.499635022
97.15,0,1.060917395,FALSE,3.087054585,2.995639904,0.498940124
97.2,0,1.080877316,FALSE,3.101742987,3.000981711,0.49965092
97.25,0,1.110854002,FALSE,3.070898052,3.005134479,0.500965308
97.3,0,1.130888233,FALSE,3.054609567,3.001387705,0.500667097
97.35,0,1.160929253,FALSE,3.068617919,2.994050566,0.499143686
97.4,0,1.180900078,FALSE,3.087062307,2.99564751,0.498941649
97.45,0,1.210837251,FALSE,3.092242793,3.003831647,0.500237226
97.5,0,1.230842421,FALSE,3.070905697,3.00514201,0.500966817
97.55,0,1.260897998,FALSE,3.047616283,2.998387111,0.500222593
97.6,0,1.280909383,FALSE,3.068625488,2.994058023,0.49914518
97.65,0,1.310861685,FALSE,3.094756044,2.997987363,0.499207668
97.7,0,1.330829783,FALSE,3.092250288,3.00383903,0.500238706
97.75,0,1.360840669,FALSE,3.062309582,3.003733742,0.500934355
97.8,0,1.380875724,FALSE,3.047623704,2.998394421,0.500224058
97.85,0,1.410891535,FALSE,3.078472407,2.994245364,0.498910414
97.9,0,1.430852331,FALSE,3.094763391,2.997994601,0.499209118
97.95,0,1.460803882,FALSE,3.08075877,3.005335414,0.500733266
98,0,1.480828132,FALSE,3.062316856,3.003740908,0.500935791
98.05,0,1.510883605,FALSE,3.057140063,2.995560409,0.499640943
98.1,0,1.530873559,FALSE,3.078479609,2.994252459,0.498911836
98.15,0,1.560810699,FALSE,3.10177268,3.001010961,0.499656781
98.2,0,1.580794487,FALSE,3.080765901,3.005342439,0.500734673
98.25,0,1.610834975,FALSE,3.054638965,3.001416665,0.500672901
98.3,0,1.630862096,FALSE,3.057147124,2.995567364,0.499642336
98.35,0,1.660844072,FALSE,3.087091414,2.995676184,0.498947395
98.4,0,1.680804284,FALSE,3.10177967,3.001017847,0.499658161
98.45,0,1.710781405,FALSE,3.070934517,3.0051704,0.500972506
98.5,0,1.730815924,FALSE,3.054645887,3.001423484,0.500674267
98.55,0,1.760857374,FALSE,3.068654023,2.994086132,0.499150813
98.6,0,1.780828485,FALSE,3.087098267,2.995682935,0.498948748
98.65,0,1.810766083,FALSE,3.09227854,3.003866861,0.500244283
98.7,0,1.830771536,FALSE,3.070941302,3.005177084,0.500973846
98.75,0,1.860827535,FALSE,3.047651676,2.998421977,0.50022958
98.8,0,1.880839199,FALSE,3.068660741,2.99409275,0.499152139
98.85,0,1.910791919,FALSE,3.094791087,2.998021883,0.499214585
98.9,0,1.930760294,FALSE,3.092285191,3.003873414,0.500245596
98.95,0,1.960771593,FALSE,3.062344278,3.003767921,0.500941204
99,0,1.980806922,FALSE,3.047658262,2.998428464,0.50023088
99.05,0,2.010823143,FALSE,3.07850676,2.994279205,0.498917195
99.1,0,2.03078421,FALSE,3.094797608,2.998028307,0.499215873
99.15,0,2.060736167,TRUE,3.080792782,3.00536892,0.50073998
99.2,2.770583457,1.976970866,TRUE,3.062350734,3.00377428,0.500942479
99.25,2.587541607,1.846359964,TRUE,3.057173739,2.995593583,0.499647591
99.3,2.473726007,1.765145978,TRUE,3.078513152,2.994285502,0.498918457
99.35,2.31446575,1.651504613,TRUE,3.101806023,3.001043807,0.499663364
99.4,2.215528702,1.580907331,TRUE,3.080799111,3.005375154,0.50074123
99.45,2.077230667,1.482223718,TRUE,3.054671978,3.001449186,0.500679418
99.5,1.991285418,1.420896832,TRUE,3.057180006,2.995599756,0.499648828
99.55,1.870993009,1.335061271,TRUE,3.087124101,2.995708383,0.498953847
99.6,1.796199511,1.281691802,TRUE,3.101812227,3.001049918,0.499664588
99.65,1.691634095,1.207078355,TRUE,3.070966879,3.005202281,0.500978895
99.7,1.626719849,1.160758302,TRUE,3.054678121,3.001455237,0.50068063
99.75,1.535908828,1.095959408,TRUE,3.068686065,2.994117697,0.499157139
99.8,1.479397149,1.055635071,TRUE,3.087130183,2.995714374,0.498955048
99.85,1.400327765,0.999214511,TRUE,3.092310265,3.003898114,0.500250546
99.9,1.35125443,0.96419786,TRUE,3.070972901,3.005208213,0.500980084
99.95,1.282678755,0.915265167,FALSE,3.047683088,2.99845292,0.500235781
100,0,0.931001483,FALSE,3.068692028,2.99412357,0.499158316
100.05,0,0.960954574,FALSE,3.094822188,2.998052521,0.499220725
100.1,0,0.980923195,FALSE,3.092316169,3.003903929,0.500251712
100.15,0,1.010934861,FALSE,3.062375071,3.003798255,0.500947283
100.2,0,1.030970433,FALSE,3.047688933,2.998458678,0.500236935
100.25,0,1.060987017,FALSE,3.078537248,2.994309239,0.498923214
100.3,0,1.080948325,FALSE,3.094827975,2.998058221,0.499221867
100.35,0,1.110900642,FALSE,3.080822969,3.005398656,0.500745939
100.4,0,1.130925399,FALSE,3.062380801,3.003803899,0.500948414
100.45,0,1.160981629,FALSE,3.057203627,2.995623025,0.499653491
100.5,0,1.180972085,FALSE,3.078542921,2.994314827,0.498924334
100.55,0,1.210909975,FALSE,3.101835615,3.001072958,0.499669205
100.6,0,1.230894261,FALSE,3.080828586,3.005404189,0.500747048
100.65,0,1.260935491,FALSE,3.054701278,3.001478049,0.500685202
100.7,0,1.280963105,FALSE,3.057209189,2.995628504,0.499654589
100.75,0,1.310945816,FALSE,3.08715311,2.99573696,0.498959574
100.8,0,1.330906515,FALSE,3.101841121,3.001078382,0.499670292
100.85,0,1.360884364,FALSE,3.070995602,3.005230575,0.500984565
100.9,0,1.380919366,FALSE,3.054706729,3.001483419,0.500686278
100.95,0,1.410961537,FALSE,3.068714504,2.994145711,0.499162753
101,0,1.430933125,FALSE,3.087158508,2.995742277,0.49896064
101.05,0,1.460871437,FALSE,3.092338422,3.003925851,0.500256105
101.1,0,1.480877363,FALSE,3.071000946,3.00523584,0.50098562
101.15,0,1.510934069,FALSE,3.047710966,2.998480383,0.500241285
101.2,0,1.530946201,FALSE,3.068719795,2.994150924,0.499163797
101.25,0,1.560899621,FALSE,3.09484979,2.998079711,0.499226174
101.3,0,1.58086846,FALSE,3.092343661,3.003931012,0.500257139
101.35,0,1.610880451,FALSE,3.0624024,3.003825176,0.500952678
101.4,0,1.63091624,FALSE,3.047716153,2.998485493,0.500242309
101.45,0,1.660933147,FALSE,3.078564307,2.994335894,0.498928556
101.5,0,1.680894668,FALSE,3.094854926,2.998084771,0.499227188
101.55,0,1.710847304,FALSE,3.08084976,3.005425048,0.500751228
101.6,0,1.730872273,FALSE,3.062407485,3.003830186,0.500953682
101.65,0,1.760928819,FALSE,3.057230153,2.995649156,0.499658727
101.7,0,1.780919484,FALSE,3.078569342,2.994340854,0.49892955
101.75,0,1.810857688,FALSE,3.101861878,3.001098829,0.49967439
101.8,0,1.830842181,FALSE,3.080854745,3.005429959,0.500752212
101.85,0,1.860883721,FALSE,3.054727281,3.001503664,0.500690335
101.9,0,1.880911541,FALSE,3.057235089,2.995654018,0.499659702
101.95,0,1.910894558,FALSE,3.087178856,2.995762322,0.498964657
102,0,1.930855461,FALSE,3.101866765,3.001103644,0.499675355
102.05,0,1.960833613,FALSE,3.071021093,3.005255686,0.500989597
