,date,pollution,dew,temp,press,wnd_spd,snow,rain,annot
5886,2010-09-04 06:00:00,93.0,17.0,19.0,1013.0,0.89,0,0,clean
5887,2010-09-04 07:00:00,92.0,18.0,20.0,1013.0,0.45,0,0,clean
5888,2010-09-04 08:00:00,81.0,17.0,22.0,1013.0,1.79,0,0,clean
5889,2010-09-04 09:00:00,58.0,17.0,24.0,1014.0,3.58,0,0,clean
5890,2010-09-04 10:00:00,72.0,17.0,25.0,1014.0,5.37,0,0,clean
5891,2010-09-04 11:00:00,74.0,16.0,26.0,1013.0,1.79,0,0,clean
5892,2010-09-04 12:00:00,81.0,17.0,27.0,1013.0,2.68,0,0,clean
5893,2010-09-04 13:00:00,86.0,15.0,28.0,1012.0,1.79,0,0,clean
5894,2010-09-04 14:00:00,77.0,16.0,28.0,1012.0,1.79,0,0,clean
5895,2010-09-04 15:00:00,71.0,16.0,28.0,1011.0,3.13,0,0,clean
5896,2010-09-04 16:00:00,78.0,16.0,28.0,1011.0,6.26,0,0,clean
5897,2010-09-04 17:00:00,80.0,17.0,27.0,1011.0,9.39,0,0,clean
5898,2010-09-04 18:00:00,88.0,16.0,26.0,1011.0,11.18,0,0,clean
5899,2010-09-04 19:00:00,89.0,16.0,24.0,1012.0,12.97,0,0,clean
5900,2010-09-04 20:00:00,93.0,17.0,23.0,1012.0,14.76,0,0,clean
5901,2010-09-04 21:00:00,90.0,16.0,23.0,1012.0,16.55,0,0,clean
5902,2010-09-04 22:00:00,135.0,18.0,22.0,1012.0,0.89,0,0,clean
5903,2010-09-04 23:00:00,125.0,18.0,21.0,1012.0,1.78,0,0,clean
5904,2010-09-05 00:00:00,112.0,0.0,22.0,1012.0,1.79,0,0,random
5905,2010-09-05 01:00:00,88.0,19.0,21.0,1012.0,2.68,0,0,clean
5906,2010-09-05 02:00:00,92.0,19.0,21.0,1012.0,0.89,0,0,clean
5907,2010-09-05 03:00:00,91.0,0.0,20.0,1012.0,0.89,0,0,random
5908,2010-09-05 04:00:00,103.0,-20.5,20.0,1012.0,0.89,0,0,random
5909,2010-09-05 05:00:00,100.0,15.5,20.0,1012.0,1.78,0,0,random
5910,2010-09-05 06:00:00,91.0,18.0,19.0,1012.0,2.67,0,0,clean
5911,2010-09-05 07:00:00,161.0,15.5,20.0,1013.0,3.56,0,0,random
5912,2010-09-05 08:00:00,185.0,19.0,22.0,1013.0,4.45,0,0,clean
5913,2010-09-05 09:00:00,170.0,19.0,23.0,1013.0,5.34,0,0,clean
5914,2010-09-05 10:00:00,146.0,19.0,25.0,1013.0,6.23,0,0,clean
5915,2010-09-05 11:00:00,133.0,19.0,26.0,1012.0,7.12,0,0,clean
5916,2010-09-05 12:00:00,125.0,20.0,27.0,1011.0,8.91,0,0,clean
5917,2010-09-05 13:00:00,131.0,19.0,28.0,1011.0,1.79,0,0,clean
5918,2010-09-05 14:00:00,123.0,20.0,29.0,1010.0,1.79,0,0,clean
5919,2010-09-05 15:00:00,89.0,20.0,29.0,1009.0,3.13,0,0,clean
5920,2010-09-05 16:00:00,96.0,20.0,29.0,1008.0,6.26,0,0,clean
5921,2010-09-05 17:00:00,87.0,19.0,29.0,1008.0,9.39,0,0,clean
5922,2010-09-05 18:00:00,95.0,19.0,27.0,1008.0,11.18,0,0,clean
5923,2010-09-05 19:00:00,97.0,20.0,26.0,1009.0,15.2,0,0,clean
5924,2010-09-05 20:00:00,117.0,20.0,26.0,1010.0,19.22,0,0,clean
5925,2010-09-05 21:00:00,128.0,19.0,25.0,1010.0,22.35,0,0,clean
5926,2010-09-05 22:00:00,144.0,19.0,22.0,1010.0,24.14,0,0,clean
5927,2010-09-05 23:00:00,147.0,0.0,22.0,1010.0,0.89,0,0,random
5928,2010-09-06 00:00:00,129.0,19.0,21.0,1010.0,1.78,0,0,clean
5929,2010-09-06 01:00:00,148.0,19.0,21.0,1010.0,1.79,0,0,clean
5930,2010-09-06 02:00:00,163.0,19.0,21.0,1010.0,0.89,0,0,clean
5931,2010-09-06 03:00:00,168.0,18.0,20.0,1010.0,1.78,0,0,clean
5932,2010-09-06 04:00:00,152.0,0.0,19.0,1010.0,0.89,0,0,random
5933,2010-09-06 05:00:00,177.0,0.0,20.0,1010.0,1.78,0,0,random
5934,2010-09-06 06:00:00,182.0,19.0,20.0,1011.0,0.45,0,0,clean
5935,2010-09-06 07:00:00,177.0,20.0,21.0,1011.0,1.79,0,0,clean
5936,2010-09-06 08:00:00,151.0,21.0,23.0,1011.0,0.89,0,0,clean
5937,2010-09-06 09:00:00,150.0,0.0,25.0,1011.0,1.79,0,0,random
5938,2010-09-06 10:00:00,131.0,-30.5,27.0,1011.0,3.13,0,0,random
5939,2010-09-06 11:00:00,135.0,19.0,28.0,1011.0,7.15,0,0,clean
5940,2010-09-06 12:00:00,117.0,19.0,29.0,1010.0,1.79,0,0,clean
5941,2010-09-06 13:00:00,103.0,18.0,30.0,1010.0,0.89,0,0,clean
5942,2010-09-06 14:00:00,103.0,19.0,30.0,1009.0,1.79,0,0,clean
5943,2010-09-06 15:00:00,95.0,20.0,30.0,1009.0,3.58,0,0,clean
5944,2010-09-06 16:00:00,99.0,20.0,30.0,1009.0,5.37,0,0,clean
5945,2010-09-06 17:00:00,104.0,21.0,30.0,1009.0,6.26,0,0,clean
5946,2010-09-06 18:00:00,128.0,22.0,28.0,1009.0,7.15,0,0,clean
5947,2010-09-06 19:00:00,182.0,21.0,26.0,1009.0,8.04,0,0,clean
5948,2010-09-06 20:00:00,224.0,22.0,25.0,1010.0,8.93,0,0,clean
5949,2010-09-06 21:00:00,232.0,22.0,25.0,1011.0,0.89,0,0,clean
5950,2010-09-06 22:00:00,216.0,-30.5,25.0,1011.0,0.89,0,0,random
5951,2010-09-06 23:00:00,229.0,22.0,24.0,1011.0,0.89,0,0,clean
5952,2010-09-07 00:00:00,226.0,22.0,24.0,1011.0,1.79,0,0,clean
5953,2010-09-07 01:00:00,250.0,22.0,24.0,1011.0,3.58,0,0,clean
5954,2010-09-07 02:00:00,278.0,-20.5,24.0,1011.0,0.89,0,0,random
5955,2010-09-07 03:00:00,249.0,21.0,24.0,1012.0,1.78,0,0,clean
5956,2010-09-07 04:00:00,201.0,22.0,23.0,1012.0,0.89,0,0,clean
5957,2010-09-07 05:00:00,161.0,21.0,24.0,1012.0,1.34,0,0,clean
5958,2010-09-07 06:00:00,203.0,21.0,23.0,1012.0,0.89,0,0,clean
5959,2010-09-07 07:00:00,222.0,21.0,24.0,1013.0,0.89,0,0,clean
5960,2010-09-07 08:00:00,226.0,22.0,24.0,1013.0,1.78,0,0,clean
5961,2010-09-07 09:00:00,197.0,21.0,25.0,1014.0,2.67,0,0,clean
5962,2010-09-07 10:00:00,210.0,20.0,26.0,1014.0,1.79,0,0,clean
5963,2010-09-07 11:00:00,148.0,0.0,27.0,1015.0,4.92,0,0,random
5964,2010-09-07 12:00:00,56.0,16.0,27.0,1015.0,8.94,0,0,clean
5965,2010-09-07 13:00:00,52.0,14.0,27.0,1015.0,12.96,0,0,clean
5966,2010-09-07 14:00:00,38.0,-30.5,26.0,1014.0,16.98,0,0,random
5967,2010-09-07 15:00:00,41.0,14.0,26.0,1014.0,18.77,0,0,clean
5968,2010-09-07 16:00:00,48.0,15.0,26.0,1014.0,1.79,0,0,clean
5969,2010-09-07 17:00:00,43.0,17.0,26.0,1014.0,2.68,0,0,clean
5970,2010-09-07 18:00:00,54.0,17.0,24.0,1014.0,4.47,0,0,clean
5971,2010-09-07 19:00:00,70.0,17.0,22.0,1014.0,6.26,0,0,clean
5972,2010-09-07 20:00:00,58.0,14.0,23.0,1015.0,8.05,0,0,clean
5973,2010-09-07 21:00:00,61.0,17.0,21.0,1015.0,0.89,0,0,clean
5974,2010-09-07 22:00:00,64.0,17.0,21.0,1015.0,1.78,0,0,clean
5975,2010-09-07 23:00:00,74.0,15.0,20.0,1015.0,2.67,0,0,clean
5976,2010-09-08 00:00:00,103.0,16.0,19.0,1016.0,3.12,0,0,clean
5977,2010-09-08 01:00:00,102.0,15.5,18.0,1015.0,4.01,0,0,random
5978,2010-09-08 02:00:00,61.0,-30.5,18.0,1015.0,4.46,0,0,random
5979,2010-09-08 03:00:00,69.0,16.0,17.0,1015.0,5.35,0,0,clean
5980,2010-09-08 04:00:00,81.0,15.0,17.0,1015.0,0.89,0,0,clean
5981,2010-09-08 05:00:00,79.0,25.5,17.0,1015.0,1.78,0,0,random
5982,2010-09-08 06:00:00,129.0,15.0,17.0,1016.0,0.89,0,0,clean
5983,2010-09-08 07:00:00,133.0,17.0,18.0,1016.0,0.89,0,0,clean
5984,2010-09-08 08:00:00,96.0,17.0,20.0,1017.0,1.78,0,0,clean
5985,2010-09-08 09:00:00,81.0,17.0,21.0,1017.0,0.89,0,0,clean
5986,2010-09-08 10:00:00,58.0,25.5,24.0,1017.0,4.02,0,0,random
5987,2010-09-08 11:00:00,63.0,10.0,25.0,1016.0,5.81,0,0,clean
5988,2010-09-08 12:00:00,67.0,10.0,27.0,1015.0,3.13,0,0,clean
5989,2010-09-08 13:00:00,81.0,10.0,27.0,1015.0,3.13,0,0,clean
5990,2010-09-08 14:00:00,113.0,12.0,28.0,1014.0,6.26,0,0,clean
5991,2010-09-08 15:00:00,97.0,12.0,28.0,1013.0,9.39,0,0,clean
5992,2010-09-08 16:00:00,97.0,11.0,26.0,1013.0,12.52,0,0,clean
5993,2010-09-08 17:00:00,111.0,12.0,26.0,1013.0,15.65,0,0,clean
5994,2010-09-08 18:00:00,102.0,13.0,25.0,1013.0,17.44,0,0,clean
5995,2010-09-08 19:00:00,100.0,15.0,22.0,1013.0,19.23,0,0,clean
5996,2010-09-08 20:00:00,123.0,15.0,22.0,1014.0,0.89,0,0,clean
5997,2010-09-08 21:00:00,125.0,15.5,22.0,1014.0,1.79,0,0,random
5998,2010-09-08 22:00:00,128.0,14.0,23.0,1014.0,5.81,0,0,clean
5999,2010-09-08 23:00:00,118.0,16.0,20.0,1014.0,6.7,0,0,clean
6000,2010-09-09 00:00:00,115.0,15.5,19.0,1014.0,8.49,0,0,random
6001,2010-09-09 01:00:00,140.0,16.0,19.0,1014.0,10.28,0,0,clean
6002,2010-09-09 02:00:00,142.0,15.0,18.0,1013.0,12.07,0,0,clean
6003,2010-09-09 03:00:00,122.0,14.0,18.0,1013.0,13.86,0,0,clean
6004,2010-09-09 04:00:00,109.0,14.0,18.0,1013.0,0.89,0,0,clean
6005,2010-09-09 05:00:00,159.0,14.0,17.0,1013.0,1.78,0,0,clean
6006,2010-09-09 06:00:00,154.0,15.0,17.0,1013.0,0.89,0,0,clean
6007,2010-09-09 07:00:00,213.0,15.0,18.0,1014.0,0.89,0,0,clean
6008,2010-09-09 08:00:00,216.0,15.0,19.0,1013.0,0.89,0,0,clean
6009,2010-09-09 09:00:00,227.0,15.0,21.0,1013.0,1.78,0,0,clean
6010,2010-09-09 10:00:00,210.0,15.0,23.0,1013.0,1.79,0,0,clean
6011,2010-09-09 11:00:00,220.0,15.0,24.0,1012.0,0.89,0,0,clean
6012,2010-09-09 12:00:00,216.0,16.0,26.0,1012.0,2.68,0,0,clean
6013,2010-09-09 13:00:00,211.0,-20.5,26.0,1011.0,3.13,0,0,random
6014,2010-09-09 14:00:00,204.0,0.0,26.0,1010.0,7.15,0,0,random
6015,2010-09-09 15:00:00,122.0,16.0,27.0,1009.0,12.07,0,0,clean
6016,2010-09-09 16:00:00,121.0,-20.5,27.0,1009.0,16.99,0,0,random
6017,2010-09-09 17:00:00,85.0,16.0,26.0,1009.0,21.01,0,0,clean
6018,2010-09-09 18:00:00,114.0,17.0,25.0,1009.0,25.03,0,0,clean
6019,2010-09-09 19:00:00,152.0,-30.5,23.0,1009.0,28.16,0,0,random
6020,2010-09-09 20:00:00,131.0,16.0,22.0,1010.0,29.95,0,0,clean
6021,2010-09-09 21:00:00,144.0,17.0,21.0,1010.0,31.74,0,0,clean
6022,2010-09-09 22:00:00,147.0,17.0,21.0,1010.0,34.87,0,0,clean
6023,2010-09-09 23:00:00,160.0,16.0,21.0,1009.0,36.66,0,0,clean
6024,2010-09-10 00:00:00,175.0,15.5,20.0,1009.0,38.45,0,0,random
6025,2010-09-10 01:00:00,176.0,-30.5,19.0,1009.0,1.79,0,0,random
6026,2010-09-10 02:00:00,193.0,25.5,19.0,1009.0,2.68,0,0,random
6027,2010-09-10 03:00:00,200.0,16.0,18.0,1009.0,0.89,0,0,clean
6028,2010-09-10 04:00:00,189.0,16.0,18.0,1009.0,0.89,0,0,clean
6029,2010-09-10 05:00:00,108.0,-20.5,16.0,1009.0,0.89,0,0,random
6030,2010-09-10 06:00:00,50.0,15.0,16.0,1009.0,0.89,0,0,clean
6031,2010-09-10 07:00:00,73.0,16.0,18.0,1009.0,0.89,0,0,clean
6032,2010-09-10 08:00:00,57.0,12.0,23.0,1009.0,4.02,0,0,clean
6033,2010-09-10 09:00:00,57.0,10.0,25.0,1010.0,9.83,0,0,clean
6034,2010-09-10 10:00:00,45.0,9.0,27.0,1009.0,14.75,0,0,clean
6035,2010-09-10 11:00:00,62.0,9.0,27.0,1009.0,18.77,0,0,clean
6036,2010-09-10 12:00:00,62.0,8.0,29.0,1008.0,23.69,0,0,clean
6037,2010-09-10 13:00:00,24.0,8.0,29.0,1007.0,28.61,0,0,clean
6038,2010-09-10 14:00:00,24.0,8.0,30.0,1007.0,33.53,0,0,clean
6039,2010-09-10 15:00:00,27.0,8.0,30.0,1006.0,38.45,0,0,clean
6040,2010-09-10 16:00:00,38.0,9.0,30.0,1006.0,43.37,0,0,clean
6041,2010-09-10 17:00:00,39.0,8.0,30.0,1006.0,48.29,0,0,clean
6042,2010-09-10 18:00:00,27.0,9.0,29.0,1006.0,53.21,0,0,clean
6043,2010-09-10 19:00:00,66.0,10.0,25.0,1006.0,55.0,0,0,clean
6044,2010-09-10 20:00:00,111.0,13.0,22.0,1007.0,0.89,0,0,clean
6045,2010-09-10 21:00:00,198.0,16.0,20.0,1008.0,0.45,0,0,clean
6046,2010-09-10 22:00:00,181.0,13.0,21.0,1008.0,1.79,0,0,clean
6047,2010-09-10 23:00:00,212.0,15.5,20.0,1009.0,4.92,0,0,random
6048,2010-09-11 00:00:00,174.0,12.0,20.0,1009.0,6.71,0,0,clean
6049,2010-09-11 01:00:00,170.0,11.0,22.0,1009.0,9.84,0,0,clean
6050,2010-09-11 02:00:00,133.0,12.0,18.0,1009.0,12.97,0,0,clean
6051,2010-09-11 03:00:00,50.0,0.0,17.0,1009.0,16.1,0,0,random
6052,2010-09-11 04:00:00,28.0,12.0,17.0,1009.0,17.89,0,0,clean
6053,2010-09-11 05:00:00,18.0,12.0,16.0,1009.0,0.89,0,0,clean
6054,2010-09-11 06:00:00,0.0,12.0,16.0,1010.0,1.79,0,0,clean
6055,2010-09-11 07:00:00,0.0,13.0,19.0,1010.0,4.92,0,0,clean
6056,2010-09-11 08:00:00,0.0,13.0,23.0,1010.0,6.71,0,0,clean
6057,2010-09-11 09:00:00,0.0,12.0,25.0,1011.0,10.73,0,0,clean
6058,2010-09-11 10:00:00,0.0,11.0,27.0,1011.0,14.75,0,0,clean
6059,2010-09-11 11:00:00,0.0,11.0,29.0,1010.0,18.77,0,0,clean
6060,2010-09-11 12:00:00,0.0,11.0,31.0,1010.0,22.79,0,0,clean
6061,2010-09-11 13:00:00,0.0,11.0,31.0,1009.0,25.92,0,0,clean
6062,2010-09-11 14:00:00,0.0,12.0,31.0,1008.0,1.79,0,0,clean
6063,2010-09-11 15:00:00,0.0,15.5,32.0,1008.0,0.89,0,0,random
6064,2010-09-11 16:00:00,0.0,11.0,32.0,1008.0,3.13,0,0,clean
6065,2010-09-11 17:00:00,0.0,12.0,31.0,1008.0,6.26,0,0,clean
6066,2010-09-11 18:00:00,0.0,14.0,28.0,1008.0,8.05,0,0,clean
6067,2010-09-11 19:00:00,0.0,13.0,26.0,1008.0,11.18,0,0,clean
6068,2010-09-11 20:00:00,0.0,15.5,23.0,1009.0,12.97,0,0,random
6069,2010-09-11 21:00:00,0.0,14.0,23.0,1010.0,14.76,0,0,clean
6070,2010-09-11 22:00:00,76.0,16.0,21.0,1010.0,15.65,0,0,clean
6071,2010-09-11 23:00:00,72.0,16.0,21.0,1010.0,0.89,0,0,clean
6072,2010-09-12 00:00:00,72.0,15.0,19.0,1010.0,0.89,0,0,clean
6073,2010-09-12 01:00:00,207.0,16.0,20.0,1010.0,0.89,0,0,clean
6074,2010-09-12 02:00:00,240.0,15.0,19.0,1010.0,0.89,0,0,clean
6075,2010-09-12 03:00:00,221.0,16.0,18.0,1010.0,1.78,0,0,clean
6076,2010-09-12 04:00:00,164.0,15.5,18.0,1010.0,2.67,0,0,random
6077,2010-09-12 05:00:00,98.0,0.0,17.0,1011.0,3.56,0,0,random
6078,2010-09-12 06:00:00,69.0,15.0,17.0,1011.0,0.89,0,0,clean
6079,2010-09-12 07:00:00,96.0,17.0,19.0,1012.0,1.79,0,0,clean
6080,2010-09-12 08:00:00,119.0,16.0,22.0,1012.0,3.58,0,0,clean
6081,2010-09-12 09:00:00,110.0,14.0,25.0,1012.0,3.13,0,0,clean
6082,2010-09-12 10:00:00,107.0,14.0,27.0,1012.0,4.92,0,0,clean
6083,2010-09-12 11:00:00,91.0,13.0,29.0,1012.0,6.71,0,0,clean
6084,2010-09-12 12:00:00,71.0,13.0,31.0,1011.0,0.89,0,0,clean
6085,2010-09-12 13:00:00,69.0,12.0,32.0,1011.0,1.78,0,0,clean
6086,2010-09-12 14:00:00,85.0,-30.5,33.0,1010.0,1.79,0,0,random
6087,2010-09-12 15:00:00,87.0,13.0,33.0,1009.0,4.92,0,0,clean
6088,2010-09-12 16:00:00,103.0,13.0,33.0,1009.0,6.71,0,0,clean
6089,2010-09-12 17:00:00,115.0,15.0,31.0,1009.0,9.84,0,0,clean
6090,2010-09-12 18:00:00,123.0,16.0,28.0,1009.0,11.63,0,0,clean
6091,2010-09-12 19:00:00,123.0,14.0,28.0,1009.0,15.65,0,0,clean
6092,2010-09-12 20:00:00,132.0,15.0,25.0,1010.0,17.44,0,0,clean
6093,2010-09-12 21:00:00,120.0,15.0,24.0,1010.0,19.23,0,0,clean
6094,2010-09-12 22:00:00,132.0,16.0,23.0,1011.0,21.02,0,0,clean
6095,2010-09-12 23:00:00,155.0,16.0,21.0,1011.0,1.79,0,0,clean
6096,2010-09-13 00:00:00,142.0,-20.5,20.0,1011.0,0.89,0,0,random
6097,2010-09-13 01:00:00,155.0,17.0,21.0,1011.0,1.78,0,0,clean
6098,2010-09-13 02:00:00,218.0,17.0,20.0,1012.0,2.67,0,0,clean
6099,2010-09-13 03:00:00,261.0,17.0,19.0,1012.0,0.89,0,0,clean
6100,2010-09-13 04:00:00,269.0,17.0,19.0,1012.0,1.78,0,0,clean
6101,2010-09-13 05:00:00,206.0,16.0,18.0,1012.0,0.89,0,0,clean
6102,2010-09-13 06:00:00,117.0,0.0,18.0,1012.0,1.79,0,0,random
6103,2010-09-13 07:00:00,111.0,0.0,19.0,1013.0,4.92,0,0,random
6104,2010-09-13 08:00:00,114.0,15.5,23.0,1013.0,6.71,0,0,random
6105,2010-09-13 09:00:00,120.0,17.0,26.0,1013.0,0.89,0,0,clean
6106,2010-09-13 10:00:00,134.0,17.0,27.0,1013.0,1.78,0,0,clean
6107,2010-09-13 11:00:00,131.0,16.0,30.0,1013.0,2.67,0,0,clean
6108,2010-09-13 12:00:00,141.0,16.0,30.0,1012.0,3.56,0,0,clean
6109,2010-09-13 13:00:00,141.0,15.5,32.0,1011.0,5.35,0,0,random
6110,2010-09-13 14:00:00,159.0,16.0,33.0,1011.0,7.14,0,0,clean
6111,2010-09-13 15:00:00,129.0,15.0,34.0,1010.0,3.13,0,0,clean
6112,2010-09-13 16:00:00,150.0,16.0,33.0,1010.0,4.92,0,0,clean
6113,2010-09-13 17:00:00,124.0,15.0,32.0,1010.0,8.94,0,0,clean
6114,2010-09-13 18:00:00,121.0,15.0,30.0,1010.0,12.96,0,0,clean
6115,2010-09-13 19:00:00,138.0,15.0,29.0,1010.0,16.98,0,0,clean
6116,2010-09-13 20:00:00,139.0,16.0,27.0,1011.0,21.0,0,0,clean
6117,2010-09-13 21:00:00,180.0,0.0,24.0,1012.0,21.89,0,0,random
6118,2010-09-13 22:00:00,167.0,-20.5,23.0,1012.0,23.68,0,0,random
6119,2010-09-13 23:00:00,191.0,18.0,20.0,1012.0,1.79,0,0,clean
6120,2010-09-14 00:00:00,209.0,-20.5,21.0,1012.0,0.89,0,0,random
6121,2010-09-14 01:00:00,275.0,15.5,20.0,1013.0,1.78,0,0,random
6122,2010-09-14 02:00:00,277.0,-30.5,19.0,1013.0,2.67,0,0,random
6123,2010-09-14 03:00:00,310.0,17.0,19.0,1013.0,0.89,0,0,clean
6124,2010-09-14 04:00:00,242.0,17.0,19.0,1013.0,2.68,0,0,clean
6125,2010-09-14 05:00:00,206.0,16.0,18.0,1013.0,4.47,0,0,clean
6126,2010-09-14 06:00:00,136.0,17.0,18.0,1014.0,6.26,0,0,clean
6127,2010-09-14 07:00:00,166.0,17.0,20.0,1014.0,8.05,0,0,clean
6128,2010-09-14 08:00:00,175.0,18.0,23.0,1014.0,11.18,0,0,clean
6129,2010-09-14 09:00:00,160.0,-20.5,26.0,1014.0,14.31,0,0,random
6130,2010-09-14 10:00:00,179.0,17.0,28.0,1015.0,16.1,0,0,clean
6131,2010-09-14 11:00:00,182.0,17.0,30.0,1014.0,1.79,0,0,clean
6132,2010-09-14 12:00:00,177.0,17.0,31.0,1014.0,3.58,0,0,clean
6133,2010-09-14 13:00:00,183.0,15.5,32.0,1013.0,1.79,0,0,random
6134,2010-09-14 14:00:00,153.0,15.0,33.0,1012.0,3.58,0,0,clean
6135,2010-09-14 15:00:00,128.0,15.5,32.0,1012.0,5.37,0,0,random
6136,2010-09-14 16:00:00,165.0,13.0,32.0,1012.0,9.39,0,0,clean
6137,2010-09-14 17:00:00,166.0,15.0,31.0,1012.0,12.52,0,0,clean
6138,2010-09-14 18:00:00,152.0,16.0,29.0,1012.0,14.31,0,0,clean
6139,2010-09-14 19:00:00,169.0,17.0,26.0,1012.0,15.2,0,0,clean
6140,2010-09-14 20:00:00,212.0,18.0,24.0,1012.0,16.99,0,0,clean
6141,2010-09-14 21:00:00,225.0,18.0,23.0,1013.0,18.78,0,0,clean
6142,2010-09-14 22:00:00,227.0,18.0,22.0,1013.0,19.67,0,0,clean
6143,2010-09-14 23:00:00,225.0,19.0,22.0,1013.0,0.89,0,0,clean
6144,2010-09-15 00:00:00,321.0,19.0,22.0,1013.0,0.89,0,0,clean
6145,2010-09-15 01:00:00,358.0,19.0,21.0,1013.0,0.89,0,0,clean
6146,2010-09-15 02:00:00,360.0,19.0,21.0,1012.0,0.89,0,0,clean
6147,2010-09-15 03:00:00,411.0,18.0,21.0,1012.0,0.89,0,0,clean
6148,2010-09-15 04:00:00,374.0,18.0,21.0,1012.0,1.78,0,0,clean
6149,2010-09-15 05:00:00,414.0,25.5,20.0,1012.0,0.89,0,0,random
6150,2010-09-15 06:00:00,349.0,18.0,20.0,1013.0,1.34,0,0,clean
6151,2010-09-15 07:00:00,298.0,18.0,20.0,1013.0,2.23,0,0,clean
6152,2010-09-15 08:00:00,334.0,19.0,22.0,1013.0,3.12,0,0,clean
6153,2010-09-15 09:00:00,333.0,20.0,24.0,1013.0,4.01,0,0,clean
6154,2010-09-15 10:00:00,455.0,20.0,26.0,1013.0,1.79,0,0,clean
6155,2010-09-15 11:00:00,440.0,20.0,27.0,1012.0,3.58,0,0,clean
6156,2010-09-15 12:00:00,313.0,20.0,29.0,1011.0,7.6,0,0,clean
6157,2010-09-15 13:00:00,215.0,19.0,30.0,1010.0,13.41,0,0,clean
6158,2010-09-15 14:00:00,190.0,19.0,30.0,1010.0,18.33,0,0,clean
6159,2010-09-15 15:00:00,236.0,-30.5,30.0,1009.0,23.25,0,0,random
6160,2010-09-15 16:00:00,187.0,19.0,29.0,1009.0,29.06,0,0,clean
6161,2010-09-15 17:00:00,211.0,19.0,29.0,1009.0,33.98,0,0,clean
6162,2010-09-15 18:00:00,196.0,19.0,28.0,1009.0,38.0,0,0,clean
6163,2010-09-15 19:00:00,240.0,0.0,27.0,1010.0,41.13,0,0,random
6164,2010-09-15 20:00:00,281.0,21.0,26.0,1010.0,42.92,0,0,clean
6165,2010-09-15 21:00:00,297.0,15.5,25.0,1010.0,46.05,0,0,random
6166,2010-09-15 22:00:00,293.0,21.0,26.0,1010.0,50.07,0,0,clean
6167,2010-09-15 23:00:00,254.0,21.0,27.0,1010.0,54.09,0,0,clean
6168,2010-09-16 00:00:00,203.0,25.5,26.0,1010.0,55.88,0,0,random
6169,2010-09-16 01:00:00,186.0,21.0,25.0,1010.0,59.01,0,1,clean
6170,2010-09-16 02:00:00,205.0,21.0,24.0,1010.0,60.8,0,2,clean
6171,2010-09-16 03:00:00,200.0,21.0,24.0,1010.0,62.59,0,0,clean
6172,2010-09-16 04:00:00,181.0,15.5,24.0,1010.0,64.38,0,1,random
6173,2010-09-16 05:00:00,176.0,21.0,24.0,1010.0,66.17,0,2,clean
6174,2010-09-16 06:00:00,188.0,21.0,23.0,1010.0,67.96,0,0,clean
6175,2010-09-16 07:00:00,181.0,21.0,23.0,1011.0,68.85,0,1,clean
6176,2010-09-16 08:00:00,219.0,21.0,24.0,1011.0,70.64,0,0,clean
6177,2010-09-16 09:00:00,226.0,-30.5,24.0,1011.0,72.43,0,0,random
6178,2010-09-16 10:00:00,238.0,20.0,24.0,1012.0,74.22,0,0,clean
6179,2010-09-16 11:00:00,247.0,20.0,25.0,1011.0,77.35,0,0,clean
6180,2010-09-16 12:00:00,225.0,20.0,25.0,1011.0,79.14,0,0,clean
6181,2010-09-16 13:00:00,244.0,20.0,25.0,1011.0,82.27,0,0,clean
6182,2010-09-16 14:00:00,199.0,20.0,25.0,1010.0,84.06,0,0,clean
6183,2010-09-16 15:00:00,157.0,20.0,25.0,1010.0,85.85,0,0,clean
6184,2010-09-16 16:00:00,194.0,20.0,25.0,1009.0,88.98,0,1,clean
6185,2010-09-16 17:00:00,262.0,19.0,24.0,1009.0,93.0,0,2,clean
6186,2010-09-16 18:00:00,224.0,19.0,21.0,1010.0,97.02,0,3,clean
6187,2010-09-16 19:00:00,174.0,0.0,21.0,1010.0,102.83,0,0,random
6188,2010-09-16 20:00:00,170.0,18.0,21.0,1011.0,108.64,0,0,clean
6189,2010-09-16 21:00:00,153.0,18.0,20.0,1011.0,115.79,0,1,clean
6190,2010-09-16 22:00:00,104.0,25.5,20.0,1011.0,119.81,0,2,random
6191,2010-09-16 23:00:00,136.0,-20.5,20.0,1010.0,124.73,0,3,random
6192,2010-09-17 00:00:00,117.0,17.0,19.0,1010.0,129.65,0,4,clean
6193,2010-09-17 01:00:00,94.0,15.5,18.0,1010.0,132.78,0,5,random
6194,2010-09-17 02:00:00,112.0,16.0,18.0,1010.0,137.7,0,6,clean
6195,2010-09-17 03:00:00,71.0,25.5,18.0,1010.0,139.49,0,7,random
6196,2010-09-17 04:00:00,89.0,16.0,17.0,1010.0,142.62,0,8,clean
6197,2010-09-17 05:00:00,84.0,15.0,17.0,1010.0,144.41,0,9,clean
6198,2010-09-17 06:00:00,70.0,16.0,17.0,1011.0,1.79,0,10,clean
6199,2010-09-17 07:00:00,61.0,-30.5,17.0,1011.0,0.89,0,11,random
6200,2010-09-17 08:00:00,53.0,16.0,18.0,1012.0,1.79,0,12,clean
6201,2010-09-17 09:00:00,34.0,17.0,18.0,1012.0,0.89,0,13,clean
6202,2010-09-17 10:00:00,26.0,16.0,17.0,1013.0,3.13,0,14,clean
6203,2010-09-17 11:00:00,43.0,15.0,16.0,1013.0,6.26,0,15,clean
