datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_4
2007-10-06,1756.24,186.192,343268.23,7441.4,4840.0,347.0,9666.0,14417.666693699999
2007-10-07,2106.114,153.178,343909.84,8939.4,2498.0,8255.0,10886.0,13462.8999748
2007-10-08,1095.242,121.896,344299.03,4652.8,0.0,420.0,5082.0,12752.0333443
2007-10-09,1687.858,159.802,343985.97,7174.6,2034.0,2147.0,9290.0,14659.9666902
2007-10-10,1166.972,132.752,344766.47,5023.6,1863.0,2117.0,3345.0,12124.5333581
2007-10-11,1732.446,153.108,343359.58,7357.0,2630.0,414.0,7806.0,18024.1000152
2007-10-12,1914.504,137.984,343413.09,8160.6,1020.0,5028.0,11659.0,14201.3999315
2007-10-13,1926.728,125.204,343822.19,8209.0,969.0,3799.0,8463.0,18881.1333697
2007-10-14,2061.252,150.05,344305.49,8753.4,2930.0,7494.0,7126.0,16804.2000102
2007-10-15,1266.33,118.182,344581.5,5359.6,1061.0,339.0,7654.0,12051.5000029
2007-10-16,1964.442,185.414,343962.17,8385.4,0.0,7871.0,9876.0,14993.699996113999
2007-10-17,1576.93,136.4,344436.67,6677.2,1065.0,453.0,8968.0,15796.1666842
2007-10-18,1518.53,122.5,345312.41,6384.6,1162.0,317.0,9864.0,13965.8332999
2007-10-19,2085.648,121.478,345099.13,8788.6,1299.0,3124.0,11648.0,18689.8000064
2007-10-20,1660.246,139.544,348227.74,6933.2,2363.0,296.0,13225.0,11786.7667234
2007-10-21,1941.94,154.028,347746.67,8210.4,3712.0,4357.0,7313.0,16983.66665
2007-10-22,1652.896,116.41,346385.38,6920.4,0.0,299.0,13027.0,14222.266701
2007-10-23,1956.698,127.928,347371.59,8222.8,1067.0,5186.0,10680.0,15678.633324
2007-10-24,1865.636,146.782,346763.91,7881.4,4459.0,364.0,9115.0,17155.9333173
2007-10-25,1853.918,132.2,346280.59,7795.6,1478.0,2433.0,7385.0,19602.6333153
2007-10-26,1437.568,109.676,346580.43,6286.8,0.0,348.0,5766.0,17845.4666825
2007-10-27,1785.688,109.186,345889.74,7645.2,1374.0,4856.0,8949.0,14582.4666866
2007-10-28,512.158,92.298,346847.12,2138.8,0.0,283.0,1765.0,6487.9666521
2007-10-29,545.428,86.998,347318.36,2267.2,0.0,269.0,2749.0,6072.4666641
2007-10-30,811.008,89.84,346501.33,3386.0,0.0,1935.0,4256.0,7325.7999917
2007-10-31,1283.21,107.2,346088.13,5389.0,0.0,4700.0,8915.0,7771.8333515
2007-11-01,496.216,85.046,346951.3,2067.8,0.0,293.0,1991.0,5986.2666543
2007-11-02,1443.602,93.362,344662.54,6051.8,1346.0,2115.0,12245.0,8354.033301
2007-11-03,492.55,88.124,345874.33,2065.4,0.0,282.0,1936.0,5991.1666505
2007-11-04,1485.686,138.802,345895.95,6313.0,0.0,4387.0,7068.0,13306.4333324
2007-11-05,1500.592,131.35,345109.12,6330.6,1265.0,397.0,6583.0,16764.86666626
2007-11-06,2082.378,200.526,343730.82,8855.8,1105.0,5515.0,10690.0,17396.3000369
2007-11-07,1844.758,193.52,344973.47,7892.8,5042.0,301.0,6374.0,19028.9666661
2007-11-08,1501.06,134.698,346683.81,6386.4,1715.0,314.0,6500.0,16488.6666534
2007-11-09,2171.226,113.242,343750.23,9168.8,0.0,4573.0,15375.0,16239.1000026
2007-11-10,2611.6,237.652,344318.99,11098.0,3697.0,304.0,13767.0,25758.666677100002
2007-11-11,1887.124,185.61,345974.78,7978.4,3445.0,320.0,6024.0,21663.0666647
2007-11-12,2156.146,137.468,345348.85,9031.6,1018.0,4165.0,13281.0,17471.7666849
2007-11-13,2214.398,140.952,347217.09,9293.0,978.0,4933.0,11076.0,19919.6333126
2007-11-14,2047.994,141.59,345522.28,8554.6,1055.0,295.0,16345.0,16438.233364
2007-11-15,1491.988,133.066,345578.39,6330.8,1606.0,571.0,7503.0,15186.466678
2007-11-16,2309.754,123.978,347016.26,9674.0,1991.0,4660.0,13564.0,18280.9000105
2007-11-17,2610.094,168.03,346468.93,10942.4,2588.0,2199.0,14990.0,23724.566625
2007-11-18,2183.858,161.762,348855.06,9140.6,5201.0,2097.0,7066.0,22033.6333693
2007-11-19,1723.654,112.03,349583.55,7209.0,1089.0,253.0,10750.0,16635.5666709
2007-11-20,2095.856,124.832,347527.91,8770.2,1015.0,3954.0,11026.0,18935.93330175
2007-11-21,1754.716,131.718,347753.62,7372.4,1139.0,550.0,9455.0,18101.2665958
2007-11-22,1932.378,143.108,347853.67,8145.0,2867.0,297.0,9001.0,20041.3000363
2007-11-23,2522.618,138.912,346640.21,10570.6,2168.0,6181.0,13685.0,20009.6333882
2007-11-24,1899.054,150.512,348195.95,7938.2,1573.0,4131.0,13451.0,12495.8999628
2007-11-25,1395.598,122.776,349432.07,5884.8,3556.0,279.0,5678.0,13746.9667121
2007-11-26,1569.716,117.05,347207.75,6626.0,1088.0,288.0,8926.0,15859.9333275
2007-11-27,2801.012,139.994,347502.38,11745.0,1063.0,11020.0,15111.0,19489.5333173
2007-11-28,1644.94,115.44200000000001,349768.52,6876.8,1182.0,769.0,7810.0,17654.666624
2007-11-29,1719.514,118.71,349535.0,7222.8,2031.0,283.0,8818.0,17526.5666553
2007-11-30,2331.728,147.28,350622.36,9730.4,0.0,7941.0,13601.0,17320.1333701
2007-12-01,3134.942,288.892,345983.16,13235.8,9356.0,353.0,17847.0,24693.0332522
2007-12-02,2946.188,325.082,346651.21,12410.8,2090.0,6915.0,10636.0,29462.1333526
2007-12-03,1762.06,131.914,347154.61,7438.4,1141.0,299.0,10428.0,17499.6666662
2007-12-04,2067.636,145.016,347811.81,8705.0,1012.0,5828.0,8561.0,19059.5999713
2007-12-05,2153.12,178.398,347368.15,9141.4,3422.0,295.0,10919.0,21249.3332807
2007-12-06,2487.934,161.936,345182.54,10566.6,4751.0,318.0,11908.0,24488.5666431
2007-12-07,1769.016,147.64,346566.31,7427.4,459.0,3710.0,10263.0,15051.5999995
2007-12-08,2213.404,154.34,344966.3,9371.6,1133.0,2354.0,12283.0,21120.0666469
2007-12-09,2274.584,200.936,345477.71,9650.2,4176.0,2428.0,8728.0,22577.733351
2007-12-10,1758.754,125.012,348341.52,7451.4,1102.0,278.0,8281.0,19651.5666781
2007-12-11,2305.104,133.698,347702.74,9665.6,1050.0,3817.0,12740.0,20811.3999848
2007-12-12,1588.062,116.886,349165.91,6611.2,1152.0,254.0,7759.0,17302.7000106
2007-12-13,1847.746,111.49,348231.37,7804.2,1103.0,1448.0,8911.0,19333.7666926
2007-12-14,1974.808,179.55,348459.73,8291.2,980.0,3849.0,12941.0,15143.4666978
2007-12-15,2736.876,157.626,347444.13,11491.2,1706.0,3687.0,14313.0,25908.5999803
2007-12-16,2762.218,126.938,349466.38,11508.8,3410.0,2281.0,12929.0,27416.9666771
2007-12-17,1797.674,105.226,349382.04,7470.2,1636.0,243.0,10567.0,17515.2333678
2007-12-18,2623.194,144.08,349833.58,10947.0,1123.0,5810.0,11093.0,25693.8999065
2007-12-19,2196.052,109.336,349489.58,9121.6,1233.0,2658.0,11679.0,21030.8666816
2007-12-20,1949.758,119.434,350161.83,8083.2,1859.0,276.0,13592.0,16768.9666591
2007-12-21,1982.576,106.47,349749.55,8227.8,1191.0,200.0,12251.0,19400.9333161
2007-12-22,2611.264,141.314,348689.57,10934.6,3819.0,4550.0,12673.0,22479.0666609
2007-12-23,2409.048,176.272,349283.43,10055.2,1971.0,3091.0,11962.0,23126.7999609
2007-12-24,2257.848,149.754,349416.61,9431.6,2985.0,2316.0,14350.0,17979.7999268
2007-12-25,2694.968,151.812,349892.45,11219.0,4588.0,3368.0,9084.0,27876.1333114
2007-12-26,2580.28,140.314,349045.05,10693.6,1109.0,2773.0,9480.0,29642.6666959
2007-12-27,2532.198,190.582,348640.72,10650.0,4122.0,1490.0,7960.0,28631.2999573
2007-12-28,3113.052,206.8,348889.65,13004.0,1980.0,8554.0,15823.0,25527.2000381
2007-12-29,3298.956,199.892,346392.96,13766.4,4836.0,2434.0,14906.0,32806.600014
2007-12-30,2558.916,178.436,348622.81,10750.6,3595.0,3597.0,13485.0,21971.6000367
2007-12-31,2216.542,145.536,347176.5,9295.2,0.0,3457.0,14071.0,19414.3666607
2008-01-01,2759.738,142.508,347092.81,11489.2,2461.0,2739.0,12355.0,28440.6333049
2008-01-02,1644.106,111.666,349081.13,6869.4,0.0,3094.0,8987.0,15320.766669
2008-01-03,1510.108,121.182,350031.54,6338.4,1130.0,846.0,6671.0,16521.4666598
2008-01-04,2291.852,136.706,347433.67,9669.8,1241.0,5326.0,11752.0,19878.5333043
2008-01-05,2183.248,129.464,343905.04,9283.4,2113.0,286.0,14591.0,19397.466621
2008-01-06,1825.184,116.958,344746.5,7761.8,1966.0,2445.0,7824.0,18184.7333341
2008-01-07,1695.814,116.172,346671.27,7078.0,1288.0,282.0,10294.0,16399.5666753
2008-01-08,2043.55,127.452,346783.4,8625.6,2197.0,3511.0,9793.0,18558.1666876
2008-01-09,1788.44,125.336,347412.44,7534.0,1162.0,284.0,8963.0,19398.3333257
2008-01-10,1894.076,120.504,346762.28,8056.2,1307.0,285.0,9992.0,19983.933312
2008-01-11,1705.818,95.484,346190.47,7147.4,1261.0,290.0,7997.0,18882.3000264
2008-01-12,2871.408,162.724,345542.66,12274.4,5594.0,2621.0,11116.0,28525.8000174
2008-01-13,2885.378,144.346,345233.85,12174.6,6506.0,340.0,9378.0,31865.6332772
2008-01-14,2024.932,120.11,346030.57,8661.0,5918.0,339.0,9738.0,17753.8666911
2008-01-15,2686.912,113.144,346621.66,11363.4,782.0,6883.0,14512.0,22604.8666552
2008-01-16,2135.852,128.93,346207.89,9100.2,1162.0,3430.0,9391.0,21614.5333622
2008-01-17,1572.282,116.718,347944.31,6688.8,1007.0,350.0,8657.0,16190.7000396
2008-01-18,2186.988,119.29,345503.42,9262.4,1034.0,846.0,14983.0,19586.8000134
2008-01-19,1980.306,134.982,345032.53,8393.6,2521.0,6054.0,8015.0,16415.0999564
2008-01-20,1740.368,138.614,345520.14,7414.4,1775.0,380.0,4940.0,21911.1333257
2008-01-21,1858.998,122.4,344973.24,7947.4,0.0,376.0,10447.0,20160.3000248
2008-01-22,2325.018,143.462,345736.48,9977.4,4670.0,7640.0,7552.0,18888.3000031
2008-01-23,1882.308,107.984,346906.15,7949.2,1116.0,387.0,13359.0,16509.7999954
2008-01-24,1645.022,104.306,346722.09,7038.6,1107.0,320.0,5935.0,20055.0333595
2008-01-25,2239.856,119.626,346615.84,9423.4,0.0,2421.0,11409.0,23500.9333485
2008-01-26,2834.988,168.422,345254.7,12048.0,4925.0,311.0,15606.0,26407.8000423
2008-01-27,2381.766,140.758,347477.29,10058.2,3725.0,3818.0,7367.0,24786.1000194
2008-01-28,2308.196,107.836,346272.16,9748.2,1142.0,280.0,12792.0,24255.9333355
2008-01-29,2676.024,117.176,346497.27,11292.8,1487.0,6199.0,11077.0,25837.3999493
2008-01-30,1640.646,116.47,347925.1,6950.0,0.0,261.0,7261.0,19822.0999633
2008-01-31,1953.922,137.576,348315.48,8342.4,1165.0,267.0,9437.0,21696.3667129
2008-02-01,1534.652,179.25,346118.79,6505.4,336.0,280.0,7241.0,17720.5333838
2008-02-02,2937.614,231.052,346020.26,12453.0,6247.0,2766.0,15206.0,24741.2332987
2008-02-03,2084.568,153.708,346090.64,8835.4,2319.0,4435.0,8452.0,19536.8000361
2008-02-04,1628.138,104.034,345967.5,6879.2,1161.0,252.0,9531.0,16191.6333535
2008-02-05,2472.456,152.786,347006.76,10383.2,1098.0,7803.0,13717.0,18589.5999539
2008-02-06,1669.54,114.26,343315.75,7104.4,2114.0,356.0,8428.0,16927.6666527
2008-02-07,1518.31,108.706,347141.59,6392.6,0.0,295.0,8089.0,16921.1667291
2008-02-08,1950.564,119.094,346223.69,8276.0,940.0,1921.0,9563.0,20085.3999823
2008-02-09,2102.276,144.528,348140.89,8769.6,2050.0,2838.0,10293.0,19856.9332919
2008-02-10,2184.714,151.736,347436.29,9211.4,2562.0,2955.0,10128.0,20766.8999483
2008-02-11,1692.016,102.246,348036.76,7101.8,1018.0,297.0,8930.0,17955.2666793
2008-02-12,1987.798,130.946,344893.18,8419.8,2009.0,1856.0,12138.0,17126.9666742
2008-02-13,1900.498,128.478,347332.46,8035.4,2530.0,3615.0,7568.0,17961.966675
2008-02-14,1604.622,113.646,346701.34,6744.6,1300.0,291.0,9299.0,15853.7000271
2008-02-15,2005.208,107.952,348322.47,8325.0,1109.0,1723.0,13417.0,17171.1333541
2008-02-16,2346.948,138.994,347166.08,9927.2,1076.0,2360.0,11599.0,24080.8000079
2008-02-17,1933.368,120.07600000000001,349156.56,8142.4,3182.0,2257.0,6049.0,20734.8000558
2008-02-18,1514.404,101.972,348572.06,6301.8,0.0,251.0,10345.0,14644.0666422
2008-02-19,2126.916,137.568,347054.59,8956.4,1881.0,4711.0,11200.0,17656.5999984
2008-02-20,2253.79,190.268,348004.35,9516.0,3655.0,5516.0,7704.0,20688.1666836
2008-02-21,1633.85,112.274,346680.56,6895.4,0.0,307.0,8523.0,18400.8333336
2008-02-22,1732.564,121.688,347667.5,7279.6,1167.0,1985.0,10101.0,15623.0667062
2008-02-23,1836.86,132.608,345126.68,7793.8,1684.0,2250.0,10075.0,16605.3333605
2008-02-24,1263.008,107.332,346144.03,5240.0,754.0,332.0,11447.0,8517.1333383
2008-02-25,504.488,91.72,345277.45,2096.0,0.0,321.0,1856.0,6231.1333329
2008-02-26,507.12,84.59,344927.99,2101.0,0.0,295.0,2013.0,6144.0000152
2008-02-27,566.72,86.168,344957.79,2353.2,0.0,326.0,2969.0,6150.333333
2008-02-28,509.18399999999997,83.248,345318.15,2112.4,0.0,281.0,2028.0,6177.399993
2008-02-29,1333.348,88.948,342775.43,5576.6,0.0,3773.0,8062.0,10387.4666223
2008-03-01,1141.876,105.158,344781.38,4719.8,0.0,1287.0,2724.0,15020.2665925
2008-03-02,1162.226,144.71,345234.59,4932.0,0.0,5244.0,2565.0,11561.4333531
2008-03-03,1040.55,114.334,346106.86,4287.6,0.0,2207.0,1755.0,13380.4999019
2008-03-04,1668.99,108.958,347078.04,7009.4,1249.0,2443.0,9415.0,14709.5000169
2008-03-05,2037.208,140.898,347133.95,8598.0,1145.0,9797.0,5529.0,17482.46671
2008-03-06,2503.208,106.184,346218.09,10389.0,1082.0,372.0,6965.0,33301.1333453
2008-03-07,1862.956,129.392,346775.14,7836.0,1235.0,3471.0,9033.0,17310.2666929
2008-03-08,2248.66,237.08,347890.97,9487.2,6286.0,346.0,8435.0,22410.6666614
2008-03-09,1560.458,135.574,346674.79,6611.2,2607.0,333.0,4155.0,18912.6333588
2008-03-10,1618.686,127.124,348087.38,6786.0,2009.0,368.0,8660.0,15941.1000478
2008-03-11,2200.042,151.1,346210.78,9312.4,1271.0,3901.0,12936.0,18559.3666662
2008-03-12,1774.232,138.194,347122.38,7448.0,1120.0,2374.0,11042.0,15034.5333221
2008-03-13,1675.514,128.474,346755.78,7116.0,3263.0,3590.0,5464.0,15608.2333244
2008-03-14,2210.22,159.748,346503.41,9282.6,980.0,3881.0,14476.0,17499.999971
2008-03-15,1576.3,154.412,345885.11,6697.0,2550.0,502.0,5910.0,17309.6667071
2008-03-16,1801.96,173.652,347464.32,7629.6,2394.0,566.0,11286.0,15786.6666657
2008-03-17,1706.9180000000001,175.274,346759.53,7210.0,236.0,6651.0,9346.0,12215.6333309
2008-03-18,1917.566,147.44,348377.74,8023.6,1156.0,4019.0,12544.0,14240.4333357
2008-03-19,1308.448,142.498,349059.19,5508.8,2110.0,411.0,6154.0,13132.4666512
2008-03-20,1253.2740000000001,120.854,348138.12,5269.8,1107.0,478.0,6670.0,12632.9000117
2008-03-21,2066.442,223.824,347572.67,8695.0,2171.0,4778.0,13275.0,14216.6999954
2008-03-22,2053.516,185.68,347921.5,8669.2,3322.0,588.0,12405.0,17910.2667022
2008-03-23,2325.99,152.446,349419.78,9778.4,6279.0,2112.0,13878.0,16497.4999604
2008-03-24,1978.452,131.166,349492.02,8301.6,1169.0,5988.0,7025.0,18792.1999999
2008-03-25,2015.856,127.832,348679.03,8453.6,2246.0,3677.0,13494.0,14180.6000112
2008-03-26,1633.472,133.598,349646.11,6858.8,2547.0,3831.0,7547.0,13299.5333439
2008-03-27,1370.8220000000001,116.44,348617.58,5703.6,0.0,356.0,9022.0,13469.03337
2008-03-28,1885.424,137.64,348945.61,7889.8,2325.0,3605.0,11581.0,13912.7333126
2008-03-29,2471.15,175.068,347405.11,10381.4,5153.0,375.0,17240.0,18417.8333061
2008-03-30,2146.392,175.97,347275.81,9039.6,5045.0,1315.0,9769.0,19644.2000382
2008-03-31,1377.57,130.86,349526.94,5768.6,1091.0,411.0,9387.0,12070.5000022
2008-04-01,2129.052,170.396,347926.76,8931.6,1079.0,6657.0,14515.0,13233.2000099
2008-04-02,1691.672,142.54,343680.71,7211.0,1106.0,3674.0,7989.0,15425.533316
2008-04-03,1128.756,121.236,346599.71,4724.4,0.0,422.0,6901.0,11489.6000176
2008-04-04,1631.918,125.306,347516.72,6806.0,2133.0,775.0,13246.0,11044.6333601
2008-04-05,1970.762,203.684,346403.56,8330.2,2929.0,874.0,13644.0,15399.0333154
2008-04-06,1696.318,150.572,347255.43,7122.8,1124.0,2615.0,7552.0,16980.9667404
2008-04-07,1538.838,141.28,350248.79,6457.2,2420.0,672.0,9466.0,13089.2999899
2008-04-08,2657.516,184.176,348575.88,11087.2,2752.0,10713.0,17519.0,13307.933334
2008-04-09,1218.852,132.864,348937.5,5073.0,0.0,376.0,9003.0,10935.2000702
2008-04-10,1477.746,163.68,348406.63,6199.8,3261.0,457.0,6527.0,14384.1000496
2008-04-11,1877.664,143.89,346692.06,7851.8,1802.0,491.0,14522.0,14479.4000355
2008-04-12,2800.014,392.272,347130.97,11834.2,7076.0,2499.0,15225.0,21866.9000956
2008-04-13,2232.986,213.514,346209.59,9434.6,2554.0,5942.0,13007.0,15713.4333855
2008-04-14,1589.5819999999999,154.958,348932.24,6630.2,0.0,425.0,11197.0,14871.0333358
2008-04-15,1670.406,178.782,347383.79,7069.8,1174.0,3998.0,9874.0,12794.1000462
2008-04-16,1489.064,125.904,348111.92,6215.2,838.0,403.0,11322.0,12254.7333695
2008-04-17,1395.862,145.878,347621.18,5910.2,1719.0,417.0,8638.0,12490.3666878
2008-04-18,1862.39,184.646,346523.87,7859.0,2174.0,3832.0,10921.0,14112.833304
2008-04-19,2253.71,245.284,347246.18,9556.0,4319.0,2457.0,14722.0,16063.8333656
2008-04-20,1791.418,227.854,347663.34,7575.2,1030.0,4544.0,10401.0,13881.9667076
2008-04-21,1164.156,175.4,348469.19,4902.0,0.0,2673.0,6788.0,9941.6000546
2008-04-22,1627.676,193.15,346981.99,6872.4,971.0,5093.0,10603.0,10460.9333368
2008-04-23,1357.328,189.502,347776.33,5713.2,1380.0,492.0,8406.0,12344.1334258
2008-04-24,1043.772,171.924,346471.67,4403.6,1263.0,522.0,5296.0,10315.20000734
2008-04-25,1267.734,162.224,347050.3,5328.0,824.0,2004.0,9400.0,8900.9000244
2008-04-26,903.166,168.696,346741.29,3793.0,0.0,634.0,3586.0,10832.7666558
2008-04-27,1008.24,198.118,346906.49,4267.8,693.0,588.0,5488.0,10035.0000466
2008-04-28,659.052,167.118,347008.98,2809.0,0.0,621.0,2786.0,7577.2000444
2008-04-29,1972.616,215.356,346617.94,8309.8,1402.0,5411.0,10481.0,15582.9333965
2008-04-30,1101.7259999999999,171.556,347664.45,4634.8,1057.0,590.0,6653.0,10062.0999794
2008-05-01,576.014,150.696,347682.62,2451.4,0.0,530.0,2586.0,6484.233349
2008-05-02,1497.768,205.568,347974.48,6304.0,3114.0,584.0,8687.0,12577.7999861
2008-05-03,1289.6,202.004,346800.51,5473.4,996.0,541.0,6535.0,13421.3333989
2008-05-04,1470.97,209.422,347587.89,6282.0,2196.0,2872.0,5464.0,13984.1667129
2008-05-05,1366.932,185.75,346661.07,5756.8,1008.0,378.0,10197.0,11199.2000482
2008-05-06,1789.98,199.596,346018.06,7554.2,1354.0,5410.0,12200.0,10868.999992
2008-05-07,1176.264,190.956,347157.02,4978.8,1030.0,423.0,6649.0,11502.4000556
2008-05-08,2116.698,253.244,345385.86,8897.0,3667.0,702.0,12717.0,18192.3000146
2008-05-09,1747.272,229.874,346278.56,7396.0,2229.0,423.0,11904.0,14565.2000186
2008-05-10,1909.128,289.814,345724.17,8116.4,6950.0,612.0,11714.0,12542.7999878
2008-05-11,1610.92,275.702,346299.26,6918.0,563.0,1340.0,6930.0,18015.66671172
2008-05-12,1524.204,229.14,347099.94,6508.0,2082.0,1085.0,11959.0,10277.4000019
2008-05-13,1476.894,236.468,346138.65,6324.2,823.0,4089.0,8370.0,11332.89997581
2008-05-14,1584.262,277.374,346620.26,6787.2,2467.0,3436.0,9716.0,10785.36664816
2008-05-15,1162.768,237.724,346104.57,5071.8,868.0,570.0,6820.0,11121.46663777
2008-05-16,1648.966,235.532,345060.99,7082.6,2228.0,2566.0,8956.0,13732.76664937
2008-05-17,1657.454,275.896,344840.92,7130.2,2158.0,935.0,12472.0,12059.2333124
2008-05-18,1803.958,254.492,345143.07,7789.6,1775.0,5355.0,8626.0,14309.96665635
2008-05-19,1030.262,175.736,346221.9,4420.0,1014.0,558.0,7503.0,8096.03336271
2008-05-20,1581.334,184.082,347068.23,6742.4,1352.0,2431.0,11977.0,10595.56663682
2008-05-21,1324.112,190.326,346695.14,5640.0,1989.0,474.0,9251.0,10354.53333169
2008-05-22,976.868,169.816,344880.28,4256.6,996.0,440.0,6475.0,8370.13331846
2008-05-23,1484.916,178.958,344878.35,6276.4,0.0,1390.0,14734.0,8624.60004389
2008-05-24,1580.176,285.55,346643.86,6723.4,1027.0,569.0,12833.0,11907.266701
2008-05-25,2048.504,290.416,345521.73,8836.6,4307.0,8811.0,6016.0,15007.7333285
2008-05-26,1289.71,220.698,346123.71,5658.8,985.0,666.0,9284.0,10560.16663584
2008-05-27,1708.7,207.466,344722.85,7354.6,0.0,5352.0,11478.0,11648.33332002
2008-05-28,1114.372,235.644,347504.68,4824.8,3138.0,512.0,6709.0,8213.86665115
2008-05-29,1135.076,186.832,342252.23,5005.0,1004.0,507.0,8703.0,8703.9333027
2008-05-30,1397.244,182.218,346397.32,6052.2,0.0,3019.0,11298.0,8970.39999262
2008-05-31,1641.47,249.924,346542.05,7089.2,1764.0,2328.0,11858.0,11407.8333583
2008-06-01,1848.876,225.34,346497.38,7809.4,1906.0,545.0,11307.0,17056.59997562
2008-06-02,1074.012,165.158,340372.62,4634.0,960.0,558.0,6341.0,10041.199999639999
2008-06-03,1597.816,173.938,337179.18,6975.6,2897.0,2608.0,9265.0,11860.26668787
2008-06-04,1588.912,152.404,337977.32,6952.0,1550.0,7682.0,6508.0,10741.86670086
2008-06-05,1120.078,153.106,338635.91,4892.6,1747.0,506.0,8781.0,7633.96666585
2008-06-06,1217.714,174.52,345192.39,5287.8,1009.0,506.0,7871.0,10909.23332942
2008-06-07,1882.484,186.414,344137.6,7966.0,2379.0,2611.0,14593.0,11791.7333751
2008-06-08,1542.322,188.384,345549.51,6618.4,2536.0,3161.0,9732.0,10276.36671086
2008-06-09,1325.698,183.64,344785.94,5817.2,1967.0,2085.0,7921.0,10121.9666725
2008-06-10,1067.09,216.018,345568.39,4615.0,907.0,585.0,8992.0,7300.83332261
2008-06-11,1123.206,214.372,345822.44,4879.4,977.0,842.0,7566.0,9335.10000359
2008-06-12,1259.332,189.292,345153.63,5471.0,1951.0,567.0,7246.0,11224.86663187
2008-06-13,1875.63,281.926,343998.14,8072.6,2809.0,7358.0,10549.0,10544.49998221
2008-06-14,1384.92,344.28000000000003,345620.87,6059.2,1862.0,1011.0,10681.0,9527.99998654
2008-06-15,2289.102,281.00600000000003,344813.37,9754.0,6471.0,6802.0,11589.0,13289.70007154
2008-06-16,1303.044,204.382,346224.19,5622.8,1980.0,464.0,10012.0,9261.40000623
2008-06-17,1145.084,175.464,346110.38,4945.8,1080.0,432.0,10094.0,7478.733346625
2008-06-18,1893.608,272.724,345225.41,8224.4,7549.0,3040.0,12687.0,8284.13336621
2008-06-19,1588.0819999999999,189.418,344552.67,6822.6,3411.0,1514.0,10911.0,10632.03334052
2008-06-20,1676.104,227.42,345512.43,7211.8,2948.0,2935.0,12417.0,9635.0667019
2008-06-21,1734.254,239.028,344827.31,7393.2,940.0,5823.0,12828.0,9313.23334814
2008-06-22,1566.416,294.144,344223.53,6730.6,4705.0,1175.0,10652.0,9574.93335682
2008-06-23,1251.796,210.956,344070.22,5460.4,2600.0,581.0,10124.0,7558.26666458
2008-06-24,1754.452,253.022,342598.16,7577.6,2779.0,3489.0,14271.0,8701.86666659
2008-06-25,1261.77,290.626,344008.66,5631.8,2773.0,569.0,9402.0,8285.49997663
2008-06-26,1056.02,217.414,344666.02,4624.0,921.0,572.0,8971.0,7136.33331442
2008-06-27,1755.152,262.008,344066.38,7540.8,4159.0,2372.0,10163.0,12558.53333514
2008-06-28,1208.8,210.954,344365.03,5307.8,0.0,2000.0,7932.0,10214.66669866
2008-06-29,749.352,183.664,345831.33,3356.8,955.0,535.0,3896.0,7103.20000891
2008-06-30,804.196,189.526,346141.61,3570.0,0.0,521.0,6819.0,6063.26667077
2008-07-01,1215.24,277.788,344938.02,5385.6,3465.0,587.0,8390.0,7812.00004306
2008-07-02,1147.202,266.538,344105.25,5140.2,962.0,650.0,7002.0,10506.0333508
2008-07-03,1098.36,213.748,345075.11,4814.2,958.0,2569.0,7410.0,7369.00000838
2008-07-04,942.02,188.132,345858.7,4072.8,0.0,589.0,8302.0,6809.3333347
2008-07-05,1469.088,224.78,344973.27,6316.6,1875.0,6754.0,8365.0,7490.79997726
2008-07-06,1805.064,253.582,346449.93,7717.6,4258.0,5230.0,7536.0,13060.3999647
2008-07-07,983.39,202.81,345072.55,4274.8,2171.0,592.0,7149.0,6477.833317446
2008-07-08,1126.214,196.318,345168.9,4854.8,991.0,503.0,7592.0,9684.23329376
2008-07-09,919.318,191.724,346074.59,3996.4,951.0,499.0,7352.0,6519.96664379
2008-07-10,1251.276,240.242,345409.57,5390.6,982.0,552.0,8186.0,11134.60001074
2008-07-11,1254.216,251.036,344904.35,5446.4,724.0,558.0,9251.0,10370.60000799
2008-07-12,1328.852,266.124,345685.36,5832.6,4436.0,2617.0,7231.0,7863.53331789
2008-07-13,1256.616,167.358,346023.37,5432.0,1671.0,3164.0,7093.0,9015.60000804
2008-07-14,1137.926,209.668,346311.63,4941.6,2564.0,1995.0,6436.0,7970.43331087
2008-07-15,1155.86,190.936,345285.28,4947.4,968.0,552.0,8585.0,9159.3332839
2008-07-16,1077.062,206.462,346454.47,4661.0,1537.0,2799.0,4978.0,8637.03335691
2008-07-17,1319.122,239.506,345480.53,5798.4,1122.0,723.0,8280.0,11860.36665634
2008-07-18,1261.584,195.606,344991.15,5381.2,1143.0,552.0,9260.0,10071.39998364
2008-07-19,1344.014,208.03,344377.61,5788.4,2941.0,3146.0,7676.0,8637.23337048
2008-07-20,941.534,172.576,345279.88,4084.4,1943.0,1076.0,5457.0,7216.23335455
2008-07-21,1156.478,172.45,344306.44,5014.2,1698.0,431.0,9189.0,7956.63331634
2008-07-22,740.242,161.12800000000001,345125.24,3272.6,0.0,430.0,4886.0,7021.36666887
2008-07-23,942.63,162.392,345738.41,4103.2,1233.0,454.0,6325.0,7698.50002296
2008-07-24,1093.45,185.882,345432.62,4639.0,837.0,476.0,8344.0,8567.1666888
2008-07-25,865.534,182.714,344242.39,3770.4,1168.0,492.0,6731.0,6034.56668176
