time,{tank1}.tank1.WaterTank1.inFlow,{tank1}.tank1.Tank1WaterLevel,{tank1}.tank1.Tank2WaterLevel,{tank1}.tank1.Tank1InFlow,{tank1}.tank1.Tank2OutFlow,{tank1}.tank1.WaterTank2.I1.state,{controller}.controller.wt3_valve,{tank2}.tank2.puddle,{tank2}.tank2.Tank3OutFlow,{tank2}.tank2.level
145.95,0,3.084491215,3.00357213,0,0.500245614,50.02456136,0,18.19555236,0,1.610936483
146,0,3.064761865,3.003279572,0,0.500664164,50.06641643,0,18.19555236,0,1.630943081
146.05,1,3.065216776,2.996140214,1,0.499696741,49.96967406,0,18.19555236,0,1.660981536
146.1,1,3.084947285,2.996433914,1,0.499278419,49.92784187,0,18.19555236,0,1.680972631
146.15,0,3.084494104,3.003574977,0,0.500246184,50.0246184,0,18.19555236,0,1.71093073
146.2,0,3.064764743,3.003282407,0,0.500664732,50.06647325,0,18.19555236,0,1.730937352
146.25,1,3.065219637,2.996143032,1,0.499697305,49.96973054,0,18.19555236,0,1.76097584
146.3,1,3.084950135,2.996436722,1,0.499278981,49.92789813,0,18.19555236,0,1.780966957
146.35,0,3.084496937,3.003577767,0,0.500246743,50.02467432,0,18.19555236,0,1.810925091
146.4,0,3.064767565,3.003285186,0,0.500665289,50.06652895,0,18.19555236,0,1.830931734
146.45,1,3.065222442,2.996145795,1,0.499697859,49.9697859,0,18.19555236,0,1.860970257
146.5,1,3.084952928,2.996439473,1,0.499279533,49.92795327,0,18.19555236,0,1.880961396
146.55,0,3.084499714,3.003580503,0,0.500247291,50.02472914,0,18.19555236,0,1.910919562
146.6,0,3.064770331,3.003287911,0,0.500665835,50.06658355,0,18.19555236,0,1.930926228
146.65,1,3.065225191,2.996148504,1,0.499698402,49.96984018,0,18.19555236,0,1.960964783
146.7,1,3.084955667,2.996442171,1,0.499280073,49.92800733,0,18.19555236,0,1.980955944
146.75,0,3.084502436,3.003583184,0,0.500247829,50.02478288,0,18.19555236,0,2.010914143
146.8,0,3.064773042,3.003290582,0,0.500666371,50.06663707,0,18.19555236,0,2.03092083
146.85,1,3.065227887,2.996151159,1,0.499698934,49.96989339,1,18.19555236,0,2.060959417
146.9,1,3.084958351,2.996444816,1,0.499280603,49.92806033,1,18.21007349,2.770834905,1.977150289
146.95,0,3.084505105,3.003585813,0,0.500248356,50.02483556,1,18.23252861,2.587641416,1.846431183
147,0,3.0647757,3.0032932,0,0.500666895,50.06668954,1,18.24665858,2.473843132,1.765229554
147.05,1,3.065230529,2.996153761,1,0.499699455,49.96994555,1,18.26668676,2.314709508,1.651678548
147.1,1,3.084960983,2.996447408,1,0.499281123,49.92811228,1,18.27931132,2.215768702,1.581078584
147.15,0,3.084507721,3.00358839,0,0.500248872,50.0248872,1,18.29723653,2.077339983,1.482301721
147.2,0,3.064778306,3.003295767,0,0.50066741,50.06674098,1,18.30855584,1.991360756,1.42095059
147.25,1,3.065233119,2.996156313,1,0.499699967,49.96999668,1,18.3246584,1.871138194,1.335164868
147.3,1,3.084963563,2.996449949,1,0.499281632,49.92816321,1,18.33484674,1.796378659,1.281819634
147.35,0,3.084510285,3.003590916,0,0.500249378,50.02493783,1,18.3493687,1.69177276,1.207177301
147.4,0,3.06478086,3.003298283,0,0.500667914,50.06679141,1,18.35857559,1.626812716,1.160824568
147.45,1,3.065235658,2.996158814,1,0.499700468,49.9700468,1,18.37172675,1.535990101,1.096017401
147.5,1,3.084966092,2.996452441,1,0.499282131,49.92821314,1,18.38008286,1.479501155,1.055709285
147.55,0,3.084512799,3.003593393,0,0.500249875,50.02498746,1,18.39204451,1.400450691,0.999302226
147.6,0,3.064783364,3.00330075,0,0.500668408,50.06684084,1,18.39966175,1.351372065,0.9642818
147.65,1,3.065238147,2.996161266,1,0.499700959,49.97009594,0,18.41059128,1.282763103,0.915325354
147.7,1,3.084968571,2.996454883,1,0.499282621,49.92826208,0,18.4111827,0,0.93104074
147.75,0,3.084515264,3.00359582,0,0.500250361,50.02503611,0,18.4111827,0,0.960999092
147.8,0,3.064785819,3.003303168,0,0.500668893,50.0668893,0,18.4111827,0,0.981005881
147.85,1,3.065240587,2.99616367,1,0.499701441,49.97014411,0,18.4111827,0,1.011044619
147.9,1,3.084971001,2.996457277,1,0.499283101,49.92831006,0,18.4111827,0,1.031035901
147.95,0,3.08451768,3.0035982,0,0.500250838,50.0250838,0,18.4111827,0,1.060994282
148,0,3.064788225,3.003305539,0,0.500669368,50.0669368,0,18.4111827,0,1.08100109
148.05,1,3.065242979,2.996166026,1,0.499701913,49.97019133,0,18.4111827,0,1.111039857
148.1,1,3.084973384,2.996459624,1,0.499283571,49.92835709,0,18.4111827,0,1.131031158
148.15,0,3.084520048,3.003600533,0,0.500251306,50.02513056,0,18.4111827,0,1.160989567
148.2,0,3.064790584,3.003307862,0,0.500669834,50.06698337,0,18.4111827,0,1.180996393
148.25,1,3.065245324,2.996168336,1,0.499702376,49.97023762,0,18.4111827,0,1.211035188
148.3,1,3.08497572,2.996461925,1,0.499284032,49.9284032,0,18.4111827,0,1.231026508
148.35,0,3.08452237,3.003602821,0,0.500251764,50.02517639,0,18.4111827,0,1.260984944
148.4,0,3.064792896,3.00331014,0,0.50067029,50.06702902,0,18.4111827,0,1.280991789
148.45,1,3.065247623,2.996170601,1,0.49970283,49.970283,0,18.4111827,0,1.311030612
148.5,1,3.084978009,2.99646418,1,0.499284484,49.9284484,0,18.4111827,0,1.33102195
148.55,0,3.084524646,3.003605063,0,0.500252213,50.02522132,0,18.4111827,0,1.360980413
148.6,0,3.064795163,3.003312374,0,0.500670738,50.06707378,0,18.4111827,0,1.380987276
148.65,1,3.065249876,2.996172821,1,0.499703275,49.97032749,0,18.4111827,0,1.411026125
148.7,1,3.084980254,2.996466392,1,0.499284927,49.92849271,0,18.4111827,0,1.431017481
148.75,0,3.084526877,3.003607261,0,0.500252654,50.02526537,0,18.4111827,0,1.460975971
148.8,0,3.064797386,3.003314563,0,0.500671176,50.06711765,0,18.4111827,0,1.480982852
148.85,1,3.065252086,2.996174997,1,0.499703711,49.9703711,0,18.4111827,0,1.511021727
148.9,1,3.084982454,2.996468559,1,0.499285361,49.92853615,0,18.4111827,0,1.5310131
148.95,0,3.084529064,3.003609415,0,0.500253085,50.02530855,0,18.4111827,0,1.560971617
149,0,3.064799564,3.003316709,0,0.500671607,50.06716065,0,18.4111827,0,1.580978514
149.05,1,3.065254251,2.99617713,1,0.499704139,49.97041385,0,18.4111827,0,1.611017416
149.1,1,3.084984611,2.996470684,1,0.499285787,49.92857873,0,18.4111827,0,1.631008806
149.15,0,3.084531208,3.003611527,0,0.500253509,50.02535088,0,18.4111827,0,1.660967348
149.2,0,3.0648017,3.003318813,0,0.500672028,50.06720281,0,18.4111827,0,1.680974262
149.25,1,3.065256374,2.996179221,1,0.499704558,49.97045576,0,18.4111827,0,1.711013189
149.3,1,3.084986726,2.996472767,1,0.499286205,49.92862047,0,18.4111827,0,1.731004596
149.35,0,3.08453331,3.003613598,0,0.500253924,50.02539237,0,18.4111827,0,1.760963163
149.4,0,3.064803794,3.003320875,0,0.500672441,50.06724414,0,18.4111827,0,1.780970094
149.45,1,3.065258455,2.996181272,1,0.499704968,49.97049685,0,18.4111827,0,1.811009046
149.5,1,3.084988799,2.996474809,1,0.499286614,49.92866139,0,18.4111827,0,1.831000469
149.55,0,3.084535371,3.003615628,0,0.50025433,50.02543305,0,18.4111827,0,1.860959061
149.6,0,3.064805846,3.003322897,0,0.500672847,50.06728466,0,18.4111827,0,1.880966008
149.65,1,3.065260495,2.996183281,1,0.499705371,49.97053712,0,18.4111827,0,1.911004984
149.7,1,3.084990831,2.996476811,1,0.499287015,49.92870151,0,18.4111827,0,1.930996424
149.75,0,3.084537391,3.003617618,0,0.500254729,50.02547293,0,18.4111827,0,1.960955039
149.8,0,3.064807858,3.003324879,0,0.500673244,50.06732438,0,18.4111827,0,1.980962002
149.85,1,3.065262495,2.996185252,1,0.499705766,49.9705766,0,18.4111827,0,2.011001002
149.9,1,3.084992823,2.996478773,1,0.499287408,49.92874083,0,18.4111827,0,2.030992458
149.95,0,3.084539371,3.003619568,0,0.50025512,50.02551202,1,18.4111827,0,2.060951097
150,0,3.06480983,3.003326822,0,0.500673633,50.06736332,1,18.42553386,2.770845602,1.977157922
150.05,1,3.065264456,2.996187183,1,0.499706153,49.97061531,1,18.44772724,2.58776,1.8465158
150.1,1,3.084994776,2.996480697,1,0.499287794,49.92877938,1,18.46169311,2.473934241,1.765294566
150.15,0,3.084541312,3.003621481,0,0.500255503,50.02555034,1,18.48148855,2.314685643,1.651661519
150.2,0,3.064811764,3.003328726,0,0.500674015,50.06740149,1,18.49396639,2.215767904,1.581078015
150.25,1,3.065266378,2.996189076,1,0.499706533,49.97065325,1,18.51168418,2.077447989,1.482378789
150.3,1,3.08499669,2.996482583,1,0.499288172,49.92881718,1,18.52287299,1.991441855,1.421008459
150.35,0,3.084543215,3.003623355,0,0.500255879,50.02558791,1,18.5387896,1.871105115,1.335141265
150.4,0,3.064813659,3.003330594,0,0.500674389,50.0674389,1,18.54886019,1.796369141,1.281812843
150.45,1,3.065268262,2.996190932,1,0.499706904,49.97069045,1,18.56321509,1.691872739,1.207248641
150.5,1,3.084998567,2.996484431,1,0.499288542,49.92885422,1,18.57231647,1.626886219,1.160877016
150.55,0,3.084545081,3.003625193,0,0.500256247,50.02562473,1,18.58531653,1.535950027,1.095988806
150.6,0,3.064815517,3.003332424,0,0.500674756,50.06747558,1,18.59357647,1.479485017,1.05569777
150.65,1,3.065270109,2.996192752,1,0.499707269,49.97072691,1,18.60540117,1.400544572,0.999369215
150.7,1,3.085000406,2.996486244,1,0.499288905,49.92889054,0,18.61293156,1.351439796,0.96433013
150.75,0,3.084546909,3.003626995,0,0.500256608,50.02566083,0,18.61354786,0,0.989784059
150.8,0,3.064817339,3.003334218,0,0.500675115,50.06751154,0,18.61354786,0,1.009791098
150.85,1,3.06527192,2.996194536,1,0.499707627,49.97076265,0,18.61354786,0,1.03983021
150.9,1,3.08500221,2.99648802,1,0.499289261,49.92892614,0,18.61354786,0,1.05982174
150.95,0,3.084548702,3.003628761,0,0.500256962,50.02569623,0,18.61354786,0,1.08978049
151,0,3.064819125,3.003335977,0,0.500675468,50.06754679,0,18.61354786,0,1.109787543
151.05,1,3.065273695,2.996196284,1,0.499707977,49.9707977,0,18.61354786,0,1.139826676
151.1,1,3.085003978,2.996489762,1,0.49928961,49.92896105,0,18.61354786,0,1.15981822
151.15,0,3.08455046,3.003630492,0,0.500257309,50.02573092,0,18.61354786,0,1.189776991
151.2,0,3.064820875,3.003337702,0,0.500675813,50.06758135,0,18.61354786,0,1.209784058
151.25,1,3.065275435,2.996197998,1,0.49970832,49.97083205,0,18.61354786,0,1.239823212
151.3,1,3.085005711,2.996491469,1,0.499289953,49.92899526,0,18.61354786,0,1.259814769
151.35,0,3.084552183,3.003632189,0,0.500257649,50.02576493,0,18.61354786,0,1.289773561
151.4,0,3.064822591,3.003339392,0,0.500676152,50.06761523,0,18.61354786,0,1.309780641
151.45,1,3.065277141,2.996199679,1,0.499708657,49.97086572,0,18.61354786,0,1.339819816
151.5,1,3.08500741,2.996493143,1,0.499290288,49.9290288,0,18.61354786,0,1.359811387
151.55,0,3.084553871,3.003633853,0,0.500257983,50.02579827,0,18.61354786,0,1.389770199
151.6,0,3.064824273,3.003341049,0,0.500676484,50.06764843,0,18.61354786,0,1.409777292
151.65,1,3.065278813,2.996201326,1,0.499708987,49.97089873,0,18.61354786,0,1.439816486
151.7,1,3.085009075,2.996494784,1,0.499290617,49.92906168,0,18.61354786,0,1.459808071
151.75,0,3.084555527,3.003635484,0,0.50025831,50.02583096,0,18.61354786,0,1.489766902
151.8,0,3.064825922,3.003342674,0,0.50067681,50.06768099,0,18.61354786,0,1.509774009
151.85,1,3.065280452,2.996202941,1,0.499709311,49.97093109,0,18.61354786,0,1.539813223
151.9,1,3.085010708,2.996496392,1,0.499290939,49.92909391,0,18.61354786,0,1.55980482
151.95,0,3.08455715,3.003637083,0,0.50025863,50.025863,0,18.61354786,0,1.589763671
152,0,3.064827539,3.003344266,0,0.500677129,50.0677129,0,18.61354786,0,1.609770791
152.05,1,3.065282059,2.996204524,1,0.499709628,49.97096282,0,18.61354786,0,1.639810023
152.1,1,3.085012309,2.996497969,1,0.499291255,49.92912551,0,18.61354786,0,1.659801634
152.15,0,3.084558741,3.00363865,0,0.500258944,50.02589441,0,18.61354786,0,1.689760503
152.2,0,3.064829124,3.003345827,0,0.500677442,50.06774419,0,18.61354786,0,1.709767636
152.25,1,3.065283635,2.996206076,1,0.499709939,49.97099392,0,18.61354786,0,1.739806887
152.3,1,3.085013878,2.996499514,1,0.499291565,49.92915649,0,18.61354786,0,1.75979851
152.35,0,3.084560301,3.003640186,0,0.500259252,50.0259252,0,18.61354786,0,1.789757398
152.4,0,3.064830677,3.003347358,0,0.500677749,50.06777486,0,18.61354786,0,1.809764543
152.45,1,3.065285179,2.996207597,1,0.499710244,49.9710244,0,18.61354786,0,1.839803813
152.5,1,3.085015416,2.99650103,1,0.499291869,49.92918685,0,18.61354786,0,1.859795447
152.55,0,3.08456183,3.003641693,0,0.500259554,50.02595538,0,18.61354786,0,1.889754354
152.6,0,3.0648322,3.003348858,0,0.500678049,50.06780492,0,18.61354786,0,1.909761511
152.65,1,3.065286693,2.996209088,1,0.499710543,49.97105429,0,18.61354786,0,1.939800798
152.7,1,3.085016924,2.996502515,1,0.499292166,49.92921662,0,18.61354786,0,1.959792445
152.75,0,3.084563329,3.003643169,0,0.50025985,50.02598497,0,18.61354786,0,1.98975137
152.8,0,3.064833693,3.003350329,0,0.500678344,50.06783439,0,18.61354786,0,2.009758538
152.85,1,3.065288177,2.99621055,1,0.499710836,49.97108359,0,18.61354786,0,2.039797844
152.9,1,3.085018402,2.996503971,1,0.499292458,49.9292458,1,18.61354786,0,2.059789502
152.95,0,3.084564798,3.003644617,0,0.50026014,50.02601398,1,18.63521872,2.706512528,1.931252568
153,0,3.064835157,3.003351771,0,0.500678633,50.06786329,1,18.64967498,2.586234641,1.845427369
153.05,1,3.065289632,2.996211983,1,0.499711123,49.97111231,1,18.670153,2.418037864,1.725409281
153.1,1,3.085019851,2.996505399,1,0.499292744,49.92927441,1,18.68305277,2.31346476,1.650790349
153.15,0,3.084566239,3.003646036,0,0.500260424,50.02604242,1,18.70135654,2.167158031,1.546392071
153.2,0,3.064836591,3.003353184,0,0.500678916,50.06789161,1,18.71290685,2.076283012,1.481547511
153.25,1,3.065291058,2.996213388,1,0.499711405,49.97114046,1,18.72932623,1.949212607,1.390875459
153.3,1,3.085021272,2.996506798,1,0.499293025,49.92930245,1,18.73970726,1.870197478,1.334493613
153.35,0,3.084567651,3.003647427,0,0.500260703,50.02607029,1,18.75449253,1.759639191,1.255603908
153.4,0,3.064837998,3.00335457,0,0.500679194,50.06791938,1,18.76385891,1.690980033,1.206611645
153.45,1,3.065292456,2.996214766,1,0.499711681,49.97116806,1,18.777227,1.594983391,1.138112512
153.5,1,3.085022664,2.99650817,1,0.499293299,49.92932994,1,18.78571381,1.535279044,1.095510021
153.55,0,3.084569035,3.00364879,0,0.500260976,50.02609762,1,18.79785217,1.451731131,1.035893773
153.6,0,3.064839377,3.003355928,0,0.500679466,50.0679466,1,18.80557515,1.399857563,0.998878995
153.65,1,3.065293827,2.996216116,1,0.499711951,49.97119512,1,18.81664652,1.327339256,0.947133007
153.7,1,3.08502403,2.996509515,1,0.499293569,49.92935689,0,18.82370718,1.282225516,0.914941754
153.75,0,3.084570392,3.003650127,0,0.500261244,50.02612441,0,18.82428537,0,0.940626678
153.8,0,3.064840728,3.003357259,0,0.500679733,50.06797328,0,18.82428537,0,0.960633902
153.85,1,3.06529517,2.996217439,1,0.499712216,49.97122164,0,18.82428537,0,0.990673291
153.9,1,3.085025368,2.996510833,1,0.499293833,49.92938331,0,18.82428537,0,1.010665005
153.95,0,3.084571723,3.003651438,0,0.500261507,50.02615067,0,18.82428537,0,1.040624029
154,0,3.064842053,3.003358565,0,0.500679994,50.06799944,0,18.82428537,0,1.060631264
154.05,1,3.065296487,2.996218737,1,0.499712476,49.97124765,0,18.82428537,0,1.090670669
154.1,1,3.08502668,2.996512126,1,0.499294092,49.92940921,0,18.82428537,0,1.110662393
154.15,0,3.084573027,3.003652722,0,0.500261764,50.02617642,0,18.82428537,0,1.140621433
154.2,0,3.064843352,3.003359844,0,0.500680251,50.06802508,0,18.82428537,0,1.160628678
154.25,1,3.065297779,2.996220009,1,0.499712731,49.97127314,0,18.82428537,0,1.190668098
154.3,1,3.085027966,2.996513392,1,0.499294346,49.9294346,0,18.82428537,0,1.210659832
154.35,0,3.084574305,3.003653982,0,0.500262017,50.02620166,0,18.82428537,0,1.240618888
154.4,0,3.064844626,3.003361099,0,0.500680502,50.06805022,0,18.82428537,0,1.260626143
154.45,1,3.065299044,2.996221256,1,0.499712981,49.97129812,0,18.82428537,0,1.290665578
154.5,1,3.085029227,2.996514634,1,0.499294595,49.92945949,0,18.82428537,0,1.310657322
154.55,0,3.084575558,3.003655216,0,0.500262264,50.0262264,0,18.82428537,0,1.340616393
154.6,0,3.064845874,3.003362328,0,0.500680749,50.06807486,0,18.82428537,0,1.360623658
154.65,1,3.065300285,2.996222478,1,0.499713226,49.97132262,0,18.82428537,0,1.390663108
154.7,1,3.085030463,2.996515852,1,0.499294839,49.92948389,0,18.82428537,0,1.410654862
154.75,0,3.084576787,3.003656427,0,0.500262506,50.02625065,0,18.82428537,0,1.440613947
154.8,0,3.064847098,3.003363534,0,0.50068099,50.06809902,0,18.82428537,0,1.460621221
154.85,1,3.065301502,2.996223676,1,0.499713466,49.97134663,0,18.82428537,0,1.490660686
154.9,1,3.085031674,2.996517045,1,0.499295078,49.92950781,0,18.82428537,0,1.51065245
154.95,0,3.084577991,3.003657613,0,0.500262744,50.02627443,0,18.82428537,0,1.540611549
155,0,3.064848297,3.003364715,0,0.500681227,50.0681227,0,18.82428537,0,1.560618833
155.05,1,3.065302694,2.996224851,1,0.499713702,49.97137017,0,18.82428537,0,1.590658312
155.1,1,3.085032862,2.996518215,1,0.499295313,49.92953125,0,18.82428537,0,1.610650085
155.15,0,3.084579172,3.003658776,0,0.500262977,50.02629773,0,18.82428537,0,1.640609198
155.2,0,3.064849473,3.003365874,0,0.500681459,50.06814591,0,18.82428537,0,1.660616492
155.25,1,3.065303863,2.996226003,1,0.499713933,49.97139325,0,18.82428537,0,1.690655985
155.3,1,3.085034026,2.996519362,1,0.499295542,49.92955424,0,18.82428537,0,1.710647767
155.35,0,3.084580329,3.003659916,0,0.500263206,50.02632058,0,18.82428537,0,1.740606894
155.4,0,3.064850626,3.003367009,0,0.500681687,50.06816867,0,18.82428537,0,1.760614197
155.45,1,3.065305009,2.996227132,1,0.499714159,49.97141587,0,18.82428537,0,1.790653703
155.5,1,3.085035168,2.996520487,1,0.499295768,49.92957677,0,18.82428537,0,1.810645495
155.55,0,3.084581464,3.003661034,0,0.50026343,50.02634298,0,18.82428537,0,1.840604635
155.6,0,3.064851756,3.003368123,0,0.50068191,50.06819098,0,18.82428537,0,1.860611947
155.65,1,3.065306133,2.996228238,1,0.499714381,49.97143805,0,18.82428537,0,1.890651467
155.7,1,3.085036287,2.996521589,1,0.499295989,49.92959886,0,18.82428537,0,1.910643267
155.75,0,3.084582576,3.00366213,0,0.500263649,50.02636494,0,18.82428537,0,1.940602421
155.8,0,3.064852864,3.003369214,0,0.500682129,50.06821285,0,18.82428537,0,1.960609741
155.85,1,3.065307234,2.996229323,1,0.499714598,49.97145979,0,18.82428537,0,1.990649274
155.9,1,3.085037383,2.99652267,1,0.499296205,49.92962051,0,18.82428537,0,2.010641083
155.95,0,3.084583667,3.003663204,0,0.500263865,50.02638646,0,18.82428537,0,2.04060025
156,0,3.06485395,3.003370284,0,0.500682343,50.06823429,1,18.82428537,0,2.060607579
156.05,1,3.065308313,2.996230387,1,0.499714811,49.9714811,1,18.84572277,2.707679964,1.932085601
156.1,1,3.085038459,2.996523729,1,0.499296417,49.92964174,1,18.86002377,2.587317253,1.846199875
156.15,0,3.084584736,3.003664257,0,0.500264076,50.02640756,1,18.88028162,2.418925288,1.72604251
156.2,0,3.064855015,3.003371333,0,0.500682553,50.06825531,1,18.89304261,2.314325404,1.651404467
156.25,1,3.065309372,2.996231429,1,0.49971502,49.971502,1,18.91115024,2.168057757,1.547034077
156.3,1,3.085039513,2.996524767,1,0.499296626,49.92966255,1,18.92257717,2.077112504,1.482139401
156.35,0,3.084585783,3.003665289,0,0.500264283,50.02642825,1,18.93882076,1.949867318,1.391342633
156.4,0,3.064856059,3.003372361,0,0.500682759,50.06827591,1,18.94909048,1.87083809,1.334950727
156.45,1,3.065310409,2.996232451,1,0.499715225,49.97152248,1,18.96371788,1.760336624,1.256101567
156.5,1,3.085040546,2.996525785,1,0.49929683,49.92968295,1,18.97298458,1.691618257,1.207067054
156.55,0,3.084586811,3.003666301,0,0.500264485,50.02644853,1,18.98620992,1.595462253,1.138454207
156.6,0,3.064857082,3.003373369,0,0.500682961,50.06829611,1,18.99460589,1.53575339,1.095848495
156.65,1,3.065311426,2.996233453,1,0.499715426,49.97154255,1,19.00661493,1.4522757,1.036282355
156.7,1,3.085041559,2.996526783,1,0.499297029,49.92970295,1,19.01425593,1.400351252,0.999231271
156.75,0,3.084587818,3.003667293,0,0.500264684,50.02646841,1,19.02520924,1.327685235,0.947379882
156.8,0,3.064858085,3.003374357,0,0.500683159,50.06831591,0,19.03219435,1.282574218,0.915190574
156.85,1,3.065312423,2.996234435,1,0.499715622,49.97156224,0,19.03276637,0,0.940954921
156.9,1,3.085042552,2.996527761,1,0.499297226,49.92972255,0,19.03276637,0,0.960946771
156.95,0,3.084588805,3.003668265,0,0.500264879,50.02648789,0,19.03276637,0,0.990905999
157,0,3.064859068,3.003375325,0,0.500683353,50.06833532,0,19.03276637,0,1.010913369
157.05,1,3.065313401,2.996235398,1,0.499715815,49.97158153,0,19.03276637,0,1.040952975
157.1,1,3.085043526,2.99652872,1,0.499297418,49.92974177,0,19.03276637,0,1.060944833
157.15,0,3.084589773,3.003669219,0,0.50026507,50.026507,0,19.03276637,0,1.090904072
157.2,0,3.064860032,3.003376275,0,0.500683543,50.06835435,0,19.03276637,0,1.11091145
157.25,1,3.065314359,2.996236342,1,0.499716004,49.97160045,0,19.03276637,0,1.140951067
157.3,1,3.08504448,2.996529661,1,0.499297606,49.92976061,0,19.03276637,0,1.160942933
157.35,0,3.084590721,3.003670153,0,0.500265257,50.02652573,0,19.03276637,0,1.190902184
157.4,0,3.064860977,3.003377206,0,0.50068373,50.068373,0,19.03276637,0,1.210909569
157.45,1,3.065315298,2.996237267,1,0.49971619,49.97161899,0,19.03276637,0,1.240949197
157.5,1,3.085045416,2.996530582,1,0.499297791,49.92977908,0,19.03276637,0,1.26094107
157.55,0,3.084591651,3.003671069,0,0.500265441,50.02654409,0,19.03276637,0,1.290900332
157.6,0,3.064861903,3.003378118,0,0.500683913,50.06839129,0,19.03276637,0,1.310907724
157.65,1,3.065316219,2.996238174,1,0.499716372,49.97163717,0,19.03276637,0,1.340947364
157.7,1,3.085046333,2.996531486,1,0.499297972,49.92979718,0,19.03276637,0,1.360939244
157.75,0,3.084592563,3.003671967,0,0.500265621,50.02656208,0,19.03276637,0,1.390898517
157.8,0,3.064862811,3.003379013,0,0.500684092,50.06840921,0,19.03276637,0,1.410905917
157.85,1,3.065317121,2.996239063,1,0.49971655,49.97165498,0,19.03276637,0,1.440945567
157.9,1,3.085047232,2.996532371,1,0.499298149,49.92981493,0,19.03276637,0,1.460937454
157.95,0,3.084593457,3.003672848,0,0.500265797,50.02657973,0,19.03276637,0,1.490896738
158,0,3.064863701,3.00337989,0,0.500684268,50.06842679,0,19.03276637,0,1.510904144
158.05,1,3.065318006,2.996239935,1,0.499716725,49.97167245,0,19.03276637,0,1.540943806
158.1,1,3.085048113,2.996533239,1,0.499298323,49.92983233,0,19.03276637,0,1.5609357
158.15,0,3.084594333,3.003673711,0,0.50026597,50.02659702,0,19.03276637,0,1.590894994
158.2,0,3.064864574,3.003380749,0,0.50068444,50.06844401,0,19.03276637,0,1.610902407
158.25,1,3.065318874,2.996240789,1,0.499716896,49.97168958,0,19.03276637,0,1.640942079
158.3,1,3.085048977,2.996534091,1,0.499298494,49.92984939,0,19.03276637,0,1.66093398
158.35,0,3.084595191,3.003674557,0,0.50026614,50.02661398,0,19.03276637,0,1.690893284
158.4,0,3.064865429,3.003381592,0,0.500684609,50.0684609,0,19.03276637,0,1.710900704
158.45,1,3.065319724,2.996241627,1,0.499717064,49.97170636,0,19.03276637,0,1.740940386
158.5,1,3.085049824,2.996534925,1,0.499298661,49.92986611,0,19.03276637,0,1.760932293
158.55,0,3.084596033,3.003675386,0,0.500266306,50.0266306,0,19.03276637,0,1.790891608
158.6,0,3.064866268,3.003382418,0,0.500684775,50.06847745,0,19.03276637,0,1.810899034
158.65,1,3.065320558,2.996242448,1,0.499717228,49.97172282,0,19.03276637,0,1.840938726
158.7,1,3.085050655,2.996535743,1,0.499298825,49.9298825,0,19.03276637,0,1.86093064
158.75,0,3.084596859,3.003676199,0,0.500266469,50.02664689,0,19.03276637,0,1.890889964
158.8,0,3.06486709,3.003383228,0,0.500684937,50.06849368,0,19.03276637,0,1.910897398
158.85,1,3.065321375,2.996243253,1,0.49971739,49.97173895,0,19.03276637,0,1.940937099
158.9,1,3.085051468,2.996536545,1,0.499298986,49.92989857,0,19.03276637,0,1.96092902
158.95,0,3.084597668,3.003676996,0,0.500266629,50.02666286,0,19.03276637,0,1.990888354
159,0,3.064867896,3.003384022,0,0.500685096,50.06850959,0,19.03276637,0,2.010895793
159.05,1,3.065322176,2.996244043,1,0.499717548,49.97175477,0,19.03276637,0,2.040935504
159.1,1,3.085052266,2.996537331,1,0.499299143,49.92991432,1,19.03276637,0,2.060927431
159.15,0,3.084598461,3.003677778,0,0.500266785,50.02667852,1,19.05397205,2.707986031,1.932303998
159.2,0,3.064868686,3.0033848,0,0.500685252,50.06852519,1,19.06811849,2.587628179,1.846421738
159.25,1,3.065322961,2.996244816,1,0.499717703,49.97177027,1,19.0881583,2.419319551,1.726323838
159.3,1,3.085053049,2.996538101,1,0.499299298,49.92992976,1,19.10078243,2.314676935,1.651655305
159.35,0,3.084599239,3.003678544,0,0.500266939,50.02669387,1,19.11869557,2.168272975,1.547187648
159.4,0,3.06486946,3.003385563,0,0.500685405,50.06854048,1,19.12999968,2.077337531,1.482299971
159.45,1,3.065323731,2.996245575,1,0.499717855,49.97178547,1,19.14606944,1.950182605,1.391567608
159.5,1,3.085053815,2.996538857,1,0.499299449,49.9299449,1,19.15622965,1.871114947,1.335148281
159.55,0,3.084600001,3.003679295,0,0.500267089,50.02670892,1,19.17070069,1.760483187,1.256206148
159.6,0,3.06487022,3.003386311,0,0.500685555,50.06855547,1,19.17986819,1.691778368,1.207181302
159.65,1,3.065324486,2.996246318,1,0.499718004,49.97180037,1,19.19295262,1.595717855,1.138636594
159.7,1,3.085054567,2.996539597,1,0.499299597,49.92995974,1,19.20125947,1.535973814,1.096005779
159.75,0,3.084600748,3.003680031,0,0.500267237,50.02672367,1,19.21314061,1.452370377,1.036349912
159.8,0,3.064870964,3.003387044,0,0.500685702,50.06857016,1,19.22070002,1.400462302,0.999310511
159.85,1,3.065325226,2.996247047,1,0.49971815,49.97181497,1,19.23153702,1.327895728,0.947530081
159.9,1,3.085055304,2.996540323,1,0.499299743,49.92997429,0,19.23844827,1.282751989,0.915317423
159.95,0,3.084601481,3.003680752,0,0.500267381,50.02673813,0,19.23901423,0,0.941000963
