time,Tank1WaterLevel,Tank2WaterLevel,Tank1InFlow,Tank2OutFlow,Tank3OutFlow,Tank2.level,wt3_valve
145.35,3.084482193,3.003563243,0,0.500243833,0,48.87084492,0
145.4,3.06475288,3.00327072,0,0.50066239,0,48.89085145,0
145.45,3.065207844,2.996131415,1,0.499694977,0,48.92088979,0
145.5,3.084938388,2.99642515,1,0.499276662,0,48.94088082,0
145.55,3.08448526,3.003566265,0,0.500244438,0,48.97083881,0
145.6,3.064755935,3.003273729,0,0.500662994,0,48.99084536,0
145.65,3.065210881,2.996134406,1,0.499695577,0,49.02088375,0
145.7,3.084941413,2.99642813,1,0.49927726,0,49.0408748,0
145.75,3.084488267,3.003569227,0,0.500245032,0,49.07083283,0
145.8,3.064758929,3.00327668,0,0.500663585,0,49.0908394,0
145.85,3.065213858,2.996137339,1,0.499696164,0,49.12087782,0
145.9,3.084944378,2.996431051,1,0.499277845,0,49.14086889,0
145.95,3.084491215,3.00357213,0,0.500245614,0,49.17082696,0
146,3.064761865,3.003279572,0,0.500664164,0,49.19083356,0
146.05,3.065216776,2.996140214,1,0.499696741,0,49.22087201,0
146.1,3.084947285,2.996433914,1,0.499278419,0,49.24086311,0
146.15,3.084494104,3.003574977,0,0.500246184,0,49.27082121,0
146.2,3.064764743,3.003282407,0,0.500664732,0,49.29082783,0
146.25,3.065219637,2.996143032,1,0.499697305,0,49.32086632,0
146.3,3.084950135,2.996436722,1,0.499278981,0,49.34085743,0
146.35,3.084496937,3.003577767,0,0.500246743,0,49.37081557,0
146.4,3.064767565,3.003285186,0,0.500665289,0,49.39082221,0
146.45,3.065222442,2.996145795,1,0.499697859,0,49.42086073,0
146.5,3.084952928,2.996439473,1,0.499279533,0,49.44085187,0
146.55,3.084499714,3.003580503,0,0.500247291,0,49.47081004,0
146.6,3.064770331,3.003287911,0,0.500665835,0,49.4908167,0
146.65,3.065225191,2.996148504,1,0.499698402,0,49.52085526,0
146.7,3.084955667,2.996442171,1,0.499280073,0,49.54084642,0
146.75,3.084502436,3.003583184,0,0.500247829,0,49.57080462,0
146.8,3.064773042,3.003290582,0,0.500666371,0,49.59081131,0
146.85,3.065227887,2.996151159,1,0.499698934,0,49.62084989,0
146.9,3.084958351,2.996444816,1,0.499280603,0,49.64084107,0
146.95,3.084505105,3.003585813,0,0.500248356,0,49.67079931,0
147,3.0647757,3.0032932,0,0.500666895,0,49.69080601,0
147.05,3.065230529,2.996153761,1,0.499699455,0,49.72084463,0
147.1,3.084960983,2.996447408,1,0.499281123,0,49.74083583,0
147.15,3.084507721,3.00358839,0,0.500248872,0,49.7707941,0
147.2,3.064778306,3.003295767,0,0.50066741,0,49.79080083,0
147.25,3.065233119,2.996156313,1,0.499699967,0,49.82083948,0
147.3,3.084963563,2.996449949,1,0.499281632,0,49.8408307,0
147.35,3.084510285,3.003590916,0,0.500249378,0,49.87078899,0
147.4,3.06478086,3.003298283,0,0.500667914,0,49.89079574,0
147.45,3.065235658,2.996158814,1,0.499700468,0,49.92083442,0
147.5,3.084966092,2.996452441,1,0.499282131,0,49.94082566,0
147.55,3.084512799,3.003593393,0,0.500249875,0,49.97078399,0
147.6,3.064783364,3.00330075,0,0.500668408,0,49.99079076,0
147.65,3.065238147,2.996161266,1,0.499700959,0,50.02082946,0
147.7,3.084968571,2.996454883,1,0.499282621,0,50.04082073,0
147.75,3.084515264,3.00359582,0,0.500250361,0,50.07077908,0
147.8,3.064785819,3.003303168,0,0.500668893,0,50.09078587,0
147.85,3.065240587,2.99616367,1,0.499701441,0,50.12082461,0
147.9,3.084971001,2.996457277,1,0.499283101,0,50.14081589,0
147.95,3.08451768,3.0035982,0,0.500250838,0,50.17077427,0
148,3.064788225,3.003305539,0,0.500669368,0,50.19078108,0
148.05,3.065242979,2.996166026,1,0.499701913,0,50.22081984,0
148.1,3.084973384,2.996459624,1,0.499283571,0,50.24081115,0
148.15,3.084520048,3.003600533,0,0.500251306,0,50.27076955,0
148.2,3.064790584,3.003307862,0,0.500669834,0,50.29077638,0
148.25,3.065245324,2.996168336,1,0.499702376,0,50.32081518,0
148.3,3.08497572,2.996461925,1,0.499284032,0,50.3408065,0
148.35,3.08452237,3.003602821,0,0.500251764,0,50.37076493,0
148.4,3.064792896,3.00331014,0,0.50067029,0,50.39077178,0
148.45,3.065247623,2.996170601,1,0.49970283,0,50.4208106,0
148.5,3.084978009,2.99646418,1,0.499284484,0,50.44080194,0
148.55,3.084524646,3.003605063,0,0.500252213,0,50.4707604,0
148.6,3.064795163,3.003312374,0,0.500670738,0,50.49076726,0
148.65,3.065249876,2.996172821,1,0.499703275,0,50.52080611,0
148.7,3.084980254,2.996466392,1,0.499284927,0,50.54079747,0
148.75,3.084526877,3.003607261,0,0.500252654,0,50.57075596,0
148.8,3.064797386,3.003314563,0,0.500671176,0,50.59076284,0
148.85,3.065252086,2.996174997,1,0.499703711,0,50.62080171,0
148.9,3.084982454,2.996468559,1,0.499285361,0,50.64079309,0
148.95,3.084529064,3.003609415,0,0.500253085,0,50.6707516,0
149,3.064799564,3.003316709,0,0.500671607,0,50.6907585,0
149.05,3.065254251,2.99617713,1,0.499704139,0,50.7207974,0
149.1,3.084984611,2.996470684,1,0.499285787,0,50.74078879,0
149.15,3.084531208,3.003611527,0,0.500253509,0,50.77074734,0
149.2,3.0648017,3.003318813,0,0.500672028,0,50.79075425,0
149.25,3.065256374,2.996179221,1,0.499704558,0,50.82079318,0
149.3,3.084986726,2.996472767,1,0.499286205,0,50.84078458,0
149.35,3.08453331,3.003613598,0,0.500253924,0,50.87074315,0
149.4,3.064803794,3.003320875,0,0.500672441,0,50.89075008,0
149.45,3.065258455,2.996181272,1,0.499704968,0,50.92078903,0
149.5,3.084988799,2.996474809,1,0.499286614,0,50.94078046,0
149.55,3.084535371,3.003615628,0,0.50025433,0,50.97073905,0
149.6,3.064805846,3.003322897,0,0.500672847,0,50.990746,0
149.65,3.065260495,2.996183281,1,0.499705371,0,51.02078497,0
149.7,3.084990831,2.996476811,1,0.499287015,0,51.04077641,0
149.75,3.084537391,3.003617618,0,0.500254729,0,51.07073503,0
149.8,3.064807858,3.003324879,0,0.500673244,0,51.09074199,0
149.85,3.065262495,2.996185252,1,0.499705766,0,51.12078099,0
149.9,3.084992823,2.996478773,1,0.499287408,0,51.14077245,0
149.95,3.084539371,3.003619568,0,0.50025512,0,51.17073108,0
150,3.06480983,3.003326822,0,0.500673633,0,51.19073806,0
150.05,3.065264456,2.996187183,1,0.499706153,0,51.22077709,0
150.1,3.084994776,2.996480697,1,0.499287794,0,51.24076856,0
150.15,3.084541312,3.003621481,0,0.500255503,0,51.27072722,0
150.2,3.064811764,3.003328726,0,0.500674015,0,51.29073421,0
150.25,3.065266378,2.996189076,1,0.499706533,0,51.32077326,0
150.3,3.08499669,2.996482583,1,0.499288172,0,51.34076475,0
150.35,3.084543215,3.003623355,0,0.500255879,0,51.37072343,0
150.4,3.064813659,3.003330594,0,0.500674389,0,51.39073044,0
150.45,3.065268262,2.996190932,1,0.499706904,0,51.42076951,0
150.5,3.084998567,2.996484431,1,0.499288542,0,51.44076101,0
150.55,3.084545081,3.003625193,0,0.500256247,0,51.47071972,0
150.6,3.064815517,3.003332424,0,0.500674756,0,51.49072674,0
150.65,3.065270109,2.996192752,1,0.499707269,0,51.52076583,0
150.7,3.085000406,2.996486244,1,0.499288905,0,51.54075735,0
150.75,3.084546909,3.003626995,0,0.500256608,0,51.57071608,0
150.8,3.064817339,3.003334218,0,0.500675115,0,51.59072311,0
150.85,3.06527192,2.996194536,1,0.499707627,0,51.62076223,0
150.9,3.08500221,2.99648802,1,0.499289261,0,51.64075376,0
150.95,3.084548702,3.003628761,0,0.500256962,0,51.67071251,0
151,3.064819125,3.003335977,0,0.500675468,0,51.69071956,0
151.05,3.065273695,2.996196284,1,0.499707977,0,51.72075869,0
151.1,3.085003978,2.996489762,1,0.49928961,0,51.74075024,0
151.15,3.08455046,3.003630492,0,0.500257309,0,51.77070901,0
151.2,3.064820875,3.003337702,0,0.500675813,0,51.79071607,0
151.25,3.065275435,2.996197998,1,0.49970832,0,51.82075523,0
151.3,3.085005711,2.996491469,1,0.499289953,0,51.84074679,0
151.35,3.084552183,3.003632189,0,0.500257649,0,51.87070558,0
151.4,3.064822591,3.003339392,0,0.500676152,0,51.89071266,0
151.45,3.065277141,2.996199679,1,0.499708657,0,51.92075183,0
151.5,3.08500741,2.996493143,1,0.499290288,0,51.9407434,0
151.55,3.084553871,3.003633853,0,0.500257983,0,51.97070222,0
151.6,3.064824273,3.003341049,0,0.500676484,0,51.99070931,0
151.65,3.065278813,2.996201326,1,0.499708987,0,52.0207485,0
151.7,3.085009075,2.996494784,1,0.499290617,0,52.04074009,0
151.75,3.084555527,3.003635484,0,0.50025831,0,52.07069892,0
151.8,3.064825922,3.003342674,0,0.50067681,0,52.09070603,0
151.85,3.065280452,2.996202941,1,0.499709311,0,52.12074524,0
151.9,3.085010708,2.996496392,1,0.499290939,0,52.14073684,0
151.95,3.08455715,3.003637083,0,0.50025863,0,52.17069569,0
152,3.064827539,3.003344266,0,0.500677129,0,52.19070281,0
152.05,3.065282059,2.996204524,1,0.499709628,0,52.22074204,0
152.1,3.085012309,2.996497969,1,0.499291255,0,52.24073365,0
152.15,3.084558741,3.00363865,0,0.500258944,0,52.27069252,0
152.2,3.064829124,3.003345827,0,0.500677442,0,52.29069965,0
152.25,3.065283635,2.996206076,1,0.499709939,0,52.3207389,0
152.3,3.085013878,2.996499514,1,0.499291565,0,52.34073053,0
152.35,3.084560301,3.003640186,0,0.500259252,0,52.37068942,0
152.4,3.064830677,3.003347358,0,0.500677749,0,52.39069656,0
152.45,3.065285179,2.996207597,1,0.499710244,0,52.42073583,0
152.5,3.085015416,2.99650103,1,0.499291869,0,52.44072746,0
152.55,3.08456183,3.003641693,0,0.500259554,0,52.47068637,0
152.6,3.0648322,3.003348858,0,0.500678049,0,52.49069353,0
152.65,3.065286693,2.996209088,1,0.499710543,0,52.52073282,0
152.7,3.085016924,2.996502515,1,0.499292166,0,52.54072446,0
152.75,3.084563329,3.003643169,0,0.50025985,0,52.57068339,0
152.8,3.064833693,3.003350329,0,0.500678344,0,52.59069056,0
152.85,3.065288177,2.99621055,1,0.499710836,0,52.62072986,0
152.9,3.085018402,2.996503971,1,0.499292458,0,52.64072152,0
152.95,3.084564798,3.003644617,0,0.50026014,0,52.67068046,0
153,3.064835157,3.003351771,0,0.500678633,0,52.69068764,0
153.05,3.065289632,2.996211983,1,0.499711123,0,52.72072696,0
153.1,3.085019851,2.996505399,1,0.499292744,0,52.74071863,0
153.15,3.084566239,3.003646036,0,0.500260424,0,52.77067759,0
153.2,3.064836591,3.003353184,0,0.500678916,0,52.79068478,0
153.25,3.065291058,2.996213388,1,0.499711405,0,52.82072412,0
153.3,3.085021272,2.996506798,1,0.499293025,0,52.84071581,0
153.35,3.084567651,3.003647427,0,0.500260703,0,52.87067478,0
153.4,3.064837998,3.00335457,0,0.500679194,0,52.89068198,0
153.45,3.065292456,2.996214766,1,0.499711681,0,52.92072134,0
153.5,3.085022664,2.99650817,1,0.499293299,0,52.94071303,0
153.55,3.084569035,3.00364879,0,0.500260976,0,52.97067203,0
153.6,3.064839377,3.003355928,0,0.500679466,0,52.99067924,0
153.65,3.065293827,2.996216116,1,0.499711951,0,53.02071861,0
153.7,3.08502403,2.996509515,1,0.499293569,0,53.04071032,0
153.75,3.084570392,3.003650127,0,0.500261244,0,53.07066932,0
153.8,3.064840728,3.003357259,0,0.500679733,0,53.09067655,0
153.85,3.06529517,2.996217439,1,0.499712216,0,53.12071594,0
153.9,3.085025368,2.996510833,1,0.499293833,0,53.14070765,0
153.95,3.084571723,3.003651438,0,0.500261507,0,53.17066668,0
154,3.064842053,3.003358565,0,0.500679994,0,53.19067391,0
154.05,3.065296487,2.996218737,1,0.499712476,0,53.22071332,0
154.1,3.08502668,2.996512126,1,0.499294092,0,53.24070504,0
154.15,3.084573027,3.003652722,0,0.500261764,0,53.27066408,0
154.2,3.064843352,3.003359844,0,0.500680251,0,53.29067132,0
154.25,3.065297779,2.996220009,1,0.499712731,0,53.32071074,0
154.3,3.085027966,2.996513392,1,0.499294346,0,53.34070248,0
154.35,3.084574305,3.003653982,0,0.500262017,0,53.37066153,0
154.4,3.064844626,3.003361099,0,0.500680502,0,53.39066879,0
154.45,3.065299044,2.996221256,1,0.499712981,0,53.42070822,0
154.5,3.085029227,2.996514634,1,0.499294595,0,53.44069997,0
154.55,3.084575558,3.003655216,0,0.500262264,0,53.47065904,0
154.6,3.064845874,3.003362328,0,0.500680749,0,53.4906663,0
154.65,3.065300285,2.996222478,1,0.499713226,0,53.52070575,0
154.7,3.085030463,2.996515852,1,0.499294839,0,53.54069751,0
154.75,3.084576787,3.003656427,0,0.500262506,0,53.57065659,0
154.8,3.064847098,3.003363534,0,0.50068099,0,53.59066387,0
154.85,3.065301502,2.996223676,1,0.499713466,0,53.62070333,0
154.9,3.085031674,2.996517045,1,0.499295078,0,53.6406951,0
154.95,3.084577991,3.003657613,0,0.500262744,0,53.6706542,0
155,3.064848297,3.003364715,0,0.500681227,0,53.69066148,0
155.05,3.065302694,2.996224851,1,0.499713702,0,53.72070096,0
155.1,3.085032862,2.996518215,1,0.499295313,0,53.74069273,0
155.15,3.084579172,3.003658776,0,0.500262977,0,53.77065184,0
155.2,3.064849473,3.003365874,0,0.500681459,0,53.79065914,0
155.25,3.065303863,2.996226003,1,0.499713933,0,53.82069863,0
155.3,3.085034026,2.996519362,1,0.499295542,0,53.84069041,0
155.35,3.084580329,3.003659916,0,0.500263206,0,53.87064954,0
155.4,3.064850626,3.003367009,0,0.500681687,0,53.89065684,0
155.45,3.065305009,2.996227132,1,0.499714159,0,53.92069635,0
155.5,3.085035168,2.996520487,1,0.499295768,0,53.94068814,0
155.55,3.084581464,3.003661034,0,0.50026343,0,53.97064728,0
155.6,3.064851756,3.003368123,0,0.50068191,0,53.99065459,0
155.65,3.065306133,2.996228238,1,0.499714381,0,54.02069411,0
155.7,3.085036287,2.996521589,1,0.499295989,0,54.04068591,0
155.75,3.084582576,3.00366213,0,0.500263649,0,54.07064507,0
155.8,3.064852864,3.003369214,0,0.500682129,0,54.09065239,0
155.85,3.065307234,2.996229323,1,0.499714598,0,54.12069192,0
155.9,3.085037383,2.99652267,1,0.499296205,0,54.14068373,0
155.95,3.084583667,3.003663204,0,0.500263865,0,54.1706429,0
156,3.06485395,3.003370284,0,0.500682343,0,54.19065023,0
156.05,3.065308313,2.996230387,1,0.499714811,0,54.22068977,0
156.1,3.085038459,2.996523729,1,0.499296417,0,54.24068159,0
156.15,3.084584736,3.003664257,0,0.500264076,0,54.27064077,0
156.2,3.064855015,3.003371333,0,0.500682553,0,54.29064811,0
156.25,3.065309372,2.996231429,1,0.49971502,0,54.32068766,0
156.3,3.085039513,2.996524767,1,0.499296626,0,54.34067949,0
156.35,3.084585783,3.003665289,0,0.500264283,0,54.37063868,0
156.4,3.064856059,3.003372361,0,0.500682759,0,54.39064603,0
156.45,3.065310409,2.996232451,1,0.499715225,0,54.4206856,0
156.5,3.085040546,2.996525785,1,0.49929683,0,54.44067743,0
156.55,3.084586811,3.003666301,0,0.500264485,0,54.47063664,0
156.6,3.064857082,3.003373369,0,0.500682961,0,54.49064399,0
156.65,3.065311426,2.996233453,1,0.499715426,0,54.52068357,0
156.7,3.085041559,2.996526783,1,0.499297029,0,54.54067542,0
156.75,3.084587818,3.003667293,0,0.500264684,0,54.57063463,0
156.8,3.064858085,3.003374357,0,0.500683159,0,54.59064199,0
156.85,3.065312423,2.996234435,1,0.499715622,0,54.62068159,0
156.9,3.085042552,2.996527761,1,0.499297226,0,54.64067344,0
156.95,3.084588805,3.003668265,0,0.500264879,0,54.67063267,0
157,3.064859068,3.003375325,0,0.500683353,0,54.69064004,0
157.05,3.065313401,2.996235398,1,0.499715815,0,54.72067964,0
157.1,3.085043526,2.99652872,1,0.499297418,0,54.7406715,0
157.15,3.084589773,3.003669219,0,0.50026507,0,54.77063074,0
157.2,3.064860032,3.003376275,0,0.500683543,0,54.79063812,0
157.25,3.065314359,2.996236342,1,0.499716004,0,54.82067774,0
157.3,3.08504448,2.996529661,1,0.499297606,0,54.8406696,0
157.35,3.084590721,3.003670153,0,0.500265257,0,54.87062885,0
157.4,3.064860977,3.003377206,0,0.50068373,0,54.89063624,0
157.45,3.065315298,2.996237267,1,0.49971619,0,54.92067587,0
157.5,3.085045416,2.996530582,1,0.499297791,0,54.94066774,0
157.55,3.084591651,3.003671069,0,0.500265441,0,54.970627,0
157.6,3.064861903,3.003378118,0,0.500683913,0,54.99063439,0
157.65,3.065316219,2.996238174,1,0.499716372,0,55.02067403,0
157.7,3.085046333,2.996531486,1,0.499297972,0,55.04066591,0
157.75,3.084592563,3.003671967,0,0.500265621,0,55.07062519,0
157.8,3.064862811,3.003379013,0,0.500684092,0,55.09063258,0
157.85,3.065317121,2.996239063,1,0.49971655,0,55.12067224,0
157.9,3.085047232,2.996532371,1,0.499298149,0,55.14066412,0
157.95,3.084593457,3.003672848,0,0.500265797,0,55.17062341,0
158,3.064863701,3.00337989,0,0.500684268,0,55.19063081,0
158.05,3.065318006,2.996239935,1,0.499716725,0,55.22067047,0
158.1,3.085048113,2.996533239,1,0.499298323,0,55.24066237,0
158.15,3.084594333,3.003673711,0,0.50026597,0,55.27062166,0
158.2,3.064864574,3.003380749,0,0.50068444,0,55.29062908,0
158.25,3.065318874,2.996240789,1,0.499716896,0,55.32066875,0
158.3,3.085048977,2.996534091,1,0.499298494,0,55.34066065,0
158.35,3.084595191,3.003674557,0,0.50026614,0,55.37061995,0
158.4,3.064865429,3.003381592,0,0.500684609,0,55.39062737,0
158.45,3.065319724,2.996241627,1,0.499717064,0,55.42066705,0
158.5,3.085049824,2.996534925,1,0.499298661,0,55.44065896,0
158.55,3.084596033,3.003675386,0,0.500266306,0,55.47061828,0
158.6,3.064866268,3.003382418,0,0.500684775,0,55.4906257,0
158.65,3.065320558,2.996242448,1,0.499717228,0,55.52066539,0
158.7,3.085050655,2.996535743,1,0.499298825,0,55.54065731,0
158.75,3.084596859,3.003676199,0,0.500266469,0,55.57061663,0
158.8,3.06486709,3.003383228,0,0.500684937,0,55.59062407,0
158.85,3.065321375,2.996243253,1,0.49971739,0,55.62066377,0
158.9,3.085051468,2.996536545,1,0.499298986,0,55.64065569,0
158.95,3.084597668,3.003676996,0,0.500266629,0,55.67061502,0
159,3.064867896,3.003384022,0,0.500685096,0,55.69062246,0
159.05,3.065322176,2.996244043,1,0.499717548,0,55.72066217,0
159.1,3.085052266,2.996537331,1,0.499299143,0,55.7406541,0
159.15,3.084598461,3.003677778,0,0.500266785,0,55.77061344,0
159.2,3.064868686,3.0033848,0,0.500685252,0,55.79062089,0
159.25,3.065322961,2.996244816,1,0.499717703,0,55.82066061,0
159.3,3.085053049,2.996538101,1,0.499299298,0,55.84065254,0
159.35,3.084599239,3.003678544,0,0.500266939,0,55.87061189,0
159.4,3.06486946,3.003385563,0,0.500685405,0,55.89061935,0
159.45,3.065323731,2.996245575,1,0.499717855,0,55.92065908,0
159.5,3.085053815,2.996538857,1,0.499299449,0,55.94065102,0
159.55,3.084600001,3.003679295,0,0.500267089,0,55.97061038,0
159.6,3.06487022,3.003386311,0,0.500685555,0,55.99061784,0
159.65,3.065324486,2.996246318,1,0.499718004,0,56.02065757,0
159.7,3.085054567,2.996539597,1,0.499299597,0,56.04064952,0
159.75,3.084600748,3.003680031,0,0.500267237,0,56.07060889,0
159.8,3.064870964,3.003387044,0,0.500685702,0,56.09061635,0
159.85,3.065325226,2.996247047,1,0.49971815,0,56.1206561,0
159.9,3.085055304,2.996540323,1,0.499299743,0,56.14064805,0
159.95,3.084601481,3.003680752,0,0.500267381,0,56.17060743,0
160,3.064871693,3.003387763,0,0.500685846,0,56.1906149,0
160.05,3.065325951,2.996247761,1,0.499718293,0,56.22065466,0
160.1,3.085056026,2.996541035,1,0.499299885,0,56.24064661,0
160.15,3.084602199,3.00368146,0,0.500267523,0,56.270606,0
160.2,3.064872409,3.003388467,0,0.500685987,0,56.29061348,0
160.25,3.065326662,2.996248462,1,0.499718433,0,56.32065324,0
160.3,3.085056735,2.996541732,1,0.499300025,0,56.3406452,0
160.35,3.084602903,3.003682153,0,0.500267662,0,56.3706046,0
160.4,3.06487311,3.003389158,0,0.500686125,0,56.39061208,0
160.45,3.065327359,2.996249148,1,0.499718571,0,56.42065185,0
160.5,3.085057429,2.996542416,1,0.499300162,0,56.44064382,0
160.55,3.084603593,3.003682833,0,0.500267798,0,56.47060323,0
160.6,3.064873797,3.003389835,0,0.500686261,0,56.49061071,0
160.65,3.065328042,2.996249821,1,0.499718706,0,56.52065049,0
160.7,3.085058109,2.996543087,1,0.499300297,0,56.54064247,0
160.75,3.084604269,3.003683499,0,0.500267932,0,56.57060188,0
160.8,3.064874471,3.003390499,0,0.500686394,0,56.59060937,0
160.85,3.065328712,2.996250481,1,0.499718838,0,56.62064916,0
160.9,3.085058776,2.996543744,1,0.499300428,0,56.64064114,0
160.95,3.084604932,3.003684153,0,0.500268063,0,56.67060056,0
161,3.064875131,3.003391149,0,0.500686524,0,56.69060806,0
161.05,3.065329369,2.996251128,1,0.499718968,0,56.72064785,0
161.1,3.08505943,2.996544388,1,0.499300557,0,56.74063984,0
161.15,3.084605583,3.003684793,0,0.500268191,0,56.77059926,0
161.2,3.064875779,3.003391787,0,0.500686652,0,56.79060677,0
161.25,3.065330012,2.996251762,1,0.499719095,0,56.82064657,0
161.3,3.085060072,2.99654502,1,0.499300684,0,56.84063856,0
161.35,3.08460622,3.003685421,0,0.500268317,0,56.870598,0
161.4,3.064876414,3.003392413,0,0.500686777,0,56.8906055,0
161.45,3.065330643,2.996252384,1,0.499719219,0,56.92064531,0
161.5,3.0850607,2.996545639,1,0.499300808,0,56.94063731,0
161.55,3.084606845,3.003686036,0,0.50026844,0,56.97059675,0
161.6,3.064877036,3.003393026,0,0.5006869,0,56.99060426,0
161.65,3.065331262,2.996252993,1,0.499719341,0,57.02064408,0
161.7,3.085061316,2.996546246,1,0.49930093,0,57.04063608,0
161.75,3.084607457,3.00368664,0,0.500268561,0,57.07059553,0
161.8,3.064877646,3.003393627,0,0.500687021,0,57.09060305,0
161.85,3.065331868,2.99625359,1,0.499719461,0,57.12064288,0
161.9,3.08506192,2.996546841,1,0.499301049,0,57.14063488,0
161.95,3.084608057,3.003687231,0,0.50026868,0,57.17059434,0
162,3.064878244,3.003394216,0,0.500687139,0,57.19060186,0
162.05,3.065332463,2.996254176,1,0.499719578,0,57.22064169,0
162.1,3.085062512,2.996547424,1,0.499301166,0,57.2406337,0
162.15,3.084608646,3.003687811,0,0.500268796,0,57.27059317,0
162.2,3.06487883,3.003394793,0,0.500687255,0,57.29060069,0
162.25,3.065333046,2.99625475,1,0.499719693,0,57.32064053,0
162.3,3.085063093,2.996547996,1,0.49930128,0,57.34063255,0
162.35,3.084609223,3.003688379,0,0.50026891,0,57.37059202,0
162.4,3.064879405,3.003395359,0,0.500687368,0,57.39059955,0
162.45,3.065333617,2.996255313,1,0.499719806,0,57.42063939,0
162.5,3.085063662,2.996548556,1,0.499301393,0,57.44063141,0
162.55,3.084609789,3.003688936,0,0.500269021,0,57.47059089,0
162.6,3.064879968,3.003395914,0,0.500687479,0,57.49059843,0
162.65,3.065334177,2.996255864,1,0.499719917,0,57.52063828,0
162.7,3.08506422,2.996549106,1,0.499301503,0,57.5406303,0
162.75,3.084610343,3.003689483,0,0.500269131,0,57.57058979,0
162.8,3.064880521,3.003396458,0,0.500687588,0,57.59059733,0
162.85,3.065334726,2.996256405,1,0.499720025,0,57.62063719,0
162.9,3.085064766,2.996549644,1,0.499301611,0,57.64062921,0
162.95,3.084610887,3.003690018,0,0.500269238,0,57.6705887,0
163,3.064881062,3.003396992,0,0.500687695,0,57.69059625,0
163.05,3.065335264,2.996256935,1,0.499720131,0,57.72063612,0
163.1,3.085065302,2.996550172,1,0.499301717,0,57.74062815,0
163.15,3.08461142,3.003690543,0,0.500269343,0,57.77058764,0
163.2,3.064881593,3.003397515,0,0.5006878,0,57.79059519,0
163.25,3.065335792,2.996257455,1,0.499720236,0,57.82063507,0
163.3,3.085065828,2.99655069,1,0.49930182,0,57.8406271,0
163.35,3.084611942,3.003691058,0,0.500269446,0,57.8705866,0
163.4,3.064882113,3.003398027,0,0.500687903,0,57.89059416,0
163.45,3.065336309,2.996257965,1,0.499720338,0,57.92063404,0
163.5,3.085066343,2.996551198,1,0.499301922,0,57.94062607,0
163.55,3.084612454,3.003691562,0,0.500269548,0,57.97058558,0
163.6,3.064882623,3.00339853,0,0.500688003,0,57.99059314,0
163.65,3.065336816,2.996258464,1,0.499720438,0,58.02063303,0
163.7,3.085066848,2.996551695,1,0.499302022,0,58.04062507,0
163.75,3.084612956,3.003692057,0,0.500269647,0,58.07058458,0
163.8,3.064883123,3.003399022,0,0.500688102,0,58.09059215,0
163.85,3.065337313,2.996258954,1,0.499720536,0,58.12063204,0
163.9,3.085067343,2.996552183,1,0.49930212,0,58.14062408,0
163.95,3.084613448,3.003692541,0,0.500269744,0,58.1705836,0
164,3.064883613,3.003399505,0,0.500688199,0,58.19059117,0
164.05,3.0653378,2.996259434,1,0.499720632,0,58.22063107,0
164.1,3.085067828,2.996552661,1,0.499302215,0,58.24062312,0
164.15,3.084613931,3.003693017,0,0.500269839,0,58.27058264,0
164.2,3.064884094,3.003399978,0,0.500688294,0,58.29059021,0
164.25,3.065338278,2.996259904,1,0.499720726,0,58.32063012,0
164.3,3.085068304,2.996553129,1,0.499302309,0,58.34062217,0
164.35,3.084614403,3.003693482,0,0.500269932,0,58.3705817,0
164.4,3.064884565,3.003400442,0,0.500688387,0,58.39058927,0
164.45,3.065338746,2.996260365,1,0.499720819,0,58.42062918,0
164.5,3.085068771,2.996553589,1,0.499302401,0,58.44062124,0
164.55,3.084614867,3.003693939,0,0.500270024,0,58.47058078,0
164.6,3.064885027,3.003400897,0,0.500688478,0,58.49058836,0
164.65,3.065339205,2.996260818,1,0.499720909,0,58.52062827,0
164.7,3.085069228,2.996554039,1,0.499302492,0,58.54062033,0
164.75,3.084615322,3.003694387,0,0.500270114,0,58.57057988,0
164.8,3.064885479,3.003401343,0,0.500688567,0,58.59058745,0
164.85,3.065339655,2.996261261,1,0.499720998,0,58.62062737,0
164.9,3.085069676,2.996554481,1,0.49930258,0,58.64061944,0
164.95,3.084615767,3.003694826,0,0.500270202,0,58.67057899,0
165,3.064885923,3.00340178,0,0.500688655,0,58.69058657,0
165.05,3.065340096,2.996261695,1,0.499721085,0,58.7206265,0
165.1,3.085070115,2.996554914,1,0.499302667,0,58.74061856,0
165.15,3.084616204,3.003695256,0,0.500270288,0,58.77057812,0
165.2,3.064886358,3.003402209,0,0.500688741,0,58.7905857,0
165.25,3.065340529,2.996262121,1,0.499721171,0,58.82062563,0
165.3,3.085070546,2.996555338,1,0.499302752,0,58.84061771,0
165.35,3.084616632,3.003695678,0,0.500270372,0,58.87057727,0
165.4,3.064886785,3.003402629,0,0.500688825,0,58.89058486,0
165.45,3.065340952,2.996262539,1,0.499721254,0,58.92062479,0
165.5,3.085070968,2.996555754,1,0.499302835,0,58.94061687,0
165.55,3.084617052,3.003696091,0,0.500270455,0,58.97057643,0
165.6,3.064887203,3.003403041,0,0.500688907,0,58.99058402,0
165.65,3.065341368,2.996262948,1,0.499721336,0,59.02062396,0
165.7,3.085071382,2.996556162,1,0.499302917,0,59.04061604,0
165.75,3.084617463,3.003696496,0,0.500270536,0,59.07057561,0
165.8,3.064887612,3.003403444,0,0.500688988,0,59.09058321,0
165.85,3.065341775,2.99626335,1,0.499721417,0,59.12062315,0
