date,dew,pollution,temp,press,wnd_dir,wnd_spd,snow,rain
23/03/2010 14:00,-8,53,13,1019,SE,34.86,0,0
23/03/2010 15:00,-8,55,13,1018,SE,40.67,0,0
23/03/2010 16:00,-8,60,13,1018,SE,46.48,0,0
23/03/2010 17:00,-9,55,12,1018,SE,52.29,0,0
23/03/2010 18:00,-8,64,11,1018,SE,59.44,0,0
23/03/2010 19:00,-8,64,11,1019,SE,64.36,0,0
23/03/2010 20:00,-7,55,9,1020,SE,67.49,0,0
23/03/2010 21:00,-8,57,10,1020,SE,71.51,0,0
23/03/2010 22:00,-6,63,7,1020,SE,75.53,0,0
23/03/2010 23:00,-7,69,6,1020,SE,79.55,0,0
24/03/2010 00:00,-6,70,6,1020,SE,83.57,0,0
24/03/2010 01:00,-6,72,6,1020,SE,86.7,0,0
24/03/2010 02:00,-5,71,5,1019,SE,89.83,0,0
24/03/2010 03:00,-6,73,4,1020,NE,3.13,0,0
24/03/2010 04:00,-6,71,5,1020,SE,1.79,0,0
24/03/2010 05:00,-6,70,4,1020,NE,1.79,0,0
24/03/2010 06:00,-5,68,4,1021,NW,1.79,0,0
24/03/2010 07:00,-4,63,4,1022,NW,4.92,0,0
24/03/2010 08:00,-6,67,7,1022,NW,10.73,0,0
24/03/2010 09:00,-8,76,9,1022,NW,16.54,0,0
24/03/2010 10:00,-11,65,10,1023,NE,7.15,0,0
24/03/2010 11:00,-14,44,11,1023,NE,14.3,0,0
24/03/2010 12:00,-15,36,11,1022,NE,19.22,0,0
24/03/2010 13:00,-16,29,11,1022,NE,24.14,0,0
24/03/2010 14:00,-15,20,11,1021,SE,4.02,0,0
24/03/2010 15:00,-9,53,10,1022,SE,8.04,0,0
24/03/2010 16:00,-8,92,10,1021,SE,12.96,0,0
24/03/2010 17:00,-5,134,9,1022,SE,18.77,0,0
24/03/2010 18:00,-4,97,7,1023,SE,23.69,0,0
24/03/2010 19:00,-3,64,6,1024,SE,27.71,0,0
24/03/2010 20:00,-1,52,6,1026,NW,4.92,0,1
24/03/2010 21:00,1,63,3,1027,NE,3.13,0,2
24/03/2010 22:00,1,36,2,1027,SE,4.02,0,3
24/03/2010 23:00,0,22,1,1027,SE,7.15,0,0
25/03/2010 00:00,0,48,2,1027,SE,10.28,0,0
25/03/2010 01:00,0,52,1,1028,SE,14.3,0,0
25/03/2010 02:00,-1,43,1,1028,SE,16.09,0,0
25/03/2010 03:00,-2,44,1,1028,SE,17.88,0,0
25/03/2010 04:00,-2,51,1,1027,SE,19.67,0,0
25/03/2010 05:00,-2,69,1,1028,NW,1.79,0,0
25/03/2010 06:00,-2,54,1,1029,NW,5.81,0,0
25/03/2010 07:00,-13,10,1,1029,NW,12.96,0,0
25/03/2010 08:00,-16,12,3,1030,NW,21.01,0,0
25/03/2010 09:00,-15,10,4,1030,NW,28.16,0,0
25/03/2010 10:00,-17,9,5,1030,NW,37.99,0,0
25/03/2010 11:00,-20,12,6,1029,NW,46.93,0,0
25/03/2010 12:00,-20,12,7,1028,NW,51.85,0,0
25/03/2010 13:00,-20,18,6,1027,cv,1.79,0,0
25/03/2010 14:00,-19,16,8,1025,NW,4.02,0,0
25/03/2010 15:00,-19,20,8,1023,NW,9.83,0,0
25/03/2010 16:00,-18,20,9,1022,NW,13.85,0,0
25/03/2010 17:00,-16,18,8,1022,SE,3.13,0,0
25/03/2010 18:00,-14,30,7,1021,SE,4.92,0,0
25/03/2010 19:00,-12,27,6,1022,cv,0.89,0,0
25/03/2010 20:00,-10,29,5,1023,SE,1.79,0,0
25/03/2010 21:00,-10,33,6,1023,cv,0.89,0,0
25/03/2010 22:00,-10,34,5,1023,cv,1.78,0,0
25/03/2010 23:00,-6,59,3,1023,cv,2.67,0,0
26/03/2010 00:00,-7,63,2,1023,SE,0.89,0,0
26/03/2010 01:00,-6,67,1,1023,cv,0.89,0,0
26/03/2010 02:00,-9,62,1,1023,NW,3.13,0,0
26/03/2010 03:00,-11,72,-1,1022,cv,0.45,0,0
26/03/2010 04:00,-7,48,-1,1022,cv,0.9,0,0
26/03/2010 05:00,-9,70,-1,1022,SE,0.89,0,0
26/03/2010 06:00,-8,57,-2,1021,cv,0.89,0,0
26/03/2010 07:00,-6,61,-1,1021,SE,0.89,0,0
26/03/2010 08:00,-7,38,3,1021,cv,0.89,0,0
26/03/2010 09:00,-14,44,6,1021,cv,1.78,0,0
26/03/2010 10:00,-17,37,8,1021,SE,3.13,0,0
26/03/2010 11:00,-18,43,10,1020,SE,7.15,0,0
26/03/2010 12:00,-17,50,11,1019,SE,12.96,0,0
26/03/2010 13:00,-15,64,12,1018,SE,17.88,0,0
26/03/2010 14:00,-14,64,14,1016,SE,22.8,0,0
26/03/2010 15:00,-14,72,15,1015,SE,26.82,0,0
26/03/2010 16:00,-12,70,15,1014,SE,31.74,0,0
26/03/2010 17:00,-13,65,15,1014,SE,36.66,0,0
26/03/2010 18:00,-11,72,13,1014,SE,39.79,0,0
26/03/2010 19:00,-8,84,11,1015,cv,0.89,0,0
26/03/2010 20:00,-8,85,8,1016,NW,1.79,0,0
26/03/2010 21:00,-8,98,7,1018,NE,3.13,0,0
26/03/2010 22:00,-9,142,6,1019,NW,4.02,0,0
26/03/2010 23:00,-10,97,4,1019,NW,7.15,0,0
27/03/2010 00:00,-8,106,3,1020,NW,10.28,0,0
27/03/2010 01:00,-10,89,7,1020,NE,4.02,0,0
27/03/2010 02:00,-11,61,8,1021,NE,8.94,0,0
27/03/2010 03:00,-11,46,7,1023,NE,10.73,0,0
27/03/2010 04:00,-4,127,4,1024,SE,4.92,0,0
27/03/2010 05:00,-4,134,2,1025,SE,8.94,0,0
27/03/2010 06:00,-7,99,1,1025,SE,12.07,0,0
27/03/2010 07:00,-8,85,2,1026,SE,13.86,0,0
27/03/2010 08:00,-9,75,3,1027,SE,16.99,0,0
27/03/2010 09:00,-10,79,4,1028,SE,21.01,0,0
27/03/2010 10:00,-9,81,6,1028,SE,24.14,0,0
27/03/2010 11:00,-10,74,8,1028,SE,28.16,0,0
27/03/2010 12:00,-10,62,8,1027,SE,31.29,0,0
27/03/2010 13:00,-10,71,9,1027,SE,35.31,0,0
27/03/2010 14:00,-10,58,9,1026,SE,39.33,0,0
27/03/2010 15:00,-9,48,11,1025,cv,3.13,0,0
27/03/2010 16:00,-10,50,10,1024,SE,3.13,0,0
27/03/2010 17:00,-9,54,10,1024,SE,6.26,0,0
27/03/2010 18:00,-8,61,8,1025,SE,9.39,0,0
27/03/2010 19:00,-7,59,7,1025,SE,12.52,0,0
27/03/2010 20:00,-7,62,5,1026,SE,17.44,0,0
27/03/2010 21:00,-8,54,4,1027,SE,20.57,0,0
27/03/2010 22:00,-8,57,3,1027,SE,24.59,0,0
27/03/2010 23:00,-8,44,2,1028,SE,28.61,0,0
28/03/2010 00:00,-8,41,2,1028,SE,30.4,0,0
28/03/2010 01:00,-7,48,1,1028,SE,32.19,0,0
28/03/2010 02:00,-7,44,0,1028,SE,33.98,0,0
28/03/2010 03:00,-7,56,-1,1028,cv,0.89,0,0
28/03/2010 04:00,-7,59,-2,1028,SE,0.89,0,0
28/03/2010 05:00,-6,67,-2,1028,NE,0.89,0,0
28/03/2010 06:00,-6,68,-3,1028,SE,0.89,0,0
28/03/2010 07:00,-5,99,-1,1029,cv,0.45,0,0
28/03/2010 08:00,-6,88,2,1029,SE,1.79,0,0
28/03/2010 09:00,-6,74,4,1030,NW,1.79,0,0
28/03/2010 10:00,-6,86,5,1030,NW,3.58,0,0
28/03/2010 11:00,-7,93,6,1029,NW,5.37,0,0
28/03/2010 12:00,-7,96,10,1027,cv,1.79,0,0
28/03/2010 13:00,-6,120,13,1026,cv,4.92,0,0
28/03/2010 14:00,-6,99,15,1025,SE,4.02,0,0
28/03/2010 15:00,-6,100,16,1024,SE,8.94,0,0
28/03/2010 16:00,-9,63,16,1023,SE,13.86,0,0
28/03/2010 17:00,-11,57,16,1023,SE,18.78,0,0
28/03/2010 18:00,-9,46,14,1023,SE,22.8,0,0
28/03/2010 19:00,-8,48,10,1023,SE,25.93,0,0
28/03/2010 20:00,-9,60,12,1024,SE,30.85,0,0
28/03/2010 21:00,-8,57,9,1024,SE,32.64,0,0
28/03/2010 22:00,-8,72,8,1025,SE,34.43,0,0
28/03/2010 23:00,-7,82,7,1025,SE,35.32,0,0
29/03/2010 00:00,-4,92,6,1025,SE,37.11,0,0
29/03/2010 01:00,-6,100,6,1025,SE,38.9,0,0
29/03/2010 02:00,-6,117,5,1025,SE,40.69,0,0
29/03/2010 03:00,-5,129,5,1024,SE,42.48,0,0
29/03/2010 04:00,-4,132,3,1024,SE,43.37,0,0
29/03/2010 05:00,-4,142,2,1024,cv,0.89,0,0
29/03/2010 06:00,-4,147,3,1025,cv,1.78,0,0
29/03/2010 07:00,-3,169,3,1025,NE,0.89,0,0
29/03/2010 08:00,-1,208,7,1025,SE,1.79,0,0
29/03/2010 09:00,-2,198,9,1025,SE,4.92,0,0
29/03/2010 10:00,-2,203,11,1025,SE,8.05,0,0
29/03/2010 11:00,-3,218,11,1025,SE,11.18,0,0
29/03/2010 12:00,-4,220,12,1024,SE,14.31,0,0
29/03/2010 13:00,-3,222,12,1024,cv,0.89,0,0
29/03/2010 14:00,-1,237,11,1023,cv,1.78,0,0
29/03/2010 15:00,3,245,10,1022,SE,4.02,0,1
29/03/2010 16:00,5,260,9,1022,SE,5.81,0,0
29/03/2010 17:00,5,259,8,1021,cv,0.89,0,0
29/03/2010 18:00,5,275,8,1021,NE,0.89,0,0
29/03/2010 19:00,5,280,8,1021,SE,1.79,0,0
29/03/2010 20:00,6,296,8,1022,SE,3.58,0,1
29/03/2010 21:00,6,366,8,1022,SE,4.47,0,2
29/03/2010 22:00,6,317,8,1022,NE,0.89,0,3
29/03/2010 23:00,6,297,8,1022,cv,0.89,0,4
30/03/2010 00:00,6,288,7,1021,SE,0.89,0,5
30/03/2010 01:00,6,288,7,1020,SE,2.68,0,6
30/03/2010 02:00,6,254,7,1020,SE,4.47,0,7
30/03/2010 03:00,6,254,7,1019,SE,6.26,0,8
30/03/2010 04:00,6,248,7,1018,SE,8.05,0,9
30/03/2010 05:00,6,271,7,1018,SE,9.84,0,10
30/03/2010 06:00,6,0,8,1018,SE,11.63,0,11
30/03/2010 07:00,6,0,8,1018,SE,13.42,0,0
30/03/2010 08:00,6,0,8,1019,SE,14.31,0,0
30/03/2010 09:00,6,0,9,1018,SE,17.44,0,0
30/03/2010 10:00,6,0,10,1018,SE,20.57,0,0
30/03/2010 11:00,6,0,11,1018,SE,24.59,0,1
30/03/2010 12:00,6,0,10,1018,SE,26.38,0,2
30/03/2010 13:00,7,195,10,1017,SE,28.17,0,3
30/03/2010 14:00,7,0,10,1016,SE,29.06,0,4
30/03/2010 15:00,7,0,10,1016,cv,1.79,0,5
30/03/2010 16:00,7,0,9,1015,cv,2.68,0,6
30/03/2010 17:00,7,0,9,1014,NE,0.89,0,7
30/03/2010 18:00,7,0,9,1014,NE,1.78,0,8
30/03/2010 19:00,7,0,8,1015,cv,0.89,0,9
30/03/2010 20:00,7,0,8,1015,SE,0.89,0,10
30/03/2010 21:00,7,0,8,1015,SE,1.78,0,11
30/03/2010 22:00,7,0,8,1016,NE,0.89,0,0
30/03/2010 23:00,8,0,9,1015,NW,3.13,0,0
31/03/2010 00:00,7,0,8,1015,NW,4.92,0,1
31/03/2010 01:00,7,0,8,1015,cv,0.45,0,0
31/03/2010 02:00,6,0,7,1015,cv,1.34,0,0
31/03/2010 03:00,6,0,7,1014,cv,2.23,0,0
31/03/2010 04:00,6,0,7,1014,SE,0.89,0,0
31/03/2010 05:00,5,0,7,1014,cv,0.45,0,0
31/03/2010 06:00,5,0,7,1014,cv,1.34,0,0
31/03/2010 07:00,6,124,8,1014,NW,1.79,0,0
31/03/2010 08:00,5,129,9,1015,cv,0.89,0,0
31/03/2010 09:00,7,0,10,1015,cv,1.78,0,0
31/03/2010 10:00,7,0,12,1015,cv,2.67,0,0
31/03/2010 11:00,7,0,12,1014,SE,1.79,0,0
31/03/2010 12:00,7,0,13,1013,cv,0.89,0,0
31/03/2010 13:00,6,0,15,1013,SE,1.79,0,0
31/03/2010 14:00,6,0,16,1012,cv,0.89,0,0
31/03/2010 15:00,4,0,16,1012,cv,1.78,0,0
31/03/2010 16:00,1,0,17,1012,NW,4.92,0,0
31/03/2010 17:00,-5,200,16,1012,NW,12.07,0,0
31/03/2010 18:00,-7,187,15,1013,NW,19.22,0,0
31/03/2010 19:00,-7,149,14,1014,NW,26.37,0,0
31/03/2010 20:00,-8,113,12,1016,NW,33.52,0,0
31/03/2010 21:00,-8,85,11,1017,NW,39.33,0,0
31/03/2010 22:00,-10,71,10,1018,NW,46.48,0,0
31/03/2010 23:00,-13,42,10,1020,NW,53.63,0,0
01/04/2010 00:00,-14,31,9,1021,NW,63.46,0,0
01/04/2010 01:00,-14,39,8,1021,NW,73.29,0,0
01/04/2010 02:00,-14,49,7,1021,NW,81.34,0,0
01/04/2010 03:00,-13,35,5,1021,NW,85.36,0,0
01/04/2010 04:00,-16,31,6,1021,NW,89.38,0,0
01/04/2010 05:00,-18,26,6,1021,NW,92.51,0,0
01/04/2010 06:00,-18,24,5,1022,NW,95.64,0,0
01/04/2010 07:00,-19,22,6,1023,NW,99.66,0,0
01/04/2010 08:00,-19,30,7,1023,NW,104.58,0,0
01/04/2010 09:00,-20,25,9,1023,NW,111.73,0,0
01/04/2010 10:00,-18,21,10,1022,NW,120.67,0,0
01/04/2010 11:00,-18,0,11,1021,NW,128.72,0,0
01/04/2010 12:00,-17,0,12,1020,NW,135.87,0,0
01/04/2010 13:00,-17,35,12,1020,NW,147.94,0,0
01/04/2010 14:00,-18,31,12,1019,NW,159.12,0,0
01/04/2010 15:00,-18,15,12,1018,NW,171.19,0,0
01/04/2010 16:00,-17,16,12,1018,NW,183.26,0,0
01/04/2010 17:00,-18,18,11,1018,NW,193.09,0,0
01/04/2010 18:00,-19,15,11,1017,NW,201.14,0,0
01/04/2010 19:00,-19,17,10,1018,NW,208.29,0,0
01/04/2010 20:00,-17,24,9,1019,NW,211.42,0,0
01/04/2010 21:00,-17,20,9,1019,NW,213.21,0,0
01/04/2010 22:00,-11,54,4,1019,cv,0.89,0,0
01/04/2010 23:00,-11,39,5,1018,cv,1.78,0,0
02/04/2010 00:00,-7,27,2,1018,SE,0.89,0,0
02/04/2010 01:00,-8,52,3,1018,cv,0.45,0,0
02/04/2010 02:00,-9,41,4,1018,NW,0.89,0,0
02/04/2010 03:00,-12,35,4,1019,NW,4.02,0,0
02/04/2010 04:00,-10,44,2,1019,NW,7.15,0,0
02/04/2010 05:00,-12,45,3,1019,NW,10.28,0,0
02/04/2010 06:00,-15,40,4,1019,NW,13.41,0,0
02/04/2010 07:00,-14,27,5,1020,NW,17.43,0,0
02/04/2010 08:00,-16,27,7,1021,NW,23.24,0,0
02/04/2010 09:00,-18,21,7,1022,NW,35.31,0,0
02/04/2010 10:00,-18,14,8,1022,NW,44.25,0,0
02/04/2010 11:00,-19,14,9,1022,NW,53.19,0,0
02/04/2010 12:00,-21,17,9,1022,NW,62.13,0,0
02/04/2010 13:00,-20,13,11,1021,NW,69.28,0,0
02/04/2010 14:00,-20,17,11,1021,NW,76.43,0,0
02/04/2010 15:00,-20,16,12,1020,NW,83.58,0,0
02/04/2010 16:00,-22,18,12,1020,NW,92.52,0,0
02/04/2010 17:00,-22,12,11,1020,NW,101.46,0,0
02/04/2010 18:00,-21,12,11,1020,NW,108.61,0,0
02/04/2010 19:00,-19,21,7,1021,NW,110.4,0,0
02/04/2010 20:00,-12,30,5,1021,SE,0.89,0,0
02/04/2010 21:00,-10,69,4,1022,SE,1.78,0,0
02/04/2010 22:00,-11,77,3,1022,SE,3.57,0,0
02/04/2010 23:00,-10,49,3,1022,SE,5.36,0,0
03/04/2010 00:00,-8,48,0,1022,NW,1.79,0,0
03/04/2010 01:00,-9,53,0,1022,cv,0.89,0,0
03/04/2010 02:00,-7,52,-1,1022,cv,1.78,0,0
03/04/2010 03:00,-12,53,1,1022,cv,2.67,0,0
03/04/2010 04:00,-9,58,0,1022,cv,3.12,0,0
03/04/2010 05:00,-11,56,0,1022,cv,4.01,0,0
03/04/2010 06:00,-10,60,-1,1022,cv,4.46,0,0
03/04/2010 07:00,-7,100,0,1022,cv,5.35,0,0
03/04/2010 08:00,-9,133,4,1022,SE,1.79,0,0
03/04/2010 09:00,-9,138,8,1021,SE,4.92,0,0
03/04/2010 10:00,-11,67,10,1021,SE,8.05,0,0
03/04/2010 11:00,-11,59,11,1019,SE,12.07,0,0
03/04/2010 12:00,-12,82,13,1018,SE,16.99,0,0
03/04/2010 13:00,-11,89,13,1016,SE,21.91,0,0
03/04/2010 14:00,-8,110,13,1015,SE,25.93,0,0
03/04/2010 15:00,-7,128,15,1013,SE,29.06,0,0
03/04/2010 16:00,-5,132,16,1012,SE,33.98,0,0
03/04/2010 17:00,-4,136,15,1011,SE,38.9,0,0
03/04/2010 18:00,-4,132,13,1011,SE,42.03,0,0
03/04/2010 19:00,-4,119,12,1010,SE,45.16,0,0
03/04/2010 20:00,-4,131,13,1010,SE,49.18,0,0
03/04/2010 21:00,-2,161,12,1010,SE,53.2,0,0
03/04/2010 22:00,-2,168,12,1011,SE,57.22,0,0
03/04/2010 23:00,-2,164,11,1010,SE,62.14,0,0
04/04/2010 00:00,-1,184,10,1010,cv,0.89,0,0
04/04/2010 01:00,-1,178,9,1010,NE,1.79,0,0
04/04/2010 02:00,-1,194,7,1010,SE,0.89,0,0
04/04/2010 03:00,-1,206,8,1010,NE,0.89,0,0
04/04/2010 04:00,-1,191,7,1010,cv,0.89,0,0
04/04/2010 05:00,-1,180,6,1010,cv,1.78,0,0
04/04/2010 06:00,0,200,5,1010,NW,3.13,0,0
04/04/2010 07:00,0,170,7,1011,NW,4.92,0,0
04/04/2010 08:00,1,197,11,1011,NE,1.79,0,0
04/04/2010 09:00,0,184,13,1012,NE,4.92,0,0
04/04/2010 10:00,-3,167,16,1011,NE,8.94,0,0
04/04/2010 11:00,-8,111,17,1011,cv,1.79,0,0
04/04/2010 12:00,-8,92,19,1010,NW,4.02,0,0
04/04/2010 13:00,-11,44,20,1009,NW,7.15,0,0
04/04/2010 14:00,-13,41,21,1009,cv,1.79,0,0
04/04/2010 15:00,-11,34,21,1008,SE,1.79,0,0
04/04/2010 16:00,-11,27,22,1008,SE,3.58,0,0
04/04/2010 17:00,-13,32,21,1007,SE,6.71,0,0
04/04/2010 18:00,-10,43,20,1008,SE,10.73,0,0
04/04/2010 19:00,-11,61,16,1008,SE,14.75,0,0
04/04/2010 20:00,-8,70,14,1009,SE,16.54,0,0
04/04/2010 21:00,-7,87,15,1009,SE,19.67,0,0
04/04/2010 22:00,2,98,14,1010,SE,24.59,0,0
04/04/2010 23:00,2,173,13,1010,SE,28.61,0,0
05/04/2010 00:00,2,199,12,1010,SE,31.74,0,0
05/04/2010 01:00,1,177,11,1011,SE,34.87,0,0
05/04/2010 02:00,1,169,11,1011,SE,39.79,0,0
05/04/2010 03:00,0,187,10,1012,cv,0.89,0,0
05/04/2010 04:00,0,166,8,1011,cv,1.78,0,0
05/04/2010 05:00,0,161,9,1011,SE,1.79,0,0
05/04/2010 06:00,1,169,7,1012,SE,3.58,0,0
05/04/2010 07:00,1,180,7,1013,cv,0.89,0,0
05/04/2010 08:00,2,166,10,1013,cv,1.78,0,0
05/04/2010 09:00,1,185,13,1013,NW,1.79,0,0
05/04/2010 10:00,0,166,14,1013,cv,1.79,0,0
05/04/2010 11:00,0,171,15,1012,SE,1.79,0,0
05/04/2010 12:00,1,176,16,1012,SE,5.81,0,0
05/04/2010 13:00,1,186,16,1011,SE,10.73,0,0
05/04/2010 14:00,1,142,16,1011,SE,15.65,0,0
05/04/2010 15:00,2,121,15,1011,SE,20.57,0,0
05/04/2010 16:00,2,130,14,1012,SE,26.38,0,0
05/04/2010 17:00,2,132,13,1014,SE,29.51,0,0
05/04/2010 18:00,4,126,8,1016,NE,8.05,0,1
05/04/2010 19:00,4,47,8,1018,SE,3.13,0,2
05/04/2010 20:00,4,25,8,1020,NE,3.13,0,0
05/04/2010 21:00,4,23,8,1022,SE,3.13,0,0
05/04/2010 22:00,4,20,6,1023,cv,0.89,0,0
05/04/2010 23:00,3,18,7,1024,SE,1.79,0,0
06/04/2010 00:00,2,30,6,1024,cv,0.89,0,0
06/04/2010 01:00,-3,14,7,1024,NW,3.13,0,0
06/04/2010 02:00,-7,12,7,1025,NW,7.15,0,0
06/04/2010 03:00,-7,18,6,1025,NW,10.28,0,0
06/04/2010 04:00,-8,19,6,1026,NW,14.3,0,0
06/04/2010 05:00,-11,33,6,1026,NW,19.22,0,0
06/04/2010 06:00,-12,26,5,1027,NW,24.14,0,0
06/04/2010 07:00,-13,24,7,1027,NW,29.95,0,0
06/04/2010 08:00,-14,28,9,1028,NW,37.1,0,0
06/04/2010 09:00,-16,27,11,1028,NW,45.15,0,0
06/04/2010 10:00,-16,19,12,1028,NW,54.98,0,0
06/04/2010 11:00,-17,16,13,1027,NW,62.13,0,0
06/04/2010 12:00,-14,15,13,1026,cv,1.79,0,0
06/04/2010 13:00,-15,16,14,1025,NE,4.92,0,0
06/04/2010 14:00,-17,16,16,1024,NW,5.81,0,0
06/04/2010 15:00,-17,15,16,1024,NW,12.96,0,0
06/04/2010 16:00,-17,17,16,1023,NW,18.77,0,0
06/04/2010 17:00,-17,12,15,1024,NW,22.79,0,0
06/04/2010 18:00,-15,15,14,1023,NW,25.92,0,0
06/04/2010 19:00,-17,17,13,1024,cv,0.45,0,0
06/04/2010 20:00,-15,23,13,1025,NW,3.13,0,0
06/04/2010 21:00,-11,19,11,1025,NE,1.79,0,0
06/04/2010 22:00,-8,24,8,1025,cv,0.89,0,0
06/04/2010 23:00,-10,34,8,1025,cv,1.78,0,0
07/04/2010 00:00,-5,52,5,1025,NE,0.89,0,0
07/04/2010 01:00,-9,55,6,1025,cv,0.45,0,0
07/04/2010 02:00,-9,69,4,1024,cv,1.34,0,0
07/04/2010 03:00,-8,87,3,1024,NE,0.89,0,0
07/04/2010 04:00,-7,102,4,1024,cv,0.89,0,0
07/04/2010 05:00,-7,79,3,1024,NE,0.89,0,0
07/04/2010 06:00,-7,75,1,1024,NW,1.79,0,0
07/04/2010 07:00,-3,68,3,1025,NE,0.89,0,0
07/04/2010 08:00,-5,78,6,1025,cv,0.89,0,0
07/04/2010 09:00,-5,101,10,1024,SE,1.79,0,0
07/04/2010 10:00,-5,114,12,1024,cv,1.79,0,0
07/04/2010 11:00,-4,135,15,1022,SE,3.13,0,0
07/04/2010 12:00,-4,140,17,1021,SE,8.05,0,0
07/04/2010 13:00,-5,118,19,1019,SE,15.2,0,0
07/04/2010 14:00,-7,108,20,1018,SE,24.14,0,0
07/04/2010 15:00,-7,103,20,1017,SE,33.97,0,0
07/04/2010 16:00,-7,94,20,1015,SE,42.91,0,0
07/04/2010 17:00,-8,90,20,1014,SE,50.96,0,0
07/04/2010 18:00,-7,87,19,1014,SE,59.01,0,0
07/04/2010 19:00,-8,80,18,1014,SE,63.93,0,0
07/04/2010 20:00,-6,84,16,1014,SE,68.85,0,0
07/04/2010 21:00,-4,96,16,1015,SE,74.66,0,0
07/04/2010 22:00,-3,110,15,1015,SE,81.81,0,0
07/04/2010 23:00,-2,104,14,1015,SE,88.96,0,0
08/04/2010 00:00,-1,97,13,1014,SE,94.77,0,0
08/04/2010 01:00,-1,84,12,1013,SE,98.79,0,0
08/04/2010 02:00,-1,74,11,1012,SE,102.81,0,0
08/04/2010 03:00,-1,74,10,1012,SE,105.94,0,0
08/04/2010 04:00,-1,67,10,1011,SE,109.96,0,0
08/04/2010 05:00,-1,69,9,1011,SE,113.09,0,0
08/04/2010 06:00,0,69,8,1011,SE,116.22,0,0
08/04/2010 07:00,0,75,9,1011,SE,119.35,0,0
08/04/2010 08:00,1,78,10,1011,SE,123.37,0,0
08/04/2010 09:00,1,91,12,1010,SE,126.5,0,0
08/04/2010 10:00,1,107,13,1010,SE,129.63,0,0
08/04/2010 11:00,1,107,14,1009,SE,134.55,0,0
08/04/2010 12:00,1,127,17,1008,SE,138.57,0,0
08/04/2010 13:00,0,132,18,1007,SE,143.49,0,0
08/04/2010 14:00,1,128,19,1006,SE,148.41,0,0
08/04/2010 15:00,1,122,20,1005,SE,152.43,0,0
08/04/2010 16:00,1,113,21,1003,SE,159.58,0,0
08/04/2010 17:00,1,105,21,1003,SE,165.39,0,0
08/04/2010 18:00,1,127,20,1003,SE,168.52,0,0
08/04/2010 19:00,2,144,19,1003,SE,170.31,0,0
08/04/2010 20:00,3,158,17,1005,cv,0.89,0,0
08/04/2010 21:00,4,141,16,1006,NW,1.79,0,0
08/04/2010 22:00,4,124,15,1006,SE,1.79,0,0
08/04/2010 23:00,4,131,16,1008,cv,1.79,0,0
09/04/2010 00:00,3,150,15,1007,NE,3.13,0,0
09/04/2010 01:00,4,137,15,1008,NE,7.15,0,0
09/04/2010 02:00,3,128,15,1009,NE,10.28,0,0
09/04/2010 03:00,0,103,16,1009,NE,16.09,0,0
09/04/2010 04:00,2,60,14,1011,NW,4.92,0,0
09/04/2010 05:00,2,50,13,1011,NE,4.92,0,0
09/04/2010 06:00,1,63,13,1011,NE,10.73,0,0
09/04/2010 07:00,2,77,12,1011,NE,16.54,0,0
09/04/2010 08:00,0,62,13,1012,NE,22.35,0,0
09/04/2010 09:00,-1,58,14,1012,NE,26.37,0,0
09/04/2010 10:00,6,77,13,1013,SE,8.05,0,0
09/04/2010 11:00,3,131,11,1013,SE,15.2,0,0
09/04/2010 12:00,3,121,10,1012,SE,24.14,0,0
09/04/2010 13:00,3,81,10,1012,SE,29.06,0,0
09/04/2010 14:00,3,77,10,1011,SE,33.98,0,0
09/04/2010 15:00,3,67,9,1011,SE,38,0,0
09/04/2010 16:00,3,66,9,1011,SE,42.02,0,0
09/04/2010 17:00,2,60,8,1011,SE,45.15,0,0
09/04/2010 18:00,2,71,8,1011,SE,48.28,0,0
09/04/2010 19:00,2,94,8,1012,SE,50.07,0,0
09/04/2010 20:00,2,90,8,1013,NE,1.79,0,0
09/04/2010 21:00,2,85,8,1014,cv,0.89,0,0
09/04/2010 22:00,2,75,8,1015,NE,0.89,0,0
09/04/2010 23:00,2,79,8,1015,NW,0.89,0,0
10/04/2010 00:00,2,91,8,1016,NW,2.68,0,0
10/04/2010 01:00,3,89,7,1017,NW,5.81,0,0
10/04/2010 02:00,3,102,8,1017,NW,7.6,0,0
10/04/2010 03:00,0,49,8,1017,NW,11.62,0,0
10/04/2010 04:00,-8,14,8,1018,NE,5.81,0,0
10/04/2010 05:00,-10,14,7,1019,NE,10.73,0,0
10/04/2010 06:00,-10,16,7,1020,NE,15.65,0,0
10/04/2010 07:00,-11,14,7,1020,NE,21.46,0,0
10/04/2010 08:00,-12,22,8,1021,NE,26.38,0,0
10/04/2010 09:00,-11,17,10,1021,NW,3.13,0,0
10/04/2010 10:00,-13,16,11,1020,cv,1.79,0,0
10/04/2010 11:00,-13,19,13,1019,NW,4.02,0,0
10/04/2010 12:00,-13,19,13,1018,NW,5.81,0,0
10/04/2010 13:00,-13,24,14,1017,NW,7.6,0,0
10/04/2010 14:00,-13,22,16,1016,SE,3.13,0,0
10/04/2010 15:00,-13,22,16,1015,SE,7.15,0,0
10/04/2010 16:00,-13,32,15,1015,SE,14.3,0,0
10/04/2010 17:00,-14,30,15,1015,SE,20.11,0,0
10/04/2010 18:00,-14,24,14,1015,SE,25.92,0,0
10/04/2010 19:00,-8,29,12,1016,SE,30.84,0,0
10/04/2010 20:00,-4,56,11,1016,SE,37.99,0,0
10/04/2010 21:00,-5,58,10,1018,SE,46.04,0,0
